year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,1003,Baldwin County,ALABAMA,Rural,American Indian/Alaska native,All,"11-499",65
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,1053,Escambia County,ALABAMA,Rural,American Indian/Alaska native,All,"11-499",28
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,American Indian/Alaska native,All,"11-499",27
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,American Indian/Alaska native,All,"500-999",39
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2050,Bethel Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",19
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2060,Bristol Bay Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2070,Dillingham Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",27
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,American Indian/Alaska native,All,"11-499",47
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2100,Haines Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",31
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",6
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",23
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",11
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,American Indian/Alaska native,All,"11-499",49
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2180,Nome Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",34
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,American Indian/Alaska native,All,"11-499",9
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2230,Skagway Municipality,ALASKA,Rural,American Indian/Alaska native,All,"11-499",51
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2240,Southeast Fairbanks Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",39
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2270,Wade Hampton Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",20
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,2290,Yukon-Koyukuk Census Area,ALASKA,Rural,American Indian/Alaska native,All,"11-499",58
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4001,Apache County,ARIZONA,Rural,American Indian/Alaska native,All,"1,000-4,999",19
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,American Indian/Alaska native,All,"11-499",27
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,American Indian/Alaska native,All,"500-999",21
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4007,Gila County,ARIZONA,Rural,American Indian/Alaska native,All,"11-499",8
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4009,Graham County,ARIZONA,Rural,American Indian/Alaska native,All,"11-499",10
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,American Indian/Alaska native,All,"11-499",20
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,American Indian/Alaska native,All,"500-999",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,American Indian/Alaska native,All,"11-499",25
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,American Indian/Alaska native,All,"1,000-4,999",25
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4019,Pima County,ARIZONA,Urban,American Indian/Alaska native,All,"500-999",15
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,American Indian/Alaska native,All,"11-499",5
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,American Indian/Alaska native,All,"11-499",29
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,American Indian/Alaska native,All,"11-499",34
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,American Indian/Alaska native,All,"11-499",31
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,American Indian/Alaska native,All,"11-499",21
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,American Indian/Alaska native,All,"11-499",20
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,American Indian/Alaska native,All,"11-499",38
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",27
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",20
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",39
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",42
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",21
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",25
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",40
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",19
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",41
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",31
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",32
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",24
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",28
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",25
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",41
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",47
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",23
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",35
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6049,Modoc County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",33
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",34
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",40
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",19
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",40
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",48
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,American Indian/Alaska native,All,"11-499",30
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",21
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",25
2016,County,Preventive Services,Unsmoothed actual,Base measure,Preventive Services,"Screening Mammography",All,65-74,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,American Indian/Alaska native,All,"11-499",12
