"GEO_ID","NAME","B20017I_001E","B20017I_001M","B20017I_002E","B20017I_002M","B20017I_003E","B20017I_003M","B20017I_004E","B20017I_004M","B20017I_005E","B20017I_005M","B20017I_006E","B20017I_006M","B20017I_007E","B20017I_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US13245","Richmond County, Georgia","26848","5312","25572","13099","31085","4334","9833","9594","28137","5576","29166","1301","22691","9369"
"0500000US13247","Rockdale County, Georgia","30781","12770","36037","16637","46187","13902","10183","12149","17078","22223","30417","28986","14872","1789"
"0500000US13255","Spalding County, Georgia","40801","1404","41868","20400","42157","26003","-","**","38946","4567","-","**","-","**"
"0500000US13285","Troup County, Georgia","18576","18872","36529","15075","36529","15075","-","**","15880","8846","-","**","15540","10115"
"0500000US13295","Walker County, Georgia","19005","5128","19540","15824","-","**","18503","21746","5947","1427","-","**","5947","1427"
"0500000US13313","Whitfield County, Georgia","27748","3633","30208","2615","32269","5114","9780","7188","20990","1740","26076","8026","9267","3678"
"0500000US15001","Hawaii County, Hawaii","27082","5865","25742","10846","36338","10701","15977","11083","28039","6231","35098","6746","16044","1159"
"0500000US15003","Honolulu County, Hawaii","35705","2311","42343","4119","50722","2321","10993","8704","30680","2536","40358","2980","10468","1348"
"0500000US15007","Kauai County, Hawaii","24290","8611","23517","4399","41358","47696","8322","9705","27951","23313","41807","7671","6315","3380"
"0500000US15009","Maui County, Hawaii","35387","8066","46174","14318","51195","1928","10137","18348","26048","9356","38004","19079","12187","6894"
"0500000US16001","Ada County, Idaho","24533","5025","30542","4663","34708","6798","12398","5570","16841","1677","30989","13249","6166","6779"
"0500000US16005","Bannock County, Idaho","15115","7339","11996","9854","36351","28903","5743","2724","16023","8108","28428","4768","9261","1589"
"0500000US16019","Bonneville County, Idaho","28569","4573","31682","3129","33544","3987","15969","3694","22852","4986","26067","5981","8395","5200"
"0500000US16027","Canyon County, Idaho","26063","2482","31382","3008","35546","1612","14329","4934","20826","1885","26122","5545","9575","7135"
"0500000US16055","Kootenai County, Idaho","27235","13446","40625","21690","49475","12756","6873","11582","25755","5662","25466","9330","26819","124851"
"0500000US16083","Twin Falls County, Idaho","27122","2712","29281","5049","35066","6792","2,500-","***","26014","2103","27632","13063","16309","14394"
"0500000US17001","Adams County, Illinois","36285","11647","40213","14924","49667","23544","29560","17973","14484","38716","40548","714","12718","17720"
"0500000US17019","Champaign County, Illinois","21696","8998","26018","6593","46452","5905","15178","15916","16888","8097","51587","44332","6574","6077"
"0500000US17031","Cook County, Illinois","30320","364","32352","643","38140","1818","16487","702","25400","592","33319","1436","11449","474"
"0500000US17037","DeKalb County, Illinois","29244","7626","39931","2600","52326","21254","13667","9163","23060","12838","45262","21908","9626","10538"
"0500000US17043","DuPage County, Illinois","30066","1750","35393","2779","42440","6448","11641","3323","21765","1406","35070","5063","11169","1094"
"0500000US17089","Kane County, Illinois","26342","1026","30854","1851","35850","3197","16382","5842","21259","1056","29272","2410","10577","2614"
"0500000US17091","Kankakee County, Illinois","24944","4138","27378","20051","45431","17341","13071","9644","23151","4126","35713","21100","4925","3583"
"0500000US17093","Kendall County, Illinois","36900","2429","37506","6032","42215","19375","12317","4429","22204","30408","50020","10366","6277","3306"
"0500000US17097","Lake County, Illinois","29056","2635","31310","742","36022","986","15499","3767","25343","2271","31999","2480","11230","1775"
"0500000US17099","LaSalle County, Illinois","22268","5741","26916","19961","41957","13479","7799","1893","21169","6749","37142","10303","12331","4355"
"0500000US17111","McHenry County, Illinois","27956","5854","31705","8401","47627","5937","19865","5231","21626","3378","35006","9181","9046","3142"
"0500000US17113","McLean County, Illinois","18188","7333","21011","9267","29553","10710","13235","6232","15960","5450","32687","19734","9259","5581"
"0500000US17119","Madison County, Illinois","27451","11409","36100","5710","37326","26336","12009","17075","20860","18862","29649","8203","3352","1735"
"0500000US17143","Peoria County, Illinois","30036","4963","31686","4990","31358","2973","35956","19158","21418","12690","30440","3257","8829","4631"
"0500000US17161","Rock Island County, Illinois","28150","3611","31683","5712","37443","7752","27969","21328","18079","11755","36555","12865","8737","5598"
"0500000US17163","St. Clair County, Illinois","32277","4502","32142","6628","37151","8937","21222","965","32965","18900","46857","33090","11422","9912"
"0500000US17167","Sangamon County, Illinois","31460","19733","29643","32412","51011","23147","11346","2451","31607","42916","53537","25634","16444","42083"
"0500000US17179","Tazewell County, Illinois","23284","2500","22602","2051","22871","8464","3542","1225","44679","45050","45734","1707","3290","2672"
"0500000US17183","Vermilion County, Illinois","30435","6145","30960","8036","35044","9061","8938","27258","16985","30402","36743","11927","15318","9768"
"0500000US17197","Will County, Illinois","30673","1079","35424","2741","41489","2045","12659","5482","25857","1690","32422","2115","9562","1738"
"0500000US17199","Williamson County, Illinois","10028","1981","9977","1957","11668","17896","8771","175","-","**","-","**","-","**"
"0500000US17201","Winnebago County, Illinois","22359","3946","29153","4346","31873","3260","17889","4439","20078","5068","30374","4916","8488","4804"
"0500000US18003","Allen County, Indiana","24444","2607","29620","6079","31441","2522","11682","1139","20779","2492","26942","6525","9723","3439"
"0500000US18005","Bartholomew County, Indiana","40571","12634","45104","9871","46275","7152","11923","25222","27102","20540","40445","22883","2,500-","***"
"0500000US18019","Clark County, Indiana","24505","12825","35625","16273","40514","8489","13640","21818","12810","4716","15802","22754","12256","4306"
"0500000US18039","Elkhart County, Indiana","27737","5378","32457","4527","36063","8825","9164","4495","21976","4222","26683","2595","10412","5076"
"0500000US18043","Floyd County, Indiana","15208","6454","17231","33987","31891","29386","16043","13640","7403","5822","-","**","6517","5406"
"0500000US18053","Grant County, Indiana","31036","1773","35152","20293","35534","21351","-","**","27782","8363","29736","4559","3869","5334"
"0500000US18057","Hamilton County, Indiana","38871","9922","48413","30958","61570","29330","10511","31495","22016","4744","44007","41897","13853","9497"
"0500000US18059","Hancock County, Indiana","151029","93774","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US18063","Hendricks County, Indiana","26818","11904","26851","18978","27086","26416","-","**","24790","20095","30426","18851","-","**"
"0500000US18067","Howard County, Indiana","32022","16977","40529","37379","-","**","11280","19129","30995","20523","34553","17537","9275","15605"
"0500000US18081","Johnson County, Indiana","31319","7639","31114","15222","32152","21047","24499","11047","31548","14940","57975","49321","14188","15815"
"0500000US18085","Kosciusko County, Indiana","26665","3865","30219","5345","29672","5433","32045","24713","22315","10146","26461","3097","10251","6957"
"0500000US18089","Lake County, Indiana","31253","2579","40766","2300","47416","4566","12253","3979","22484","4449","33296","3034","10710","2026"
"0500000US18091","LaPorte County, Indiana","21641","1838","23200","10526","31646","9495","20144","17360","19792","5764","25246","10389","11059","6621"
"0500000US18095","Madison County, Indiana","21089","10551","34920","12594","38708","3951","10646","8067","12547","7326","40153","43518","10316","8715"
"0500000US18097","Marion County, Indiana","26875","1974","30451","3162","31872","1822","17179","4295","22229","3561","30121","3803","9576","3797"
"0500000US18105","Monroe County, Indiana","10307","25195","40019","14569","44413","6456","7090","3181","7068","6313","30511","8746","5928","2438"
"0500000US18127","Porter County, Indiana","36879","7687","39643","20041","53820","7640","22218","22328","27148","11467","38861","7343","9764","9543"
"0500000US18141","St. Joseph County, Indiana","22995","3513","26087","4397","29709","21872","14158","11477","19748","5463","27703","4316","6168","2261"
"0500000US18157","Tippecanoe County, Indiana","21262","4123","22634","3040","31313","25784","8048","2412","17068","9647","23526","5167","3410","3484"
"0500000US18167","Vigo County, Indiana","30558","14304","31475","19992","32266","39294","2,500-","***","3185","1671","-","**","2997","1652"
"0500000US19013","Black Hawk County, Iowa","25094","5479","30066","5532","35135","7703","10881","2209","19988","6236","24309","5489","5997","3623"
"0500000US19049","Dallas County, Iowa","27209","33658","120329","107336","120329","107336","-","**","25643","9300","26383","13506","11314","14562"
"0500000US19103","Johnson County, Iowa","20839","1511","21370","2788","45895","14126","18789","3909","20183","7475","22149","5664","7334","7074"
"0500000US19113","Linn County, Iowa","36532","4744","39378","6195","45459","6892","15592","20235","30398","18581","36016","8496","10081","10123"
"0500000US19153","Polk County, Iowa","27651","2998","35522","3218","41225","7851","9213","5410","22062","2939","28274","3293","10781","2796"
"0500000US19155","Pottawattamie County, Iowa","25510","10290","31021","13743","35053","6133","11565","10800","22107","5391","29371","3136","18067","19192"
"0500000US19163","Scott County, Iowa","25485","7777","33117","8085","45164","37539","10795","6008","11854","10600","34682","14700","6710","1332"
"0500000US19169","Story County, Iowa","22676","4676","23479","2088","63184","19482","21501","3431","17857","18120","37608","23871","7392","7994"
"0500000US19193","Woodbury County, Iowa","29458","5454","33223","7049","43269","7087","6675","4198","23051","5030","33688","3847","14604","8524"
"0500000US20045","Douglas County, Kansas","15989","3978","12020","10881","30261","6316","6911","8332","16816","8081","22888","28351","6103","5207"
"0500000US20091","Johnson County, Kansas","30634","3345","36263","6598","41065","2694","20449","9544","21495","4103","33830","4662","11165","2894"
"0500000US20103","Leavenworth County, Kansas","22235","9552","27327","22975","31026","1121","4406","4025","21719","8163","25585","15829","-","**"
"0500000US20161","Riley County, Kansas","20337","6799","21964","2965","23359","3059","4214","8609","11405","11803","31730","21185","6606","4930"
"0500000US20173","Sedgwick County, Kansas","26401","1480","30421","2854","36033","2207","15040","5501","22321","2827","28120","2876","10629","2202"
"0500000US20177","Shawnee County, Kansas","29224","4893","31227","2080","37411","7574","11671","5671","23591","4892","31129","4805","11333","1562"
"0500000US20209","Wyandotte County, Kansas","25772","1011","30127","2526","33656","3878","11766","1603","19841","1921","24132","3529","11544","2452"
"0500000US21047","Christian County, Kentucky","27056","2989","27721","4080","28051","4968","23825","13811","18801","17493","-","**","-","**"
"0500000US21059","Daviess County, Kentucky","26335","11152","40598","31865","41033","22288","18889","48983","25485","31096","-","**","-","**"
"0500000US21067","Fayette County, Kentucky","22393","3597","25594","6683","30360","5475","16096","6398","20372","2826","27047","4952","7463","3671"
"0500000US21111","Jefferson County, Kentucky","25492","1935","31442","2364","35318","3083","13419","5697","19637","4415","26052","1555","8295","3193"
"0500000US21117","Kenton County, Kentucky","14416","14641","14838","18721","30129","22745","11944","2250","7432","18919","37759","22016","6880","4131"
"0500000US21145","McCracken County, Kentucky","4438","36229","2,500-","***","-","**","-","**","-","**","-","**","-","**"
"0500000US21227","Warren County, Kentucky","26171","8667","27716","10067","36651","14485","8763","5585","16300","24278","34360","9099","5763","7411"
"0500000US22015","Bossier Parish, Louisiana","32001","17447","43768","13870","50158","18684","15782","15136","24077","6575","27161","20295","16270","13679"
"0500000US22017","Caddo Parish, Louisiana","35130","9586","36979","15245","45572","13551","10177","2629","23504","13486","40699","7958","4267","1623"
"0500000US22019","Calcasieu Parish, Louisiana","17118","8493","30362","14291","31560","19233","12115","29060","14443","2829","16301","25532","10494","8458"
"0500000US22033","East Baton Rouge Parish, Louisiana","31084","3738","32354","10740","40657","10237","19059","5706","26780","6628","33390","11771","14082","11335"
"0500000US22045","Iberia Parish, Louisiana","24598","13847","24797","3106","24695","22882","25196","48903","19437","41418","39784","15293","15488","2001"
"0500000US22051","Jefferson Parish, Louisiana","25233","2253","28029","3844","31352","7050","15322","4107","17516","2624","32125","9437","9726","1937"
"0500000US22055","Lafayette Parish, Louisiana","15051","6713","17867","10601","31580","28646","6335","5978","13178","17199","45939","2879","10575","1658"
"0500000US22057","Lafourche Parish, Louisiana","35804","22772","45603","27588","47029","33782","-","**","16177","38676","53765","8461","6889","10790"
"0500000US22063","Livingston Parish, Louisiana","30159","22812","31729","7429","36888","2784","19594","8003","11434","12651","58626","11265","3651","6164"
"0500000US22071","Orleans Parish, Louisiana","24291","2878","29822","8222","45676","7993","17615","3521","20176","4359","36375","14267","6456","1702"
"0500000US22103","St. Tammany Parish, Louisiana","23959","3156","26732","10188","41142","11520","15911","12438","17261","7938","32143","11702","6138","1488"
"0500000US22105","Tangipahoa Parish, Louisiana","26248","5955","26723","7064","30898","22971","26102","15610","9202","23920","-","**","8706","8845"
"0500000US22109","Terrebonne Parish, Louisiana","22621","14430","28230","3891","30817","16603","25512","4986","4657","24332","21887","36185","-","**"
"0500000US23001","Androscoggin County, Maine","16961","8358","16732","22740","50580","21221","15516","24802","17206","7427","29171","5624","12102","13228"
"0500000US23005","Cumberland County, Maine","31422","13834","31542","24041","41976","29849","4845","7669","31320","16482","37269","47679","7103","4165"
"0500000US23019","Penobscot County, Maine","11580","14241","22204","26251","58488","45720","10440","5194","5888","2895","-","**","3575","6469"
"0500000US23031","York County, Maine","30120","20626","66338","7956","71636","8194","15091","25096","9452","29537","36264","12008","6765","4079"
"0500000US24001","Allegany County, Maryland","9435","24103","25484","14203","27156","10888","2568","1852","7136","7569","-","**","6159","3110"
"0500000US24003","Anne Arundel County, Maryland","35133","5146","46547","7958","55540","8417","14503","3174","22555","3556","32096","10963","11504","2477"
"0500000US24005","Baltimore County, Maryland","26344","1635","32292","7534","49383","12104","10964","5448","22882","2289","26731","5109","9770","2612"
"0500000US24013","Carroll County, Maryland","26271","7137","32857","8557","34545","12104","10060","16905","21889","8672","33174","18728","6235","4529"
"0500000US24015","Cecil County, Maryland","27685","17435","20746","13223","32193","50490","18269","22156","31760","14537","35402","22872","2,500-","***"
"0500000US24017","Charles County, Maryland","35972","6266","41232","37507","40032","56567","41957","29306","21436","8903","68442","18420","12216","7996"
"0500000US24021","Frederick County, Maryland","30841","10840","41860","4559","46070","4406","14975","6129","14169","3216","42178","6955","9345","2534"
"0500000US24025","Harford County, Maryland","39145","8020","40290","11918","41124","6407","21791","22108","37265","22934","37326","22443","14755","83858"
"0500000US24027","Howard County, Maryland","42500","12450","46716","17096","56069","9685","22815","14876","24080","23457","47638","20482","13101","7770"
"0500000US24031","Montgomery County, Maryland","31184","1140","35354","2083","41359","2907","16576","2003","26428","1799","36799","2223","13433","2098"
"0500000US24033","Prince George's County, Maryland","31367","745","35481","1263","37372","1802","14994","5187","25263","1282","31905","1605","12063","920"
"0500000US24037","St. Mary's County, Maryland","16259","10240","30397","43694","51262","8728","10453","6557","12228","8377","19048","10427","10130","12043"
"0500000US24043","Washington County, Maryland","25379","9535","26790","25556","40899","21835","8478","19382","23945","8957","40102","20600","12156","12594"
"0500000US24045","Wicomico County, Maryland","16561","7611","23079","5597","25662","8050","9135","11020","7664","5943","7342","28181","7741","11367"
"0500000US24510","Baltimore city, Maryland","31182","2486","31721","5648","41639","2210","7702","2632","29809","9955","37111","11619","10179","9538"
"0500000US25001","Barnstable County, Massachusetts","20815","12963","25536","22006","40530","20489","9897","11537","18453","10072","47607","28152","5250","7346"
"0500000US25003","Berkshire County, Massachusetts","28617","13836","32070","24779","52335","29776","8474","3086","26250","15672","27836","38970","14435","23777"
"0500000US25005","Bristol County, Massachusetts","27785","4658","36204","4733","40776","3091","16872","8337","22243","2846","35114","8918","15724","4109"
"0500000US25009","Essex County, Massachusetts","26771","1459","31340","1620","41631","2289","14429","2984","23701","1787","32929","3258","15104","1399"
"0500000US25011","Franklin County, Massachusetts","30343","8072","21676","10796","29017","20200","8877","5518","38265","23053","58163","23200","9750","42533"
"0500000US25013","Hampden County, Massachusetts","25938","1217","30587","3091","40152","6580","10587","2531","22273","2936","31982","2623","12767","3755"
"0500000US25015","Hampshire County, Massachusetts","21698","15653","31573","9519","36473","5364","7516","12435","19738","9695","60441","47664","4755","2437"
"0500000US25017","Middlesex County, Massachusetts","28771","3811","36179","7184","46997","6942","13936","4023","23723","2354","40614","13503","11359","1658"
"0500000US25021","Norfolk County, Massachusetts","45374","10134","50940","4049","65359","22439","20054","14953","36395","12200","62397","22825","13048","14546"
"0500000US25023","Plymouth County, Massachusetts","31387","4853","32334","6921","50259","13225","11544","1599","29869","7221","44880","36056","12339","22850"
"0500000US25025","Suffolk County, Massachusetts","27155","1518","30501","2688","42184","1949","15204","2548","24948","2122","40502","2824","13849","2544"
"0500000US25027","Worcester County, Massachusetts","28842","2998","33007","4742","43759","3055","15564","2493","26518","2329","34292","2946","11889","1427"
"0500000US26005","Allegan County, Michigan","25635","2197","26957","2604","29177","6891","8755","1806","21406","3938","26600","12149","15371","6653"
"0500000US26017","Bay County, Michigan","14493","4561","12531","10943","39601","40888","7038","9480","15499","4181","21610","6328","11927","3422"
"0500000US26021","Berrien County, Michigan","29646","7265","32270","5360","40085","19438","26384","6532","13738","11344","30787","3631","11045","911"
"0500000US26025","Calhoun County, Michigan","26138","4766","25976","6554","27442","34740","15951","4735","26351","5984","30093","3644","7432","5641"
"0500000US26037","Clinton County, Michigan","22237","10002","22045","11707","22139","7049","21794","33532","23711","21563","44808","22449","4106","753"
"0500000US26045","Eaton County, Michigan","27269","7976","38424","13743","44636","25309","11537","3968","21407","7149","28276","20810","4669","11157"
"0500000US26049","Genesee County, Michigan","28893","5391","35504","4760","37247","6852","12493","20617","21938","12703","32127","9384","11461","831"
"0500000US26055","Grand Traverse County, Michigan","49143","2681","48534","13110","61250","34487","48159","57557","50996","25928","50996","25928","-","**"
"0500000US26065","Ingham County, Michigan","25271","6729","31549","3843","36737","4381","10793","5517","16029","4910","28890","8980","6425","1802"
"0500000US26073","Isabella County, Michigan","11446","5497","20524","11049","21272","280","11204","950","5660","2570","20273","7871","4098","2855"
"0500000US26075","Jackson County, Michigan","16975","14734","16798","16957","32045","49092","11063","7013","22676","24542","31232","1671","6085","1076"
"0500000US26077","Kalamazoo County, Michigan","23002","3205","30152","13140","36932","9176","8286","3341","13707","4945","26701","10352","5901","6662"
"0500000US26081","Kent County, Michigan","26584","1520","30243","1803","32834","2867","11892","10205","21745","2293","28706","3145","11218","2076"
"0500000US26087","Lapeer County, Michigan","26113","6425","32355","4418","34037","8864","13083","19520","16753","10723","27000","3647","15803","2775"
"0500000US26091","Lenawee County, Michigan","30036","6487","34818","13218","45263","23374","14003","38601","12068","24812","32003","26774","5641","3785"
"0500000US26093","Livingston County, Michigan","39506","17331","50385","23828","50516","23982","3125","143915","22038","31804","71152","21702","9019","2845"
"0500000US26099","Macomb County, Michigan","31109","4430","32103","9620","50574","8494","20009","14229","25685","11406","55383","10673","8878","1339"
"0500000US26115","Monroe County, Michigan","19416","14010","35957","29151","40611","17018","7305","2719","16865","10159","21344","46904","7270","21112"
"0500000US26121","Muskegon County, Michigan","27274","7770","31300","9727","33622","2134","6098","21672","22326","16696","31699","1076","10123","4657"
"0500000US26125","Oakland County, Michigan","34990","4227","36725","5084","51403","19823","12680","4488","29829","6364","55807","9210","10494","2539"
"0500000US26139","Ottawa County, Michigan","30565","4968","32500","6952","38433","20999","20198","11368","26656","2722","37397","9716","7331","9762"
"0500000US26145","Saginaw County, Michigan","25950","9995","32045","18582","40816","15833","5503","25029","22914","5106","40293","19770","12460","7732"
"0500000US26147","St. Clair County, Michigan","25798","8219","26297","19930","39521","21664","16699","11673","17721","20351","45142","3156","9152","2374"
"0500000US26159","Van Buren County, Michigan","20128","8139","28702","16159","40259","9512","5965","3505","15706","5719","26931","4005","4860","2707"
"0500000US26161","Washtenaw County, Michigan","30343","3714","31872","4277","50243","17205","13120","8749","20847","8991","42411","18081","5628","2014"
"0500000US26163","Wayne County, Michigan","27361","2541","31472","1847","39775","3270","15235","3086","22003","2607","30686","2936","9824","2126"
"0500000US27003","Anoka County, Minnesota","31467","3980","36837","12266","50184","4829","10188","3859","28242","5617","42207","8642","11139","3534"
"0500000US27013","Blue Earth County, Minnesota","17009","9496","17241","21819","30672","14917","15804","8920","16707","7308","17350","14236","11430","981"
"0500000US27019","Carver County, Minnesota","33409","9612","26034","26900","50259","86889","7950","4998","34272","11830","40542","9303","14192","16318"
"0500000US27037","Dakota County, Minnesota","30358","3412","37247","5723","46656","5496","8442","6711","22104","5892","32166","3413","9088","2076"
"0500000US27053","Hennepin County, Minnesota","27412","1435","29370","1732","35517","2778","12638","7657","21486","2467","33765","2619","12776","2678"
"0500000US27109","Olmsted County, Minnesota","30305","8485","30994","7651","37270","14328","20759","8387","22199","22673","31939","5255","11585","3173"
"0500000US27123","Ramsey County, Minnesota","26419","1255","30342","3987","40113","5286","17450","6291","20973","1617","32106","3811","11089","4561"
"0500000US27131","Rice County, Minnesota","28639","18514","29331","10959","32253","18790","6767","1913","16825","24823","31288","9333","4375","2715"
"0500000US27137","St. Louis County, Minnesota","17254","20562","14937","32661","48452","16316","7320","11030","21349","20744","50162","21517","9258","8365"
"0500000US27139","Scott County, Minnesota","32985","5276","40011","16707","34590","29114","45751","48081","7289","23630","40805","26289","2,500-","***"
"0500000US27141","Sherburne County, Minnesota","41000","19808","42608","59396","16866","75204","43822","23300","40938","15915","41167","13436","-","**"
"0500000US27145","Stearns County, Minnesota","20379","11457","25862","19363","37185","4945","4845","4876","11918","9438","33750","9677","9092","4303"
"0500000US27163","Washington County, Minnesota","31330","2989","34054","10140","40319","9816","10167","3609","29527","6218","42825","8081","8620","3480"
"0500000US27171","Wright County, Minnesota","31683","8414","36364","12579","41518","5184","-","**","22212","17542","39194","2236","20609","8935"
"0500000US28033","DeSoto County, Mississippi","21295","10126","30309","21539","40833","16945","2686","9052","18012","14923","30313","22583","13237","7515"
"0500000US28047","Harrison County, Mississippi","23108","2698","24809","13731","39626","14342","6883","1836","21354","4010","22344","2114","15019","11998"
"0500000US28049","Hinds County, Mississippi","31527","11152","36961","17388","36428","19359","-","**","17197","24197","28664","26385","-","**"
"0500000US28059","Jackson County, Mississippi","31646","6487","35330","17443","39270","33368","3453","8793","30625","11209","30586","10833","40112","48682"
"0500000US28081","Lee County, Mississippi","26554","3642","27314","10796","27314","10796","-","**","-","**","-","**","-","**"
"0500000US28089","Madison County, Mississippi","18453","6605","22788","9164","23594","9347","17796","32222","15319","7822","21046","9121","5417","6451"
"0500000US28121","Rankin County, Mississippi","32350","21758","50081","25712","51471","10865","25897","25184","20967","15786","22208","34723","13422","22318"
"0500000US29019","Boone County, Missouri","11028","7280","15879","8350","30962","16978","6808","9446","8583","3826","29129","10254","6484","2020"
"0500000US29021","Buchanan County, Missouri","37600","9551","45852","6055","46210","2949","12081","16388","31824","4588","31444","3928","35440","14599"
"0500000US29037","Cass County, Missouri","41815","28831","62233","60258","89240","42786","14870","61194","40297","52737","47317","17663","10026","5993"
"0500000US29047","Clay County, Missouri","31457","5825","35283","7501","45886","11099","4586","1726","27527","4177","35463","16394","12632","10083"
"0500000US29051","Cole County, Missouri","21680","16504","40105","39920","40636","27155","2,500-","***","21397","362","21397","362","-","**"
"0500000US29077","Greene County, Missouri","22863","3941","25069","7225","32278","18463","15058","13070","22718","5904","28489","5736","18769","9370"
"0500000US29095","Jackson County, Missouri","26165","1769","30398","3286","39310","4379","17205","3233","21841","2167","30972","2380","10925","3468"
"0500000US29097","Jasper County, Missouri","25770","3669","24552","7503","31675","17773","15894","934","26762","7230","33167","13498","16777","2051"
"0500000US29165","Platte County, Missouri","32559","8498","54109","15565","55689","9206","20369","26877","26827","3193","30054","7648","23567","16248"
"0500000US29183","St. Charles County, Missouri","28540","4160","33295","14080","43897","16664","9295","6653","26556","2687","31059","9138","9579","2087"
"0500000US29189","St. Louis County, Missouri","30945","4948","27953","7497","53676","19843","12816","2932","32169","5340","41738","9531","7289","1795"
"0500000US29510","St. Louis city, Missouri","44339","17820","51084","10242","60049","19503","11375","12430","28480","14941","49429","25330","3814","6307"
"0500000US30029","Flathead County, Montana","17505","3124","16440","2747","16861","6457","10570","15878","19526","10415","22417","9885","16363","12931"
"0500000US30031","Gallatin County, Montana","25445","16755","35134","19614","47917","31917","11101","4089","18592","15645","36080","21979","11111","7503"
"0500000US30049","Lewis and Clark County, Montana","19847","11518","23795","9141","24277","8662","-","**","17568","27215","60848","38147","10788","3418"
"0500000US30063","Missoula County, Montana","33982","16995","23197","19055","31781","15661","10544","14042","34626","44891","55406","37368","2,500-","***"
"0500000US30111","Yellowstone County, Montana","27732","7628","35081","7365","37340","7578","9537","10382","21414","3521","28325","4309","6716","9550"
"0500000US31055","Douglas County, Nebraska","26326","1439","33111","3697","37471","4143","10997","1906","20509","1570","31013","2931","11666","3292"
"0500000US31109","Lancaster County, Nebraska","29648","7922","39043","4373","42455","6681","7772","4375","21657","5193","29375","5239","10128","2627"
"0500000US31153","Sarpy County, Nebraska","26296","3261","30554","7211","44121","16338","19104","7778","16470","6100","31569","19982","10294","4723"
"0500000US32003","Clark County, Nevada","28714","792","31632","505","36544","763","14965","2161","23746","1376","31708","695","11008","649"
"0500000US32031","Washoe County, Nevada","29041","2759","33501","3263","37761","3717","16179","4054","21841","2041","31231","1481","10235","1687"
"0500000US33005","Cheshire County, New Hampshire","7853","6203","8057","4062","-","**","8057","4062","2,500-","***","-","**","2,500-","***"
"0500000US33009","Grafton County, New Hampshire","16166","10103","16529","9587","29397","14812","5656","2451","11466","20558","35838","12880","7206","4475"
"0500000US33011","Hillsborough County, New Hampshire","25501","3312","30624","3854","35782","6499","16227","4753","21478","2371","30234","7330","9231","1751"
"0500000US33015","Rockingham County, New Hampshire","40783","7270","61426","19882","73707","41485","14129","23942","24906","9034","33003","25514","15092","4709"
"0500000US34001","Atlantic County, New Jersey","25086","2534","27305","5119","34974","6630","16018","3554","22876","2996","29657","5197","9561","2517"
"0500000US34003","Bergen County, New Jersey","40881","2187","50253","5044","57458","4432","15195","4945","32345","3744","45938","4761","12237","2097"
"0500000US34005","Burlington County, New Jersey","38790","6643","44840","12383","53305","5552","7099","4073","32237","8694","42161","2205","20031","4796"
"0500000US34007","Camden County, New Jersey","25130","2887","26408","5122","33538","6073","9375","5137","23374","2337","37218","8105","13013","3516"
"0500000US34009","Cape May County, New Jersey","36272","16632","37785","22528","29047","20877","40489","31989","35910","18693","37287","12200","21600","10592"
"0500000US34011","Cumberland County, New Jersey","22865","2177","23439","4308","31847","5046","14049","2394","22550","2390","28569","5438","9135","3388"
"0500000US34013","Essex County, New Jersey","30989","1328","34238","2694","40442","2873","16065","3971","22569","2498","35416","4909","11673","1924"
"0500000US34015","Gloucester County, New Jersey","25931","6220","31716","28088","65330","13310","10611","6077","15991","9624","44089","14986","7043","2259"
"0500000US34017","Hudson County, New Jersey","28964","2808","32845","2872","38398","3198","16204","1626","22125","1468","32433","1635","13881","2162"
"0500000US34019","Hunterdon County, New Jersey","32230","36530","47300","39193","68261","25388","16332","6685","23803","32136","60830","57359","15780","5261"
"0500000US34021","Mercer County, New Jersey","25090","2957","27255","3027","34310","5453","17606","4263","19829","2320","26072","4208","11547","1406"
