"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"1"	73	1066926	6.8
	"1999"	"1999"	"1-4 years"	"1-4"	105	4335697	2.4
	"1999"	"1999"	"5-14 years"	"5-14"	127	11220559	1.1
	"1999"	"1999"	"15-24 years"	"15-24"	1375	10391165	13.2
	"1999"	"1999"	"25-34 years"	"25-34"	1062	11290756	9.4
	"1999"	"1999"	"35-44 years"	"35-44"	781	11900191	6.6
	"1999"	"1999"	"45-54 years"	"45-54"	456	9261065	4.9
	"1999"	"1999"	"55-64 years"	"55-64"	169	5800159	2.9
	"1999"	"1999"	"65-74 years"	"65-74"	119	4324154	2.8
	"1999"	"1999"	"75-84 years"	"75-84"	70	2808412	2.5
	"1999"	"1999"	"85+ years"	"85+"	28	957524	2.9
	"1999"	"1999"	"Not Stated"	"NS"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"< 1 year"	"1"	76	1063502	7.1
	"2000"	"2000"	"1-4 years"	"1-4"	90	4315170	2.1
	"2000"	"2000"	"5-14 years"	"5-14"	92	11323434	0.8
	"2000"	"2000"	"15-24 years"	"15-24"	1423	10601059	13.4
	"2000"	"2000"	"25-34 years"	"25-34"	1153	11213591	10.3
	"2000"	"2000"	"35-44 years"	"35-44"	743	11949031	6.2
	"2000"	"2000"	"45-54 years"	"45-54"	433	9552983	4.5
	"2000"	"2000"	"55-64 years"	"55-64"	186	5936185	3.1
	"2000"	"2000"	"65-74 years"	"65-74"	105	4333120	2.4
	"2000"	"2000"	"75-84 years"	"75-84"	69	2851858	2.4
	"2000"	"2000"	"85+ years"	"85+"	24	981040	2.4
	"2000"	"2000"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2001"	"2001"	"< 1 year"	"1"	73	1144020	6.4
	"2001"	"2001"	"1-4 years"	"1-4"	99	4265135	2.3
	"2001"	"2001"	"5-14 years"	"5-14"	78	11390123	0.7
	"2001"	"2001"	"15-24 years"	"15-24"	1618	10902628	14.8
	"2001"	"2001"	"25-34 years"	"25-34"	1788	11191070	16.0
	"2001"	"2001"	"35-44 years"	"35-44"	1425	11996917	11.9
	"2001"	"2001"	"45-54 years"	"45-54"	826	9986260	8.3
	"2001"	"2001"	"55-64 years"	"55-64"	341	6162982	5.5
	"2001"	"2001"	"65-74 years"	"65-74"	132	4347700	3.0
	"2001"	"2001"	"75-84 years"	"75-84"	79	2924208	2.7
	"2001"	"2001"	"85+ years"	"85+"	18	999256	Unreliable
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	83	1128755	7.4
	"2002"	"2002"	"1-4 years"	"1-4"	101	4315294	2.3
	"2002"	"2002"	"5-14 years"	"5-14"	97	11399893	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1533	11099138	13.8
	"2002"	"2002"	"25-34 years"	"25-34"	1282	11188013	11.5
	"2002"	"2002"	"35-44 years"	"35-44"	879	11940180	7.4
	"2002"	"2002"	"45-54 years"	"45-54"	483	10161943	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	220	6550343	3.4
	"2002"	"2002"	"65-74 years"	"65-74"	86	4362103	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2973527	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1012847	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	92	1139493	8.1
	"2003"	"2003"	"1-4 years"	"1-4"	108	4364562	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11372697	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1655	11263685	14.7
	"2003"	"2003"	"25-34 years"	"25-34"	1306	11165705	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	846	11877129	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	482	10394693	4.6
	"2003"	"2003"	"55-64 years"	"55-64"	202	6870842	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	123	4399154	2.8
	"2003"	"2003"	"75-84 years"	"75-84"	72	3010289	2.4
	"2003"	"2003"	"85+ years"	"85+"	26	1038107	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	72	1139644	6.3
	"2004"	"2004"	"1-4 years"	"1-4"	79	4423924	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	87	11298721	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1584	11421516	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1258	11151846	11.3
	"2004"	"2004"	"35-44 years"	"35-44"	764	11825924	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	522	10605727	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	234	7180948	3.3
	"2004"	"2004"	"65-74 years"	"65-74"	96	4438498	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3038438	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1055577	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	63	1136159	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	107	4456773	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	86	11178729	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1619	11569591	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1332	11114078	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	841	11761097	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	529	10826608	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	203	7499868	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	101	4480843	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	65	3064706	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1098416	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	79	1140932	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	103	4452140	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	111	11165974	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1701	11710204	14.5
	"2006"	"2006"	"25-34 years"	"25-34"	1288	11154997	11.5
	"2006"	"2006"	"35-44 years"	"35-44"	769	11713801	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	586	11044264	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	258	7812951	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	93	4541711	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3068177	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1139054	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1160444	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	93	4464722	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11130924	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1558	11838331	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1252	11234105	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	806	11609784	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	504	11232921	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	228	8103376	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	97	4655419	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3068972	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1184097	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1166865	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	109	4501600	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	98	11168640	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1454	11961481	12.2
	"2008"	"2008"	"25-34 years"	"25-34"	1226	11384750	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	752	11499134	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	509	11403876	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	274	8379526	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	114	4842957	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	50	3067753	1.6
	"2008"	"2008"	"85+ years"	"85+"	26	1227039	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1127601	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	96	4534388	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11259421	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1421	12078230	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1108	11545169	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	701	11378079	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	517	11560129	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	269	8712618	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5019419	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3066202	1.9
	"2009"	"2009"	"85+ years"	"85+"	33	1272980	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1111711	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	87	4534556	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	69	11346332	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1321	12144237	10.9
	"2010"	"2010"	"25-34 years"	"25-34"	1110	11655013	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	625	11318157	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	489	11635595	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	255	8993958	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5140395	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3080889	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1305182	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1152174	6.3
	"2011"	"2011"	"1-4 years"	"1-4"	93	4540730	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	79	11380914	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1173	12207961	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1054	11887389	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	614	11283863	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	505	11640466	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	254	9402189	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	118	5346392	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3115373	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1369618	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	64	1139361	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	70	4542010	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	63	11406322	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	1185	12276023	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1095	12070913	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	666	11303567	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	488	11592565	4.2
