"GEO_ID","NAME","B15002B_001E","B15002B_001M","B15002B_002E","B15002B_002M","B15002B_003E","B15002B_003M","B15002B_004E","B15002B_004M","B15002B_005E","B15002B_005M","B15002B_006E","B15002B_006M","B15002B_007E","B15002B_007M","B15002B_008E","B15002B_008M","B15002B_009E","B15002B_009M","B15002B_010E","B15002B_010M","B15002B_011E","B15002B_011M","B15002B_012E","B15002B_012M","B15002B_013E","B15002B_013M","B15002B_014E","B15002B_014M","B15002B_015E","B15002B_015M","B15002B_016E","B15002B_016M","B15002B_017E","B15002B_017M","B15002B_018E","B15002B_018M","B15002B_019E","B15002B_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US24009","Calvert County, Maryland","8491","751","3776","719","172","203","696","438","1868","639","0","206","581","556","134","141","127","220","198","193","4715","371","215","245","487","357","1557","579","320","296","762","409","258","234","546","397","570","407"
"0500000US24017","Charles County, Maryland","51067","987","22907","789","126","148","1283","656","8205","1575","578","251","6123","1379","1432","802","3372","1103","1788","563","28160","452","154","172","696","577","7276","1342","440","421","7915","1252","2272","793","6496","1328","2911","791"
"0500000US24021","Frederick County, Maryland","16088","542","7907","375","341","391","527","320","1616","577","232","235","2067","637","686","432","691","424","1747","546","8181","318","314","260","279","228","2344","743","162","185","1574","499","743","351","1629","529","1136","523"
"0500000US24025","Harford County, Maryland","22379","1170","10197","669","256","303","181","197","3015","950","544","443","2225","887","1072","634","2107","769","797","464","12182","838","131","212","675","514","1759","691","159","208","3473","951","1431","594","2425","805","2129","912"
"0500000US24027","Howard County, Maryland","41125","1122","17806","715","249","380","356","350","2221","960","851","545","3592","1021","1508","877","4621","1040","4408","1102","23319","644","275","273","727","495","3674","1314","531","522","4491","1116","1609","797","5220","1232","6792","1214"
"0500000US24031","Montgomery County, Maryland","128309","2158","58281","1132","1668","833","4098","1136","7848","1718","1483","833","12584","2431","4967","1219","13353","2243","12280","1835","70028","1576","3036","1104","4104","1263","12297","1665","1894","782","11815","1887","5841","1588","17271","1857","13770","1860"
"0500000US24033","Prince George's County, Maryland","401505","2764","179344","1714","3408","1152","9515","1683","49254","3327","6855","1300","43771","3354","10598","1521","33909","2717","22034","2713","222161","1660","5143","1288","8746","1648","49103","3228","5639","1410","54971","3456","16275","2207","44622","3015","37662","3272"
"0500000US24043","Washington County, Maryland","11010","625","7539","548","41","75","1097","596","1589","506","1354","483","2051","706","712","537","522","506","173","220","3471","333","0","206","77","133","890","507","161","235","968","459","74","135","837","542","464","431"
"0500000US24045","Wicomico County, Maryland","17371","1070","8194","685","657","494","1024","453","2600","880","557","450","1515","559","1122","682","584","466","135","143","9177","696","967","555","1434","734","1983","853","148","162","2673","932","744","422","989","553","239","224"
"0500000US24510","Baltimore city, Maryland","252340","2027","109134","1155","4974","1108","14880","1830","37547","2983","8063","1606","23470","2695","4095","1237","10441","2446","5664","1297","143206","1406","5154","1090","17616","2223","39448","3627","7367","1508","35588","3038","9936","2192","13581","2302","14516","2083"
"0500000US25005","Bristol County, Massachusetts","14002","1632","7402","910","321","261","575","442","1172","682","126","159","2418","706","537","360","1813","826","440","359","6600","1126","715","483","374","283","1202","488","114","199","1251","710","598","394","1449","643","897","403"
"0500000US25009","Essex County, Massachusetts","23519","2928","12107","1512","1281","525","860","587","3714","1242","267","224","2133","929","1431","664","1555","764","866","471","11412","1857","1566","1075","827","351","1980","632","36","63","2657","988","1113","435","3061","848","172","229"
"0500000US25013","Hampden County, Massachusetts","26709","1438","12594","770","367","290","809","435","3749","827","437","293","2561","715","1176","648","2061","711","1434","776","14115","1031","643","405","1099","687","3254","734","855","550","4512","1107","1458","533","1727","648","567","319"
"0500000US25017","Middlesex County, Massachusetts","54658","2392","26140","2024","537","308","2009","759","5006","1071","1480","660","4224","1211","2145","765","5900","1272","4839","1180","28518","1288","1149","652","1340","693","5546","1205","943","577","6158","1267","2724","1009","7130","1407","3528","996"
"0500000US25021","Norfolk County, Massachusetts","35352","983","16510","709","619","353","1140","650","2654","980","678","280","4534","1215","1626","742","3145","978","2114","1000","18842","694","405","338","1017","609","3732","1125","927","485","3536","1262","1246","620","3780","1325","4199","1296"
"0500000US25023","Plymouth County, Massachusetts","31604","1501","15894","902","1845","607","1362","661","3804","1071","496","361","3626","1137","1612","868","2861","1112","288","252","15710","1393","1758","722","1924","910","2769","836","257","266","3232","933","1787","800","2836","882","1147","545"
"0500000US25025","Suffolk County, Massachusetts","117913","2557","52787","1345","3167","1040","5065","1383","14213","2122","2663","1132","11883","2154","3040","929","7668","1823","5088","1271","65126","1809","4466","1441","5370","1479","14020","1931","2213","764","17373","2350","5181","1204","9443","1721","7060","1482"
"0500000US25027","Worcester County, Massachusetts","27182","1403","13689","753","455","339","533","281","2330","924","541","317","3010","1063","1335","704","3592","1232","1893","724","13493","1020","603","478","343","287","2905","904","616","391","2561","863","1438","873","3615","1081","1412","627"
"0500000US26021","Berrien County, Michigan","13168","602","5687","499","506","326","760","357","1010","433","558","362","1688","589","252","205","507","458","406","282","7481","230","469","337","885","352","1850","611","117","123","2462","814","316","251","734","527","648","489"
"0500000US26025","Calhoun County, Michigan","9391","798","4366","568","64","91","512","449","1804","580","360","243","990","471","191","200","445","323","0","172","5025","521","0","172","431","355","1398","542","391","243","1518","619","766","592","358","263","163","209"
"0500000US26045","Eaton County, Michigan","4713","450","2162","245","53","86","0","172","338","271","222","247","501","460","133","170","617","336","298","226","2551","387","118","129","24","34","190","154","285","404","778","490","156","143","499","409","501","286"
"0500000US26049","Genesee County, Michigan","51217","786","22603","375","1181","569","2736","920","7323","1306","2196","736","5578","1094","1658","663","1310","548","621","353","28614","622","1135","479","2030","728","6739","1340","694","335","11351","1541","2442","920","2753","958","1470","609"
"0500000US26065","Ingham County, Michigan","18959","1004","9447","628","484","378","286","245","1869","773","333","292","3549","995","847","477","1501","758","578","377","9512","711","189","235","802","448","1297","502","435","265","2600","849","835","435","1863","793","1491","534"
"0500000US26075","Jackson County, Michigan","7869","617","5131","402","229","189","434","241","795","424","1209","382","1358","426","347","348","645","473","114","125","2738","307","155","156","401","252","611","367","0","172","526","322","259","198","345","190","441","386"
"0500000US26077","Kalamazoo County, Michigan","15814","1055","8041","562","165","188","777","504","1634","658","740","575","2892","930","520","325","830","456","483","321","7773","848","134","166","404","372","1186","529","266","216","3212","1131","1384","693","670","377","517","326"
"0500000US26081","Kent County, Michigan","36874","1345","17464","912","317","277","1506","676","5874","1561","1021","493","4204","1221","1146","482","2693","898","703","392","19410","875","1577","738","2051","979","2809","972","822","474","5661","1284","2350","803","2875","1022","1265","505"
"0500000US26099","Macomb County, Michigan","65548","1375","27879","710","632","360","2509","787","9226","1571","1777","715","7819","1355","1516","738","3123","1006","1277","705","37669","970","415","359","2704","853","8004","1669","895","478","13470","1744","4797","1284","4027","1176","3357","1089"
"0500000US26121","Muskegon County, Michigan","15294","753","8038","583","349","196","1079","449","2019","717","1186","524","2529","682","289","184","416","351","171","173","7256","471","355","256","1052","543","1901","536","414","273","1846","603","743","416","535","428","410","343"
"0500000US26125","Oakland County, Michigan","119108","1497","50490","780","725","413","3024","799","12657","2103","2111","718","14307","2053","4646","1271","8235","1438","4785","1142","68618","1059","748","475","4086","1067","12608","1961","1231","550","20799","2283","7026","1441","11146","1700","10974","1825"
"0500000US26145","Saginaw County, Michigan","20997","954","9088","609","505","410","1169","489","3681","845","928","532","1601","587","512","392","397","254","295","382","11909","586","272","245","1058","420","3270","635","480","418","4028","904","1594","664","663","373","544","364"
"0500000US26161","Washtenaw County, Michigan","25321","974","12503","600","119","148","1461","731","2162","758","597","384","4142","890","718","424","2123","718","1181","460","12818","595","15","23","1063","512","3049","792","509","376","3056","954","1460","481","2339","673","1327","557"
"0500000US26163","Wayne County, Michigan","439996","1831","193979","1195","6517","1134","24586","2725","57521","3862","19017","2301","52892","2993","10553","1703","14929","2492","7964","1278","246017","1304","4682","975","28625","2411","63147","3597","11447","1688","70461","3673","25166","2651","24191","2305","18298","1611"
"0500000US27003","Anoka County, Minnesota","11985","968","5903","720","0","147","348","259","1187","652","521","338","894","518","545","368","1465","593","943","731","6082","409","786","416","386","384","1315","593","205","198","1480","529","737","562","711","346","462","313"
"0500000US27037","Dakota County, Minnesota","16236","1314","7092","763","495","402","319","365","1297","747","470","361","1457","765","648","414","1407","728","999","691","9144","974","545","425","843","682","1607","790","913","486","1984","772","955","555","1319","789","978","453"
"0500000US27053","Hennepin County, Minnesota","93338","1847","45299","1410","3095","1169","4091","1210","9403","1775","2241","715","12590","2018","3870","1253","6285","1482","3724","1131","48039","1095","6061","1354","3579","1131","9535","1882","1446","504","13773","2239","3943","1011","6010","1406","3692","1075"
"0500000US27109","Olmsted County, Minnesota","5668","402","3434","321","63","110","715","631","1033","613","0","147","600","467","614","635","267","254","142","182","2234","523","459","376","386","297","271","314","0","147","422","327","423","369","273","294","0","147"
"0500000US27123","Ramsey County, Minnesota","37892","875","18122","586","966","548","2629","961","3241","934","1488","942","5510","1139","742","478","2455","833","1091","616","19770","596","1497","762","2369","874","2616","863","1869","722","6224","1533","1562","685","2277","720","1356","741"
"0500000US27163","Washington County, Minnesota","7922","460","3846","517","486","449","342","269","404","325","607","449","781","440","118","151","348","277","760","355","4076","445","386","353","327","361","110","186","0","147","1111","611","171","193","838","484","1133","801"
"0500000US28033","DeSoto County, Mississippi","31477","797","13519","632","294","259","724","367","3570","925","1014","632","3344","982","1510","698","2341","827","722","610","17958","335","349","284","1453","552","3534","1039","632","467","4468","1230","2342","1247","3462","1030","1718","759"
"0500000US28035","Forrest County, Mississippi","14622","951","6622","583","325","370","2278","1085","1453","831","510","511","1181","592","585","568","143","146","147","187","8000","608","481","278","1404","955","1205","567","531","420","1285","715","1534","750","668","468","892","646"
"0500000US28047","Harrison County, Mississippi","31554","1184","13975","844","399","384","1323","712","3972","1209","1477","649","3515","1361","1264","715","1111","606","914","672","17579","797","683","482","999","532","4649","1407","1638","790","5043","1306","1800","868","1608","745","1159","611"
"0500000US28049","Hinds County, Mississippi","107586","691","47336","419","1719","770","3906","868","14236","1826","2302","817","13808","2185","3714","1452","5622","1247","2029","729","60250","560","2303","808","4403","1120","9750","1868","2703","791","16105","1952","7446","1278","11060","2055","6480","1520"
"0500000US28059","Jackson County, Mississippi","19491","703","8191","477","63","89","596","427","2358","650","265","313","2706","859","1449","582","643","507","111","122","11300","560","276","321","1220","623","2761","1115","436","289","3359","964","1654","727","1191","729","403","272"
"0500000US28067","Jones County, Mississippi","12646","944","5778","614","598","679","649","488","1696","811","216","290","1175","584","771","516","392","424","281","385","6868","635","912","684","804","629","2080","755","186","213","891","574","632","478","927","685","436","355"
"0500000US28075","Lauderdale County, Mississippi","21073","1080","9228","504","579","288","1377","841","2954","860","290","253","1617","945","1204","731","994","605","213","255","11845","791","746","288","1890","781","2417","1022","203","243","3153","915","1632","815","1064","810","740","537"
"0500000US28081","Lee County, Mississippi","14595","1234","6011","603","148","161","967","440","2005","704","298","269","822","428","671","474","983","598","117","141","8584","809","207","236","1943","611","941","405","146","178","2992","1056","936","454","731","495","688","398"
"0500000US28089","Madison County, Mississippi","24797","578","10664","585","243","243","707","404","2637","753","238","232","2730","737","995","591","1819","894","1295","609","14133","76","305","312","1121","648","2357","931","196","272","2789","950","2452","862","2022","839","2891","854"
"0500000US28121","Rankin County, Mississippi","21315","834","9735","782","1017","788","1915","769","2573","1036","939","518","1430","524","466","464","595","466","800","518","11580","195","240","221","990","676","1889","879","396","268","3532","1129","874","644","1160","668","2499","1178"
"0500000US29019","Boone County, Missouri","8351","1007","3612","601","144","231","483","438","1061","658","0","190","1149","722","0","190","403","381","372","363","4739","764","178","218","329","334","611","408","220","292","1570","820","524","408","1026","599","281","248"
"0500000US29047","Clay County, Missouri","9600","929","4833","524","0","190","563","435","1428","752","70","119","760","481","78","132","1443","565","491","309","4767","823","29","40","255","386","919","633","0","190","1542","672","703","509","1051","713","268","227"
"0500000US29077","Greene County, Missouri","5237","562","3004","329","0","190","263","185","865","435","164","160","1088","645","244","227","324","251","56","94","2233","542","54","83","184","213","220","350","25","50","1116","570","0","190","397","370","237","218"
"0500000US29095","Jackson County, Missouri","103858","1220","45810","747","922","489","5391","1143","15295","2170","3208","910","11428","1668","2367","722","4953","1376","2246","689","58048","872","1761","736","4110","1165","17315","2114","1660","759","19351","1784","4286","1001","6714","1275","2851","962"
"0500000US29183","St. Charles County, Missouri","11927","708","5923","558","0","190","0","190","1438","642","537","523","1552","618","296","260","1125","625","975","538","6004","565","0","190","216","212","909","544","223","273","1435","652","665","340","1519","652","1037","485"
"0500000US29189","St. Louis County, Missouri","153871","1333","64090","756","1258","643","6394","1718","17780","2349","2520","704","19423","2387","5648","1382","7305","1852","3762","1121","89781","1061","2891","974","7334","1676","20315","2758","1806","627","26608","2770","10232","2164","10519","1952","10076","1928"
"0500000US29510","St. Louis city, Missouri","90214","1111","39815","440","1141","457","6086","1494","13262","1942","2298","772","9644","1381","2354","799","3197","1116","1833","707","50399","930","1632","841","7014","1470","12981","1924","1722","549","14843","1678","4082","1337","4598","1135","3527","862"
"0500000US31055","Douglas County, Nebraska","36694","822","16511","728","330","278","1407","587","5931","964","728","264","3884","1007","1298","556","1908","822","1025","477","20183","381","563","289","1630","599","5416","998","532","331","5377","996","2485","784","2152","701","2028","696"
"0500000US31109","Lancaster County, Nebraska","7465","706","4809","546","96","131","332","215","346","223","86","123","1730","711","162","168","966","572","1091","475","2656","406","92","156","165","173","472","444","325","256","67","85","716","502","372","322","447","362"
"0500000US31153","Sarpy County, Nebraska","4151","399","2570","362","0","161","81","136","683","459","62","109","707","320","212","207","497","280","328","204","1581","290","164","198","134","154","320","257","42","76","356","287","30","52","267","216","268","222"
"0500000US32003","Clark County, Nevada","171662","3328","81859","1991","2710","1007","6578","1725","23495","2458","3921","988","23737","2558","7312","1478","9915","1938","4191","944","89803","2157","3759","874","7056","1288","27554","3592","4499","1310","25400","2657","7244","1467","8585","1773","5706","1415"
"0500000US32031","Washoe County, Nevada","8102","1192","4884","821","117","154","531","504","1338","820","236","183","914","414","596","486","731","364","421","264","3218","856","16","30","58","92","904","667","181","243","1160","643","345","215","262","270","292","286"
"0500000US33011","Hillsborough County, New Hampshire","8033","1311","4646","913","214","174","488","415","931","565","542","577","1226","668","346","341","211","178","688","588","3387","829","232","275","321","381","958","524","245","273","877","500","44","78","557","352","153","204"
"0500000US34001","Atlantic County, New Jersey","24719","1434","11315","864","535","370","1665","703","4075","1324","577","370","3084","1170","704","466","357","278","318","240","13404","965","88","121","1978","851","3002","885","426","249","4113","1249","1211","662","1608","628","978","570"
"0500000US34003","Bergen County, New Jersey","39481","1865","18120","957","331","312","836","482","4754","1206","857","606","4724","1040","919","518","3987","1315","1712","648","21361","1242","699","432","661","371","4597","1295","608","386","3698","1116","1845","748","5434","1352","3819","813"
"0500000US34005","Burlington County, New Jersey","52219","1257","25189","809","1078","552","1494","1002","8156","1349","1315","494","6991","1408","1258","567","2852","930","2045","660","27030","875","431","323","936","368","5913","1251","743","345","7598","1450","2345","677","5976","1083","3088","807"
"0500000US34007","Camden County, New Jersey","64500","1212","28349","899","1144","721","2980","918","8866","1483","1005","538","7299","1607","2545","1098","3315","990","1195","624","36151","767","891","475","3851","1396","8569","1771","1003","484","9019","1560","3578","1321","5522","1229","3718","1114"
"0500000US34011","Cumberland County, New Jersey","19468","1270","11502","885","502","364","2329","612","3901","1002","1295","474","2272","649","407","305","322","218","474","436","7966","618","432","373","815","486","2084","650","312","261","1557","598","890","566","1075","478","801","605"
"0500000US34013","Essex County, New Jersey","211858","2910","93252","1442","3813","1170","7199","1464","32189","2767","5078","1140","20121","2578","5889","1673","12542","1792","6421","1373","118606","1907","5893","1453","8036","1360","36904","2984","3064","963","27505","2669","9270","1924","19269","2387","8665","1433"
"0500000US34015","Gloucester County, New Jersey","19763","749","8522","473","328","307","404","345","2321","873","963","879","2315","925","289","347","1549","671","353","305","11241","535","362","294","453","403","3129","1085","870","704","2309","940","663","359","2028","1076","1427","936"
"0500000US34017","Hudson County, New Jersey","56234","2418","26102","1137","2126","947","1341","621","7271","1347","585","347","3742","1128","1038","556","7087","1630","2912","969","30132","1605","1771","790","2404","987","8228","1594","373","293","4286","1066","1643","579","7688","1528","3739","930"
"0500000US34021","Mercer County, New Jersey","49815","1849","23036","1621","1426","884","5000","1318","7716","1696","759","531","4461","1500","355","362","1991","1042","1328","606","26779","611","1074","625","2956","1000","8259","1764","334","327","7241","1370","1476","710","3054","1004","2385","917"
"0500000US34023","Middlesex County, New Jersey","55644","1611","25740","874","1142","670","646","401","6633","1550","1348","492","6466","1268","1978","777","5180","1338","2347","795","29904","1062","920","514","1730","775","5960","1397","448","387","5801","1166","2431","814","8352","1650","4262","1297"
"0500000US34025","Monmouth County, New Jersey","31176","1419","14579","908","459","384","1154","643","4905","1194","382","266","3663","940","1346","710","2208","899","462","364","16597","776","447","326","1717","588","5058","959","558","399","3831","890","1520","609","2289","732","1177","517"
"0500000US34027","Morris County, New Jersey","11373","801","5540","528","498","443","278","244","925","631","248","228","487","330","276","309","1035","565","1793","732","5833","455","311","271","338","281","1254","618","468","442","591","375","770","471","988","508","1113","589"
"0500000US34029","Ocean County, New Jersey","13361","1231","6375","805","294","299","553","419","1299","607","413","328","1832","781","864","501","700","447","420","297","6986","808","505","341","538","437","2397","736","124","129","1509","871","524","368","864","462","525","392"
"0500000US34031","Passaic County, New Jersey","36924","1320","15868","937","1004","545","1148","507","7796","1568","768","628","3270","1359","317","331","1071","664","494","497","21056","576","806","417","2572","790","8078","1425","597","349","5200","1274","778","375","2011","1043","1014","479"
"0500000US34033","Salem County, New Jersey","5978","393","2703","247","19","29","215","196","1136","303","44","54","419","327","392","380","408","299","70","84","3275","296","54","93","161","165","1398","473","100","122","549","286","367","281","630","411","16","33"
"0500000US34035","Somerset County, New Jersey","22830","1220","10002","419","205","254","417","608","1547","802","73","116","2105","1067","1250","752","2469","915","1936","902","12828","1076","297","298","761","1047","2205","977","342","400","2621","1263","862","755","2723","1069","3017","1044"
"0500000US34039","Union County, New Jersey","81783","1976","36204","1021","1621","823","1893","802","10770","1856","1084","565","7791","1690","3069","1210","6935","1753","3041","995","45579","1331","1846","845","2193","912","11417","1882","708","549","12266","1531","3066","892","9240","1921","4843","1190"
"0500000US35001","Bernalillo County, New Mexico","13114","1144","7194","685","31","55","375","328","1218","465","203","180","3190","767","491","305","830","361","856","505","5920","804","292","374","136","163","1333","510","119","196","1332","602","1272","569","636","370","800","515"
"0500000US36001","Albany County, New York","23298","1429","10554","942","245","243","977","519","2101","988","1314","608","2162","770","1063","534","1689","764","1003","582","12744","899","517","286","1670","706","3708","1273","1439","597","2637","844","854","460","1112","569","807","404"
"0500000US36005","Bronx County, New York","335208","6866","149569","4129","11240","2426","17709","2665","42083","3818","11798","2158","27529","3190","11881","2108","18025","2580","9304","1996","185639","4088","13572","1619","25102","2953","40840","3591","8478","1447","36032","3752","18810","2441","28425","2834","14380","2525"
"0500000US36007","Broome County, New York","6537","755","2907","577","103","125","637","496","763","397","0","201","701","415","520","375","103","189","80","122","3630","602","81","97","570","457","844","413","0","201","1148","588","361","372","303","250","323","242"
"0500000US36027","Dutchess County, New York","22024","1086","11781","813","232","219","1156","399","2252","731","2189","761","2260","723","1073","570","1045","543","1574","637","10243","680","142","147","661","521","1683","646","165","191","2195","779","1206","646","2095","869","2096","727"
"0500000US36029","Erie County, New York","76517","1209","34044","656","2027","955","5020","1306","7572","1506","2802","875","7128","1382","2173","683","4735","1535","2587","861","42473","1118","2430","769","4835","1078","8551","1484","2468","851","8867","1809","6077","1525","6735","1400","2510","843"
"0500000US36047","Kings County, New York","575847","5267","240296","2895","12987","1870","22346","2436","75749","4485","15425","2220","43184","3412","18935","2146","34113","2553","17557","2098","335551","3017","17687","2575","31137","2954","91806","4743","15735","2064","59869","3901","26515","2708","57497","3298","35305","2897"
"0500000US36055","Monroe County, New York","68081","1916","30029","1251","1640","490","4961","1026","6430","1176","3198","1055","7108","1388","2359","951","2681","895","1652","663","38052","943","1371","496","6657","1346","8177","1451","1582","655","9314","1746","5515","1255","2404","799","3032","872"
"0500000US36059","Nassau County, New York","110837","2194","50754","1212","1409","490","2333","915","11559","2094","2517","759","10507","1582","6248","1321","10994","1851","5187","1300","60083","1420","1546","730","3152","999","13140","1798","1435","549","12203","2253","6946","1517","11712","2019","9949","1407"
"0500000US36061","New York County, New York","173772","5669","79620","2941","4224","1570","10527","2080","20810","3189","5883","1650","11968","1783","3278","930","14136","2777","8794","2096","94152","3958","9508","1885","8258","1396","19547","3180","5447","1416","16857","2518","7553","1724","15846","2692","11136","1715"
"0500000US36063","Niagara County, New York","9260","544","4079","329","344","324","816","390","692","407","427","253","1229","446","194","152","336","231","41","68","5181","415","0","201","451","211","1667","604","267","196","1102","472","963","489","396","286","335","265"
"0500000US36065","Oneida County, New York","9063","849","5453","697","354","262","1662","714","1731","703","254","222","885","398","239","246","285","329","43","75","3610","394","116","121","888","432","1262","477","53","91","813","370","288","245","33","57","157","175"
"0500000US36067","Onondaga County, New York","31523","1070","13875","602","1168","636","2435","683","3997","936","1201","517","2471","887","1163","575","700","444","740","343","17648","699","1280","568","3272","985","4553","1125","1060","604","3086","905","2124","778","1354","499","919","413"
"0500000US36071","Orange County, New York","28020","1389","13576","713","441","351","1344","665","4140","940","1481","646","2552","655","1138","486","1433","721","1047","495","14444","992","136","161","2058","781","2765","1002","439","440","2954","895","1954","763","2863","903","1275","541"
"0500000US36081","Queens County, New York","297007","3388","131002","2269","6653","1247","10537","1620","35876","2953","6495","1319","34500","3250","10834","1618","18454","2086","7653","1234","166005","2203","9133","1558","11765","1962","38776","3044","8230","1177","34546","3195","14045","2232","29633","2916","19877","2136"
"0500000US36083","Rensselaer County, New York","6722","895","3464","681","40","75","775","577","677","354","625","514","551","336","501","421","134","163","161","189","3258","522","66","60","442","285","970","446","226","173","826","394","341","234","110","113","277","200"
"0500000US36085","Richmond County, New York","31140","1362","14540","713","705","414","1870","852","3296","1112","1086","557","3343","952","911","545","2732","833","597","392","16600","1101","1566","595","1164","625","2824","760","755","501","4385","920","1264","520","2792","878","1850","636"
"0500000US36087","Rockland County, New York","26502","1381","12618","745","659","351","482","329","2966","1048","865","446","2437","858","1490","629","2880","1031","839","424","13884","946","807","520","715","421","2270","1089","606","469","3103","1162","1397","554","2506","744","2480","813"
"0500000US36093","Schenectady County, New York","8784","1298","4323","970","190","240","210","242","1068","724","662","533","1509","853","137","265","472","390","75","130","4461","935","320","327","412","374","1142","671","119","163","1005","625","650","514","390","272","423","427"
"0500000US36103","Suffolk County, New York","75886","1845","35331","1134","1509","705","3030","874","12332","1596","1257","457","7111","1386","3270","950","4077","1026","2745","833","40555","1060","1168","503","3941","1299","12171","2121","1175","627","7211","1460","4027","1199","5945","1357","4917","1266"
"0500000US36111","Ulster County, New York","7380","586","4681","362","47","84","676","392","1362","606","1041","466","974","437","153","145","397","291","31","57","2699","442","19","37","607","350","756","401","0","201","402","325","213","254","530","336","172","208"
"0500000US36119","Westchester County, New York","99938","2348","44719","1301","1316","637","5955","1151","8522","1807","2487","916","9758","1798","3590","962","7259","1633","5832","1021","55219","1697","3021","947","4846","1309","10012","1810","1562","701","11199","1752","5635","1353","10596","1736","8348","1349"
"0500000US37001","Alamance County, North Carolina","21941","618","9846","225","125","111","1099","526","1782","682","791","576","3311","893","551","296","1573","727","614","505","12095","554","433","303","806","534","3373","1059","692","508","3223","819","1399","546","1631","805","538","426"
"0500000US37019","Brunswick County, North Carolina","9861","892","4372","395","32","63","111","122","1363","733","162","186","669","370","1252","807","693","463","90","136","5489","736","0","210","502","444","1643","615","59","87","930","570","1298","659","450","377","607","492"
"0500000US37021","Buncombe County, North Carolina","10745","584","5176","368","139","197","330","258","1932","735","385","417","1158","608","868","794","212","208","152","171","5569","388","27","48","795","515","1711","613","208","219","1812","454","388","241","486","418","142","174"
"0500000US37025","Cabarrus County, North Carolina","24909","646","11293","254","447","519","751","470","3526","1418","787","709","2108","949","879","671","1569","796","1226","677","13616","622","520","454","927","583","2185","961","878","627","3536","1024","1631","753","2123","876","1816","761"
"0500000US37035","Catawba County, North Carolina","9052","424","4303","334","343","328","487","372","1581","658","343","306","882","533","407","393","157","163","103","126","4749","303","0","210","937","530","943","567","276","233","663","289","925","529","499","380","506","435"
"0500000US37037","Chatham County, North Carolina","6083","709","3218","482","354","501","441","425","1391","622","0","210","0","210","361","312","360","424","311","251","2865","475","139","142","149","169","1305","526","44","74","393","326","189","234","430","330","216","198"
"0500000US37045","Cleveland County, North Carolina","13439","831","5606","534","732","805","1085","777","1270","561","543","647","1245","750","135","152","473","463","123","152","7833","607","224","320","895","606","2520","906","288","244","1816","654","1154","550","882","576","54","95"
"0500000US37049","Craven County, North Carolina","15482","809","7080","557","194","309","357","275","2761","547","227","217","1873","820","850","580","678","565","140","186","8402","396","127","220","1028","634","2474","861","48","74","1671","840","612","390","1415","831","1027","723"
"0500000US37051","Cumberland County, North Carolina","78896","971","35068","750","894","397","2512","657","9647","1442","1245","438","10674","1472","2844","728","5007","1158","2245","730","43828","596","623","312","2889","759","8669","1341","780","306","12151","1313","4964","1062","8967","1496","4785","1035"
"0500000US37063","Durham County, North Carolina","76209","1528","33491","772","721","415","1982","780","9495","1564","2186","929","7247","1775","1777","825","6653","1530","3430","1012","42718","943","431","310","2895","957","8359","2000","1810","1017","7705","1836","5833","1722","7793","1404","7892","1454"
"0500000US37067","Forsyth County, North Carolina","62695","1710","26888","1075","1404","731","3804","1200","9678","1710","358","250","6695","1404","1197","510","2420","779","1332","465","35807","949","991","607","2739","971","11218","2101","603","359","7967","1393","3752","1296","5975","1403","2562","766"
"0500000US37069","Franklin County, North Carolina","12607","861","5791","456","437","292","470","362","2014","722","661","520","1101","612","343","290","208","258","557","403","6816","650","379","306","1231","816","1619","887","348","414","1923","924","214","175","806","426","296","246"
