"GEO_ID","NAME","B15002I_001E","B15002I_001M","B15002I_002E","B15002I_002M","B15002I_003E","B15002I_003M","B15002I_004E","B15002I_004M","B15002I_005E","B15002I_005M","B15002I_006E","B15002I_006M","B15002I_007E","B15002I_007M","B15002I_008E","B15002I_008M","B15002I_009E","B15002I_009M","B15002I_010E","B15002I_010M","B15002I_011E","B15002I_011M","B15002I_012E","B15002I_012M","B15002I_013E","B15002I_013M","B15002I_014E","B15002I_014M","B15002I_015E","B15002I_015M","B15002I_016E","B15002I_016M","B15002I_017E","B15002I_017M","B15002I_018E","B15002I_018M","B15002I_019E","B15002I_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US01003","Baldwin County, Alabama","5668","517","2982","608","510","522","0","201","780","553","0","201","437","427","236","268","427","388","592","524","2686","504","206","330","430","398","675","502","129","206","659","339","45","76","269","256","273","196"
"0500000US01069","Houston County, Alabama","1749","203","983","85","269","150","81","77","98","94","146","94","185","135","13","22","159","118","32","37","766","202","120","148","147","158","108","71","51","66","126","131","44","45","126","95","44","54"
"0500000US01073","Jefferson County, Alabama","12632","*****","6862","*****","2064","879","731","367","2080","910","96","128","584","375","430","355","613","344","264","249","5770","*****","1220","691","473","355","1289","590","0","201","603","331","572","456","988","494","625","427"
"0500000US01089","Madison County, Alabama","10241","304","4927","481","813","570","469","389","1425","677","163","178","353","246","151","209","1360","950","193","183","5314","569","425","299","535","454","1195","681","286","308","699","482","414","285","1165","614","595","441"
"0500000US01095","Marshall County, Alabama","5685","517","3009","289","1061","473","671","594","519","508","130","191","84","79","0","201","374","293","170","167","2676","356","684","362","439","427","706","370","63","95","387","283","213","196","179","257","5","9"
"0500000US01101","Montgomery County, Alabama","3496","278","1635","231","278","212","230","253","224","170","126","123","258","201","0","201","292","212","227","155","1861","197","623","256","0","201","112","129","17","32","170","179","304","295","364","310","271","139"
"0500000US01117","Shelby County, Alabama","8768","1393","4374","1392","103","118","773","592","336","417","130","208","1706","1648","0","201","1155","980","171","163","4394","288","998","813","538","415","191","316","134","203","857","671","1020","844","389","302","267","312"
"0500000US02020","Anchorage Municipality, Alaska","14143","*****","7121","*****","759","568","213","208","1530","625","845","559","1060","526","685","414","1495","653","534","389","7022","*****","300","267","797","601","1314","538","39","60","1800","783","461","332","1708","600","603","378"
"0500000US02170","Matanuska-Susitna Borough, Alaska","2675","217","1412","216","20","37","251","191","455","300","126","123","218","140","107","134","195","178","40","65","1263","113","188","169","30","39","455","255","159","153","355","196","11","21","55","54","10","19"
"0500000US04003","Cochise County, Arizona","26405","*****","12951","*****","1578","650","1257","639","3299","815","867","340","3264","757","1034","511","1096","577","556","313","13454","*****","2113","681","1936","859","2522","645","539","376","3107","825","1584","727","1431","672","222","213"
"0500000US04005","Coconino County, Arizona","9559","225","5315","*****","629","618","716","439","1809","748","77","140","1297","619","101","173","323","273","363","327","4244","225","846","517","419","261","630","367","55","108","1287","562","116","143","511","333","380","280"
"0500000US04013","Maricopa County, Arizona","746817","*****","369471","*****","61736","4516","51575","3785","89250","6109","18765","2711","73267","4489","26720","3047","33796","3032","14362","1658","377346","*****","58884","3936","51831","4351","87306","4895","16364","2443","80967","4629","24629","2340","42478","3970","14887","1896"
"0500000US04015","Mohave County, Arizona","21359","905","11549","706","1729","712","1896","964","3331","1060","564","405","1828","952","618","489","1322","841","261","231","9810","412","758","554","1004","680","3456","1081","268","259","3225","899","433","329","398","311","268","294"
"0500000US04017","Navajo County, Arizona","7416","500","4301","334","474","356","897","475","590","302","860","333","1171","527","37","86","232","209","40","70","3115","342","323","325","294","213","891","413","0","211","1049","567","285","289","150","128","123","128"
"0500000US04019","Pima County, Arizona","220305","*****","105278","*****","9338","1415","15529","1846","24460","2867","7107","1165","25908","2827","8043","1805","10498","1802","4395","1165","115027","*****","12675","1882","15440","1962","25629","2698","5839","1392","27490","2389","8055","1237","13241","2076","6658","1394"
"0500000US04021","Pinal County, Arizona","78666","*****","43302","*****","6137","1269","7093","1153","11986","2101","3391","1206","8313","1818","2966","1074","2344","1160","1072","726","35364","*****","4877","1159","3782","1171","8148","1696","2778","1130","8217","1620","3757","1229","2643","1129","1162","732"
"0500000US04025","Yavapai County, Arizona","18931","853","9887","619","978","687","2722","1144","2235","936","581","485","1978","653","830","496","381","307","182","182","9044","555","764","617","2283","1022","2145","914","73","126","2166","993","419","313","848","493","346","267"
"0500000US04027","Yuma County, Arizona","76379","*****","37888","*****","7090","1320","6324","1627","8375","1552","2211","844","6611","1555","2125","806","3938","1284","1214","521","38491","*****","7756","1258","5598","1373","6248","1283","2085","739","8637","1395","3925","1230","3318","1038","924","484"
"0500000US05007","Benton County, Arkansas","23936","*****","12410","*****","4228","931","1668","653","2977","787","645","372","401","272","450","314","990","652","1051","711","11526","*****","2850","719","1519","649","3196","881","456","301","891","481","976","501","1300","585","338","275"
"0500000US05119","Pulaski County, Arkansas","13097","953","7249","630","1555","617","988","882","1877","848","199","235","1213","791","391","316","620","410","406","414","5848","610","1263","682","614","437","1915","944","62","87","404","308","623","576","775","507","192","183"
"0500000US05143","Washington County, Arkansas","19526","*****","10080","*****","2920","958","1575","795","2007","994","0","201","1884","813","231","282","621","460","842","600","9446","*****","2595","907","1813","751","698","495","338","383","2358","941","606","453","966","632","72","100"
"0500000US06001","Alameda County, California","223953","*****","113100","*****","14478","1631","18421","2479","33590","3102","3103","804","19429","2390","4602","1159","12699","1562","6778","1250","110853","*****","14628","1954","15921","2014","28517","2526","2229","646","19373","1915","6424","1436","16694","2291","7067","1035"
"0500000US06007","Butte County, California","20110","*****","10388","*****","1465","650","1046","561","3101","924","374","322","2729","702","417","361","1087","525","169","187","9722","*****","1354","592","314","220","2539","795","86","109","2763","706","1285","668","742","425","639","416"
"0500000US06013","Contra Costa County, California","172937","*****","85617","*****","14660","2189","10516","1706","19414","2540","3359","950","17910","1863","6269","1750","9640","1737","3849","992","87320","*****","14728","2565","8110","1620","19417","2575","2145","789","18109","1841","6180","1323","13249","2268","5382","1241"
"0500000US06017","El Dorado County, California","14316","1031","6833","599","729","563","783","622","917","645","109","180","1567","671","914","593","1235","853","579","363","7483","604","277","266","1048","522","1708","815","383","382","1305","641","1168","625","1411","540","183","194"
"0500000US06019","Fresno County, California","289044","*****","145285","*****","35465","2651","22471","2734","32454","2718","5583","1436","29083","3163","8914","1732","8020","1699","3295","941","143759","*****","31792","2534","16600","2327","28810","2555","3812","970","30029","2513","12997","1859","14413","2279","5306","1139"
"0500000US06023","Humboldt County, California","7421","380","3734","268","653","500","145","151","687","467","0","211","1085","543","141","173","889","440","134","149","3687","310","908","771","361","288","740","520","0","211","1049","666","323","281","270","233","36","60"
"0500000US06025","Imperial County, California","90452","*****","44262","*****","6558","1530","8505","1677","11831","2381","1714","473","9412","1715","2293","785","2731","1210","1218","708","46190","*****","9171","1691","7280","1795","7661","1594","1745","734","10202","1804","3625","1321","5085","1426","1421","777"
"0500000US06029","Kern County, California","256866","*****","134604","*****","32463","2659","25042","2903","35882","3308","5454","1402","20195","2482","6482","2012","6122","1792","2964","1100","122262","*****","29762","2760","20489","3234","27109","2841","2788","795","24189","2951","8776","1856","7094","1682","2055","700"
"0500000US06031","Kings County, California","45778","*****","25654","*****","6215","1109","5926","1114","4945","1192","1408","590","4053","890","2021","812","941","492","145","146","20124","*****","4779","1010","3128","856","3832","926","279","186","4929","1140","1699","596","1398","696","80","79"
"0500000US06037","Los Angeles County, California","3008681","*****","1481465","*****","342632","9072","224553","6945","362490","9263","39463","3548","257441","8871","82449","3891","127358","5859","45079","3437","1527216","*****","364702","8393","204974","6674","348800","7994","28645","2493","276246","7555","88293","4547","151029","6632","64527","3697"
"0500000US06039","Madera County, California","49348","*****","24338","*****","8759","1330","3770","1118","3974","1164","710","499","4775","1117","349","293","1049","696","952","792","25010","*****","9290","1430","3742","1071","4083","1175","435","264","2574","840","1953","929","2158","1025","775","591"
"0500000US06041","Marin County, California","24609","594","13064","594","2577","857","1621","626","3009","1136","115","106","2090","630","1011","507","1291","559","1350","653","11545","*****","2467","993","890","437","1637","788","236","298","1524","627","1010","506","2945","958","836","418"
"0500000US06045","Mendocino County, California","11275","635","6209","567","1220","601","386","380","1416","611","129","149","1859","886","502","510","697","562","0","211","5066","212","999","614","238","269","1348","680","493","394","1013","409","503","345","374","265","98","124"
"0500000US06047","Merced County, California","87458","*****","44364","*****","12769","1583","9051","1440","9431","1662","1243","611","9044","1634","1177","642","1276","522","373","291","43094","*****","11483","1855","5950","1186","9334","1946","1538","796","8745","1775","2058","609","2885","822","1101","651"
"0500000US06053","Monterey County, California","141745","*****","73739","*****","24058","2576","12502","1772","13899","1805","3147","1085","10636","1826","4916","1165","3261","927","1320","642","68006","*****","23430","2257","7675","1621","13976","1836","3561","1085","8359","1379","4318","1189","5535","1269","1152","452"
"0500000US06055","Napa County, California","27558","*****","14285","*****","4355","1105","1538","752","3443","1049","287","229","2097","700","1179","441","1168","489","218","186","13273","*****","4390","914","1502","723","2320","726","182","180","1817","755","711","449","1740","688","611","360"
"0500000US06059","Orange County, California","633623","*****","314157","*****","59692","3891","44990","3673","73815","5169","7433","1269","62067","4662","17323","2347","36004","3102","12833","1814","319466","*****","64635","4878","41061","3227","67891","3882","7586","1664","66461","4215","21154","2242","36701","3291","13977","1735"
"0500000US06061","Placer County, California","32408","*****","15975","*****","1278","683","1505","752","3523","954","227","148","5058","1003","1072","521","2533","805","779","372","16433","*****","759","419","1022","405","3472","981","343","303","4465","1091","1429","597","3798","1039","1145","467"
"0500000US06065","Riverside County, California","686180","*****","341827","*****","58484","4193","46530","4087","112600","5662","10651","1668","61787","4386","18824","2745","23774","2536","9177","1511","344353","*****","61986","3734","37636","3415","103442","5332","8032","1439","67455","4162","23943","2585","28735","2646","13124","1820"
"0500000US06067","Sacramento County, California","203042","*****","100647","*****","15663","2130","11250","2000","20934","2305","3742","1004","26408","2400","7404","1277","11311","1894","3935","1090","102395","*****","15429","2125","7827","1363","24588","2856","3364","941","22443","2322","9276","1620","14476","2141","4992","1135"
"0500000US06071","San Bernardino County, California","662495","*****","327475","*****","51454","3872","51935","4181","86571","4298","14534","2217","65868","3711","21714","2468","25425","3016","9974","1875","335020","*****","56700","3536","49117","3707","81587","4449","7848","1326","70237","4416","26138","3136","31086","3606","12307","2210"
"0500000US06073","San Diego County, California","664897","*****","322837","*****","51205","3927","42376","3746","74466","5747","9133","1510","69097","5116","20732","2704","38894","4212","16934","2816","342060","*****","61542","4044","41574","3470","67632","4543","8601","1609","71408","4367","25364","3058","46022","4124","19917","2165"
"0500000US06075","San Francisco County, California","94406","*****","50271","*****","3774","1244","4377","1233","8416","1866","3489","1143","8748","1785","2989","1016","12916","1640","5562","1254","44135","*****","4837","1282","2551","821","6571","1517","2000","827","9093","1645","1840","767","10338","1341","6905","1409"
"0500000US06077","San Joaquin County, California","170373","*****","86227","*****","21279","2721","11431","1738","28093","2432","3092","839","13277","1647","3492","900","4454","1111","1109","549","84146","*****","15996","2133","8181","1321","26748","2868","3343","863","12299","1734","6787","1234","7826","1601","2966","1106"
"0500000US06079","San Luis Obispo County, California","35553","*****","18674","*****","4276","1408","1534","722","5417","1147","643","379","2768","964","1482","871","1794","754","760","493","16879","*****","3284","976","1474","892","3312","974","202","160","4704","1012","1366","547","1801","693","736","336"
"0500000US06081","San Mateo County, California","115508","*****","57472","*****","10548","2164","7716","1651","11612","1611","1095","504","11603","1943","2407","766","8445","1390","4046","1118","58036","*****","8778","1574","5730","1550","11751","1678","1292","603","12324","1938","3465","1039","10365","1748","4331","894"
"0500000US06083","Santa Barbara County, California","108899","*****","55810","*****","14685","1958","8335","1609","13353","1579","2475","832","8778","1591","2322","859","3818","1085","2044","604","53089","*****","14439","1736","6386","1243","10037","1709","1900","701","10115","1615","4117","1221","4116","1000","1979","768"
"0500000US06085","Santa Clara County, California","287888","*****","145217","*****","22826","3012","18756","2266","35544","3011","5163","1331","28318","3538","9513","1917","16783","2203","8314","1538","142671","*****","23874","2555","15923","1999","32164","2890","4323","1296","25807","2398","11597","1870","19536","1823","9447","1503"
"0500000US06087","Santa Cruz County, California","50368","*****","25422","*****","7891","1555","2387","1030","4361","1584","1523","703","5561","1350","1189","645","1557","641","953","491","24946","*****","8959","1294","2334","1115","2901","1042","808","568","5146","1293","2059","899","1690","578","1049","507"
"0500000US06089","Shasta County, California","10031","641","4868","456","478","338","1342","569","1006","418","246","197","958","399","452","299","369","241","17","30","5163","355","441","403","596","468","1176","516","108","128","1417","496","756","462","152","136","517","360"
"0500000US06095","Solano County, California","68176","*****","34598","*****","6082","1094","4318","1218","8487","1353","1830","779","8675","1449","2291","631","2177","681","738","406","33578","*****","4681","1112","3426","1097","8090","1539","1183","566","8051","1644","3042","849","3602","1094","1503","557"
"0500000US06097","Sonoma County, California","77084","*****","39984","*****","10744","2092","4699","1208","8237","1791","1197","586","8933","1672","2414","831","2575","914","1185","771","37100","*****","9493","2087","3119","1129","7157","1678","1596","760","8815","1748","1897","666","2368","880","2655","935"
"0500000US06099","Stanislaus County, California","139383","*****","70039","*****","13076","1979","10071","1779","23411","2306","3022","1009","12220","1592","4306","1421","2874","962","1059","667","69344","*****","12927","1741","8923","1714","18347","2025","3246","1374","15354","1901","4471","1069","4722","1530","1354","705"
"0500000US06101","Sutter County, California","16313","*****","8376","*****","1603","504","2198","705","1604","626","65","82","1495","519","676","437","662","483","73","93","7937","*****","2292","993","506","489","1386","569","269","307","2274","740","517","293","242","217","451","438"
"0500000US06107","Tulare County, California","158953","*****","80314","*****","23425","2216","10886","2133","17374","2140","4475","1260","13456","2103","4559","1361","4307","1463","1832","1076","78639","*****","23633","2237","8975","1807","14117","2194","3234","1111","16397","2108","5266","1494","4831","1052","2186","720"
"0500000US06111","Ventura County, California","212680","*****","106227","*****","25375","2672","10344","1882","27702","3160","2918","892","20819","2383","7788","1406","8317","1539","2964","897","106453","*****","23293","2195","11271","1662","22228","2099","2760","1001","21964","2620","9359","1489","10098","1565","5480","1235"
"0500000US06113","Yolo County, California","37632","*****","19052","*****","4019","1274","3355","1192","3885","1203","197","330","4043","1130","520","293","1754","812","1279","585","18580","*****","4208","1120","2687","1010","4217","1343","253","193","2819","887","1378","769","2190","719","828","414"
"0500000US06115","Yuba County, California","11903","477","6269","477","1447","534","1120","604","1648","632","81","131","622","436","405","344","771","956","175","248","5634","*****","1660","471","311","232","1003","524","147","187","1222","592","710","366","458","386","123","186"
"0500000US08001","Adams County, Colorado","112549","*****","57496","*****","10977","1832","9877","2087","13819","2178","4118","1115","8301","1784","3364","1075","4829","1390","2211","1010","55053","*****","9473","1582","9056","1841","14661","2147","3770","1107","9240","2045","3448","1085","4069","1283","1336","668"
"0500000US08005","Arapahoe County, Colorado","68951","*****","34267","*****","4513","1411","4815","1366","10005","2094","2049","718","5222","1168","2135","889","3331","869","2197","1006","34684","*****","3633","892","5269","1307","10170","1598","2236","816","5585","1132","1905","664","3541","909","2345","827"
"0500000US08013","Boulder County, Colorado","23388","*****","11864","*****","1666","751","1522","713","1797","893","846","601","2964","852","128","161","1921","867","1020","512","11524","*****","679","387","1845","816","1307","568","463","364","3230","894","289","319","2563","886","1148","450"
"0500000US08031","Denver County, Colorado","124783","*****","63161","*****","12084","2289","10417","2002","13554","2152","4798","1596","10818","2238","3122","1046","5512","1352","2856","947","61622","*****","12344","2038","10138","1935","10182","1790","3170","847","10750","2169","2746","1057","8664","1575","3628","1150"
"0500000US08035","Douglas County, Colorado","17961","*****","8573","*****","500","481","360","286","1154","399","213","193","1451","477","731","442","2277","694","1887","609","9388","*****","378","339","125","107","1632","462","343","286","1661","666","749","442","3266","673","1234","467"
"0500000US08041","El Paso County, Colorado","65776","*****","32495","*****","1774","843","3665","1192","7663","1494","1779","823","8656","1745","2074","775","4732","1487","2152","712","33281","*****","3064","1166","4199","1126","5331","1410","1329","578","7920","1475","4307","1268","3954","1167","3177","1138"
"0500000US08059","Jefferson County, Colorado","54085","*****","26190","*****","1623","819","3521","1064","6333","1498","2080","1002","6370","1449","1545","582","3148","1014","1570","806","27895","*****","1409","658","3171","1059","4211","1110","1617","587","6080","1180","2822","818","6243","1075","2342","778"
"0500000US08069","Larimer County, Colorado","21285","*****","10830","*****","407","335","1998","743","1768","645","546","332","2363","790","1569","551","771","412","1408","606","10455","*****","255","250","1483","694","2465","864","544","428","1991","717","1095","582","1734","639","888","398"
"0500000US08077","Mesa County, Colorado","11586","732","6003","596","436","398","672","510","2637","906","261","215","1242","550","384","366","203","245","168","186","5583","510","794","765","1148","761","1392","706","275","325","585","516","421","486","711","466","257","263"
"0500000US08101","Pueblo County, Colorado","43766","*****","21244","*****","1069","450","2013","913","6710","1129","1322","537","5438","1080","2128","812","2095","742","469","333","22522","*****","1870","884","1838","829","5384","949","1606","617","6628","1414","2570","897","1920","646","706","230"
"0500000US08123","Weld County, Colorado","50024","*****","25850","*****","4333","1197","4217","992","6315","1239","2405","863","4781","1082","2313","963","957","462","529","320","24174","*****","2497","941","3713","1021","6006","1092","1979","833","5782","1118","1815","767","1622","887","760","379"
"0500000US09001","Fairfield County, Connecticut","113956","*****","56919","*****","11465","2004","6254","1372","16069","2048","2894","892","8069","1793","2311","1055","7227","1335","2630","719","57037","*****","11084","1734","5219","1113","11308","1376","2002","754","10859","1903","5032","1189","8229","1546","3304","923"
"0500000US09003","Hartford County, Connecticut","94180","*****","44693","*****","5908","1590","7541","1381","13357","1963","1824","726","6561","1568","3204","1501","4919","1498","1379","558","49487","*****","5940","1138","5075","962","12363","1681","2054","744","9404","1395","5026","1146","6758","1539","2867","867"
"0500000US09005","Litchfield County, Connecticut","6862","411","3691","402","198","229","380","275","829","449","558","329","810","518","124","205","394","328","398","341","3171","375","95","151","224","230","1062","512","172","200","794","351","133","179","511","417","180","157"
"0500000US09009","New Haven County, Connecticut","89607","*****","42920","*****","5297","1377","6282","1315","14950","1785","1453","635","7151","1577","1148","529","4221","1534","2418","875","46687","*****","5716","1379","4524","1050","15816","1746","1735","726","9634","1364","2140","755","4171","1238","2951","792"
"0500000US09011","New London County, Connecticut","15747","*****","7953","*****","949","497","2192","902","2416","890","562","438","780","429","218","291","671","507","165","190","7794","*****","1128","575","518","424","2217","714","418","275","1517","557","949","512","837","450","210","172"
"0500000US10001","Kent County, Delaware","6602","353","3414","575","314","367","972","646","504","454","57","98","451","346","252","231","520","413","344","259","3188","607","427","349","415","385","84","102","333","434","654","403","359","430","421","527","495","389"
"0500000US10003","New Castle County, Delaware","31506","*****","16220","*****","4307","1181","2298","784","3362","901","808","461","2119","923","1181","731","1182","496","963","317","15286","*****","3794","889","1034","424","4485","804","776","453","1621","587","581","344","2321","773","674","407"
"0500000US10005","Sussex County, Delaware","10494","331","5456","*****","1475","475","693","291","1900","553","176","184","273","260","109","101","587","391","243","223","5038","331","2196","664","405","323","1298","539","99","153","517","360","227","211","0","200","296","257"
"0500000US11001","District of Columbia, District of Columbia","49691","*****","25478","*****","3354","1028","2150","1235","2328","1006","853","627","2366","950","184","197","6069","1148","8174","1323","24213","*****","4740","1481","1118","608","2333","836","468","394","2009","1079","216","205","5452","1718","7877","1496"
"0500000US12001","Alachua County, Florida","14201","803","7142","*****","413","550","0","229","1761","784","0","229","972","564","734","505","2368","786","894","601","7059","803","305","438","94","107","1121","938","431","272","1142","480","238","238","1644","747","2084","720"
"0500000US12005","Bay County, Florida","6836","379","3682","470","45","78","894","601","795","625","0","229","850","403","193","240","572","388","333","316","3154","467","237","201","82","99","1099","789","63","99","441","281","319","287","676","408","237","186"
"0500000US12009","Brevard County, Florida","40452","*****","19324","*****","942","644","1735","802","3816","1443","388","389","2896","936","2287","1515","4080","1431","3180","1212","21128","*****","996","641","1606","971","5504","1654","411","363","4467","1430","1192","537","5086","1555","1866","741"
"0500000US12011","Broward County, Florida","406029","*****","193328","*****","13480","2346","12245","2151","51340","4355","6645","1844","35861","3721","18673","2801","36068","2953","19016","2317","212701","*****","14909","2750","12776","2680","52427","4686","5196","1555","36540","3700","25295","3065","39582","3350","25976","2828"
"0500000US12015","Charlotte County, Florida","8603","846","3595","748","656","548","233","243","513","370","396","395","729","463","632","433","436","314","0","229","5008","606","548","500","653","537","904","672","238","247","1562","780","346","311","470","347","287","316"
"0500000US12019","Clay County, Florida","13123","610","6334","381","318","383","71","123","678","454","1234","818","1189","702","680","506","1610","1027","554","772","6789","523","1287","932","553","634","758","577","385","408","1907","763","753","701","785","525","361","382"
"0500000US12021","Collier County, Florida","64672","*****","33272","*****","8088","2287","5281","1655","8408","2179","1056","606","3485","1233","2145","1330","3223","1081","1586","988","31400","*****","6516","1683","4988","1366","9385","2177","654","463","3340","1270","1975","841","2391","879","2151","925"
"0500000US12031","Duval County, Florida","57790","*****","28789","*****","3901","1773","2110","883","7498","1696","846","428","6220","2079","2131","949","4218","1354","1865","764","29001","*****","2052","872","2847","978","6974","1791","726","428","4742","1380","3671","1213","5670","1473","2319","791"
"0500000US12033","Escambia County, Florida","9794","600","5103","473","156","227","529","496","943","670","340","435","1085","505","341","344","677","544","1032","742","4691","439","0","229","392","247","303","279","239","382","1315","666","518","422","1489","634","435","286"
"0500000US12053","Hernando County, Florida","17414","431","8618","*****","879","554","630","426","2220","965","567","398","2382","843","630","373","1105","614","205","262","8796","432","756","517","466","302","1291","662","328","222","2712","930","1365","606","1401","681","477","305"
"0500000US12055","Highlands County, Florida","12903","454","6705","300","1237","792","689","511","2377","962","550","288","1051","755","506","532","270","210","25","44","6198","299","1036","733","693","455","1285","575","65","83","1245","507","357","365","1333","948","184","197"
"0500000US12057","Hillsborough County, Florida","262026","*****","127301","*****","15728","2427","11745","1765","38330","3243","6133","1481","19433","3001","10069","2107","17001","2039","8862","1332","134725","*****","14219","2456","15074","2622","34294","3408","5842","1280","22960","2589","9585","1508","21697","2222","11054","2184"
"0500000US12061","Indian River County, Florida","12238","1029","5955","618","619","769","1121","748","1167","785","40","79","1026","619","1272","1313","416","554","294","238","6283","897","1457","1012","67","86","1141","641","420","533","1716","1107","713","552","704","416","65","97"
"0500000US12069","Lake County, Florida","34988","*****","17262","*****","1670","877","1366","801","5551","1768","473","406","3108","1040","2170","1022","2480","1233","444","303","17726","*****","902","490","1308","550","4172","1026","1785","1245","2590","1029","2883","1035","3239","1216","847","523"
"0500000US12071","Lee County, Florida","100254","*****","50193","*****","7579","1907","7262","2248","16481","2526","3026","1070","7339","1415","3111","1100","4431","1331","964","545","50061","*****","6421","1736","4507","1452","14261","2134","2003","849","9144","1790","3825","1200","7774","1934","2126","725"
"0500000US12073","Leon County, Florida","9673","513","4702","513","148","171","0","229","976","550","133","169","1021","484","856","561","1141","486","427","274","4971","*****","154","152","349","385","736","474","540","284","275","196","624","451","1229","531","1064","415"
"0500000US12081","Manatee County, Florida","36798","*****","18392","*****","4701","1607","1406","688","5220","1210","590","391","2719","1017","458","395","2437","845","861","460","18406","*****","3178","1153","2099","818","3855","991","953","554","3186","967","1636","720","2562","899","937","646"
"0500000US12083","Marion County, Florida","29549","771","14381","771","1887","914","3911","1046","4197","1082","518","508","2032","960","1122","666","284","366","430","401","15168","*****","1016","673","1912","859","5112","1399","532","521","2579","859","1133","673","2402","826","482","354"
"0500000US12085","Martin County, Florida","13150","751","7252","564","2896","1211","156","187","1034","770","43","81","1284","691","479","398","1152","684","208","244","5898","426","310","338","1172","1032","1015","570","0","229","1223","754","624","552","1235","711","319","346"
"0500000US12086","Miami-Dade County, Florida","1391784","*****","657009","*****","65113","5058","63338","5390","170109","7896","18800","2265","90839","5419","58744","4654","122976","6082","67090","5287","734775","*****","82060","4327","62024","4196","184035","9038","14767","2059","103608","4960","74726","5785","143382","6421","70173","4525"
"0500000US12087","Monroe County, Florida","13245","526","6630","389","1423","546","581","336","2001","754","394","329","426","289","396","259","478","426","931","636","6615","262","1167","557","623","461","1753","596","20","32","1076","480","617","484","997","461","362","303"
"0500000US12091","Okaloosa County, Florida","10837","489","5263","489","864","560","433","312","1102","519","268","286","1039","425","880","454","315","224","362","272","5574","*****","575","419","402","319","934","515","280","270","1162","472","826","502","568","363","827","342"
"0500000US12095","Orange County, Florida","283392","*****","136094","*****","12106","1986","12637","2067","34759","3969","5304","1280","24422","3530","14641","2585","19652","2687","12573","2507","147298","*****","11210","2346","11885","2106","33996","3451","4315","1339","25014","3769","17456","2773","30489","3611","12933","2425"
"0500000US12097","Osceola County, Florida","127021","*****","60989","*****","5455","2194","8131","1991","17858","3138","4498","1748","9986","2126","6627","2427","5952","1741","2482","1413","66032","*****","3404","1299","6266","1713","18407","3092","1138","532","13447","2797","8303","2479","10318","2499","4749","1715"
"0500000US12099","Palm Beach County, Florida","218051","*****","107717","*****","23217","3769","9670","2055","25793","3462","3460","1176","14874","2133","6831","1662","16720","2422","7152","1253","110334","*****","16825","2742","8808","1861","26770","3390","2809","815","16961","2647","10691","1886","18802","2264","8668","1444"
"0500000US12101","Pasco County, Florida","52571","*****","25447","*****","1592","710","3350","1356","6805","1573","1618","909","4733","1092","2290","1025","2793","822","2266","782","27124","*****","1888","776","2808","975","6903","1429","918","690","4591","1143","3065","998","5481","1143","1470","535"
"0500000US12103","Pinellas County, Florida","62039","*****","30085","*****","2376","840","1929","890","8063","1319","1380","630","5296","1300","2499","883","5151","1248","3391","871","31954","*****","3241","1233","1806","767","7043","1473","2059","657","5780","1346","3994","968","5579","1358","2452","793"
"0500000US12105","Polk County, Florida","96445","*****","48375","*****","5380","1417","7497","1725","14163","2372","3116","959","8426","1896","3558","1203","4565","1283","1670","712","48070","*****","6393","1838","7354","2198","10224","1994","1490","592","11583","2472","5383","1711","4178","987","1465","631"
"0500000US12109","St. Johns County, Florida","10588","539","5426","258","937","573","80","137","809","781","106","134","1139","735","299","326","784","559","1272","1107","5162","447","560","726","35","64","1035","739","60","104","1213","710","524","535","995","756","740","359"
"0500000US12111","St. Lucie County, Florida","38404","1000","18497","1000","1520","763","1901","748","3646","1444","1353","796","4603","1181","2018","1132","2903","1030","553","464","19907","*****","2002","889","1571","865","3585","1182","2420","1542","3670","1272","3155","1035","2370","1155","1134","851"
