"GEO_ID","NAME","B20017B_001E","B20017B_001M","B20017B_002E","B20017B_002M","B20017B_003E","B20017B_003M","B20017B_004E","B20017B_004M","B20017B_005E","B20017B_005M","B20017B_006E","B20017B_006M","B20017B_007E","B20017B_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US19049","Dallas County, Iowa","24727","14951","23607","10924","24167","9151","-","**","-","**","-","**","-","**"
"0500000US19061","Dubuque County, Iowa","28046","21375","28231","16425","28946","788","4555","44721","-","**","-","**","-","**"
"0500000US19103","Johnson County, Iowa","19309","1884","18833","1594","19936","12418","8154","4315","21001","4785","21954","12934","20340","8566"
"0500000US19113","Linn County, Iowa","26629","5795","28045","17354","42011","13227","13902","12602","26274","4531","29235","8330","7750","5084"
"0500000US19153","Polk County, Iowa","26686","3632","30753","5953","45783","17086","6753","9561","23317","3793","34559","7399","12399","2335"
"0500000US19155","Pottawattamie County, Iowa","16024","11750","11219","16609","17116","3917","3121","551","27287","24428","-","**","8203","10031"
"0500000US19163","Scott County, Iowa","26668","6387","31323","8293","38211","10668","25359","11332","21256","6044","28309","6867","10259","14684"
"0500000US19193","Woodbury County, Iowa","26489","6076","22186","15759","31747","13523","18719","5686","26692","11848","33864","26365","26122","457"
"0500000US20015","Butler County, Kansas","22667","28100","23389","12042","-","**","-","**","8389","6855","2,500-","***","-","**"
"0500000US20045","Douglas County, Kansas","19070","7965","19912","7572","19871","12670","22538","28021","9939","23329","27222","6250","8701","181"
"0500000US20091","Johnson County, Kansas","31579","2780","42996","10983","55538","10229","6894","4805","28240","5164","36810","4910","6392","4545"
"0500000US20103","Leavenworth County, Kansas","12726","3561","11574","2762","60272","18094","6869","5590","16415","13899","-","**","15861","5913"
"0500000US20173","Sedgwick County, Kansas","21831","3530","22166","6865","39770","7167","7401","4294","21414","6059","31691","7148","7175","3247"
"0500000US20177","Shawnee County, Kansas","22840","7518","26232","14210","47055","9338","11653","5968","19518","9168","34491","3507","8523","829"
"0500000US20209","Wyandotte County, Kansas","31393","2845","35887","5722","47136","8314","8381","4369","26943","4567","37154","6679","11790","2937"
"0500000US21029","Bullitt County, Kentucky","52018","2290","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US21037","Campbell County, Kentucky","2,500-","***","2,500-","***","-","**","2,500-","***","2,500-","***","27729","25505","2,500-","***"
"0500000US21047","Christian County, Kentucky","25845","2919","26780","2696","29163","5000","15693","6839","21685","5670","27746","4017","7142","15436"
"0500000US21067","Fayette County, Kentucky","24582","3468","25349","5529","35729","4270","6345","1614","23427","4066","35258","6924","8835","5528"
"0500000US21093","Hardin County, Kentucky","31572","7341","37359","16183","47770","21523","6566","7816","22753","10867","36702","19337","9665","5420"
"0500000US21111","Jefferson County, Kentucky","25878","1849","27032","3316","40744","3084","10085","2004","24566","3747","35894","2363","10326","1210"
"0500000US21117","Kenton County, Kentucky","21530","14889","23958","4883","38237","24691","10519","2440","11379","11649","31399","5529","9579","4770"
"0500000US21145","McCracken County, Kentucky","15952","20397","20893","22848","32886","28185","9239","18307","7486","32374","29625","12945","6083","600"
"0500000US21151","Madison County, Kentucky","16588","5816","30359","25787","41250","1429","5375","1841","14921","5204","38765","22138","10065","6907"
"0500000US21227","Warren County, Kentucky","18069","17323","16840","28452","35611","6628","2716","2132","19903","18410","39074","9816","8411","8104"
"0500000US22005","Ascension Parish, Louisiana","37456","14289","52311","25687","70046","32308","16347","30015","24893","5960","33923","16851","7066","6687"
"0500000US22015","Bossier Parish, Louisiana","23190","3404","25273","5486","31148","17883","16832","5593","20639","4341","31526","5858","10251","1825"
"0500000US22017","Caddo Parish, Louisiana","20783","1435","21289","2217","31180","1599","10593","1452","19990","2320","25325","2432","11164","1977"
"0500000US22019","Calcasieu Parish, Louisiana","23882","5145","27304","7328","31669","5835","10740","1885","21726","1070","29664","8892","12625","5783"
"0500000US22033","East Baton Rouge Parish, Louisiana","24634","1905","30069","2626","37567","6131","12466","3582","21979","1260","27212","3284","11400","1425"
"0500000US22045","Iberia Parish, Louisiana","20067","6320","33816","13941","50474","39832","7161","13172","16730","5592","25780","9637","10684","2069"
"0500000US22051","Jefferson Parish, Louisiana","23413","2333","26378","4420","38001","12432","10397","5060","21686","1609","29564","3754","9687","2516"
"0500000US22055","Lafayette Parish, Louisiana","21526","1687","24154","6191","40284","9904","4586","1723","20498","2522","24839","6223","9127","1824"
"0500000US22057","Lafourche Parish, Louisiana","20311","4303","21536","3201","21542","21530","17490","19937","13160","9987","17382","10983","9340","12238"
"0500000US22063","Livingston Parish, Louisiana","40932","12196","70664","78567","71416","70223","6995","21879","40539","6920","40842","6773","-","**"
"0500000US22071","Orleans Parish, Louisiana","24291","1690","26754","2049","41143","4847","11511","2208","22697","1715","32814","2379","10284","1429"
"0500000US22073","Ouachita Parish, Louisiana","25312","2337","29093","5657","39007","16724","8011","4273","22378","2788","26166","2406","10636","2568"
"0500000US22079","Rapides Parish, Louisiana","21602","2172","19923","3252","26838","2740","7429","3525","22925","2632","25752","1944","9548","2698"
"0500000US22097","St. Landry Parish, Louisiana","21384","3591","25667","8165","40017","8257","15307","7185","19029","2512","23057","5557","8684","2374"
"0500000US22103","St. Tammany Parish, Louisiana","25921","2837","26789","8681","41609","17488","16221","10066","25696","3508","27940","9438","11736","9029"
"0500000US22105","Tangipahoa Parish, Louisiana","18044","4262","19692","6812","28572","14686","7315","3096","16907","4782","22466","14998","7130","3483"
"0500000US22109","Terrebonne Parish, Louisiana","29502","7809","30951","14783","35857","11286","6143","2175","27744","8835","29461","5418","18523","24264"
"0500000US23001","Androscoggin County, Maine","10697","4106","25641","21752","35945","21235","10989","3045","4947","3186","28951","26798","3670","2256"
"0500000US23003","Aroostook County, Maine","9688","57408","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US23005","Cumberland County, Maine","13747","9833","19257","18479","34321","8081","7099","1632","13006","9721","31211","11529","6958","6490"
"0500000US23011","Kennebec County, Maine","9595","41706","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US23019","Penobscot County, Maine","34301","32074","38207","10525","39035","39577","6866","19402","8946","19319","34746","10238","7882","2078"
"0500000US24003","Anne Arundel County, Maryland","45177","5865","47335","6855","56865","4533","10227","1820","41706","5747","51785","3418","13931","3666"
"0500000US24005","Baltimore County, Maryland","36593","1331","40368","3002","50601","3999","10104","2414","35175","2150","44480","3711","11100","1406"
"0500000US24009","Calvert County, Maryland","39018","9558","47731","13059","49114","29207","34391","48408","31429","3825","38898","8308","11109","2098"
"0500000US24013","Carroll County, Maryland","36114","15850","35423","12559","45621","31114","2,500-","***","37232","47449","90158","35474","15653","8373"
"0500000US24015","Cecil County, Maryland","23644","4629","18394","12603","56575","10723","7137","10434","25507","5194","26685","6388","16398","5201"
"0500000US24017","Charles County, Maryland","46827","2357","49684","5306","60196","4095","14186","5563","44676","3275","54785","11640","17944","4997"
"0500000US24021","Frederick County, Maryland","42098","12026","50347","11518","75348","13271","7359","3468","36846","10723","58660","11982","20000","17590"
"0500000US24025","Harford County, Maryland","40752","6728","46193","9111","52042","9067","11140","10615","37761","5577","47187","6831","15300","10031"
"0500000US24027","Howard County, Maryland","48009","3041","47748","3568","55453","10689","21627","12659","48280","4315","60422","6554","22102","6895"
"0500000US24031","Montgomery County, Maryland","36722","3877","41640","4498","57345","7753","14880","3119","34332","3362","51510","4469","11476","1056"
"0500000US24033","Prince George's County, Maryland","45625","1467","45745","2398","58447","3286","12590","2212","45539","1888","59748","3573","14248","2451"
"0500000US24037","St. Mary's County, Maryland","34487","8495","31973","15205","48522","12197","6894","6908","35027","9659","47924","28872","26259","3710"
"0500000US24043","Washington County, Maryland","32350","16986","31006","17381","50290","18362","10880","2764","34150","51434","63581","27265","13807","59160"
"0500000US24045","Wicomico County, Maryland","25766","2780","30235","7626","34854","16315","11353","4272","24392","3917","27139","6967","10878","5871"
"0500000US24510","Baltimore city, Maryland","31606","975","32097","1513","42353","2392","10151","1674","31221","1286","37820","2116","11475","1457"
"0500000US25001","Barnstable County, Massachusetts","34159","9118","36224","29622","37101","33183","2,500-","***","32738","5574","35214","2683","20424","28286"
"0500000US25003","Berkshire County, Massachusetts","26250","10700","25479","10170","61343","16847","6492","16919","38750","37544","41750","20181","4712","14001"
"0500000US25005","Bristol County, Massachusetts","30920","5676","30458","8637","50213","24241","10601","4394","31474","13278","46041","6441","15608","4697"
"0500000US25009","Essex County, Massachusetts","31910","4563","32101","8477","50130","6618","16108","5025","31647","4675","41695","10428","13986","1839"
"0500000US25011","Franklin County, Massachusetts","44771","14652","44639","19737","50660","26495","7946","11044","-","**","-","**","-","**"
"0500000US25013","Hampden County, Massachusetts","27196","3686","30963","8484","43878","7389","10607","2285","25922","2929","35204","4628","15254","3186"
"0500000US25015","Hampshire County, Massachusetts","35180","23473","22466","8112","46740","19249","7303","6560","36589","44448","90747","15063","8620","22864"
"0500000US25017","Middlesex County, Massachusetts","35573","3628","41162","4781","52015","8020","16459","4724","31406","1407","45597","7311","18525","4482"
"0500000US25021","Norfolk County, Massachusetts","42246","7628","47398","13597","62329","8615","10534","6996","39519","7076","55870","7984","12468","12036"
"0500000US25023","Plymouth County, Massachusetts","36528","2051","37112","2664","49720","10619","15404","4821","33983","6328","44236","3560","15276","4487"
"0500000US25025","Suffolk County, Massachusetts","31929","1343","35448","5010","43723","4913","13070","4504","31069","1136","40751","1085","12027","2428"
"0500000US25027","Worcester County, Massachusetts","32926","3558","36788","5513","44365","5436","9000","2652","31731","2271","39555","4344","12426","9622"
"0500000US26005","Allegan County, Michigan","60990","57637","-","**","-","**","-","**","65691","61295","66078","23144","-","**"
"0500000US26021","Berrien County, Michigan","20094","6814","15657","7619","42435","9536","12741","7338","20855","5326","29274","8566","10982","3004"
"0500000US26025","Calhoun County, Michigan","26806","6810","31178","11113","44146","5707","17083","12688","22039","9601","30701","9797","10160","7778"
"0500000US26049","Genesee County, Michigan","23733","2825","26210","2786","36131","8080","7386","5430","21778","2560","30653","2458","7557","2891"
"0500000US26055","Grand Traverse County, Michigan","30616","24029","30616","24029","41503","13856","10382","29332","-","**","-","**","-","**"
"0500000US26065","Ingham County, Michigan","19606","4403","21228","5345","36899","8454","8731","1876","17228","4629","42296","5763","10287","2899"
"0500000US26075","Jackson County, Michigan","16649","8978","15820","12062","35756","4744","5842","4152","17077","10979","35885","20048","9257","5216"
"0500000US26077","Kalamazoo County, Michigan","17384","3286","17380","6036","41097","6157","7922","3858","17389","4306","33103","2592","6447","1342"
"0500000US26081","Kent County, Michigan","24973","2334","26390","2361","35199","7273","9140","4583","22824","3790","33110","2448","7162","2655"
"0500000US26087","Lapeer County, Michigan","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US26091","Lenawee County, Michigan","20981","12784","20910","10316","2,500-","***","21021","7882","32938","64228","51389","34718","3143","1832"
"0500000US26093","Livingston County, Michigan","22679","7263","19688","7661","19872","9887","-","**","26500","13318","30588","5810","23929","27778"
"0500000US26099","Macomb County, Michigan","31150","1769","35028","4807","41418","4881","11634","3137","30028","2289","37485","5865","14343","3495"
"0500000US26121","Muskegon County, Michigan","25005","5589","21858","6325","30809","5790","13644","7291","26192","4359","32432","4668","7242","5463"
"0500000US26125","Oakland County, Michigan","31888","1122","35354","4537","49003","5398","7188","2823","30696","1422","41368","2608","11193","1119"
"0500000US26139","Ottawa County, Michigan","27984","3962","51449","15417","55919","11778","4527","10245","25233","13561","29336","3208","15236","14307"
"0500000US26145","Saginaw County, Michigan","23692","3042","23771","5030","34590","22430","10233","7437","23616","3912","32659","4817","11316","3698"
"0500000US26147","St. Clair County, Michigan","20524","22164","32104","31001","51551","1178","2,500-","***","15732","14736","52041","25614","12852","10564"
"0500000US26155","Shiawassee County, Michigan","15746","15569","30122","34883","-","**","33750","120","-","**","-","**","-","**"
"0500000US26159","Van Buren County, Michigan","27953","25152","15417","21637","28294","18249","7083","3487","37917","7525","39120","5106","10063","15940"
"0500000US26161","Washtenaw County, Michigan","21834","3015","30193","7241","44721","3955","10710","5484","20015","4430","39566","6840","7672","1712"
"0500000US26163","Wayne County, Michigan","25512","760","26952","1133","35878","1647","10439","1097","24036","1285","33241","1595","10620","1085"
"0500000US27003","Anoka County, Minnesota","31289","8007","37582","4818","47350","18711","18096","10833","23097","6825","39487","6397","15418","3488"
"0500000US27013","Blue Earth County, Minnesota","15757","19939","26030","12187","30091","8801","2,500-","***","7616","7359","31843","22629","6276","2885"
"0500000US27019","Carver County, Minnesota","39900","11596","33930","7529","34950","11478","2,500-","***","108387","58916","-","**","-","**"
"0500000US27037","Dakota County, Minnesota","31062","5398","38245","10538","52302","14549","16760","10510","28600","4347","36866","4085","15600","14886"
"0500000US27053","Hennepin County, Minnesota","27035","1672","31664","1427","39749","3058","10647","2908","23794","1312","31301","1585","14143","2159"
"0500000US27109","Olmsted County, Minnesota","23780","10419","28145","11140","37377","24091","19939","14376","13532","12821","38517","28943","12097","10664"
"0500000US27123","Ramsey County, Minnesota","24933","1959","28539","5476","33667","4958","8302","2004","23346","2071","33512","6987","13105","5486"
"0500000US27131","Rice County, Minnesota","24181","14335","24130","8002","33000","8960","2,500-","***","25313","40425","-","**","5750","4777"
"0500000US27137","St. Louis County, Minnesota","11635","3347","7128","3449","31339","35472","4555","2883","16298","8362","29368","48335","14184","4490"
"0500000US27139","Scott County, Minnesota","26496","9635","41313","10739","45045","7234","10009","26973","16889","10647","44473","12679","16036","9884"
"0500000US27141","Sherburne County, Minnesota","22059","23804","33964","1113","34758","47098","9082","1286","14805","11592","-","**","-","**"
"0500000US27145","Stearns County, Minnesota","14603","4712","16849","10760","24316","11720","6245","4295","12268","5407","26516","5400","6500","9761"
"0500000US27163","Washington County, Minnesota","28110","9959","24938","10580","41538","12348","11948","8758","31969","28064","50205","23223","18870","24496"
"0500000US28033","DeSoto County, Mississippi","31582","1688","35976","5008","45626","4111","10833","8166","28325","4857","33538","3984","14624","2750"
"0500000US28035","Forrest County, Mississippi","16634","2215","18771","11732","34772","16991","10034","3862","16162","2228","21390","3603","3818","5154"
"0500000US28047","Harrison County, Mississippi","21828","2085","22093","2231","27185","13075","11660","3755","21218","4474","27738","6364","9007","4820"
"0500000US28049","Hinds County, Mississippi","24930","1493","25678","2191","34007","3465","9920","2177","24227","2170","31608","1417","14244","1821"
"0500000US28059","Jackson County, Mississippi","24814","8802","30149","8014","34477","5318","8641","1366","19686","7090","32804","10588","7154","1879"
"0500000US28067","Jones County, Mississippi","26597","10933","35272","5480","37253","21082","7292","10397","16907","9903","21543","9245","11714","5711"
"0500000US28075","Lauderdale County, Mississippi","19123","4935","21129","5704","38300","9398","7246","8436","13114","11751","31280","4948","4555","2037"
"0500000US28081","Lee County, Mississippi","25643","3797","30809","1994","32137","7449","17816","11999","20286","3320","24993","4490","9752","2820"
"0500000US28089","Madison County, Mississippi","28347","2498","31405","3650","36910","6536","15544","9650","25039","3217","40470","6894","10814","1590"
"0500000US28121","Rankin County, Mississippi","27596","7066","29958","8973","42197","9439","3126","1472","25441","10472","34182","4143","7400","12632"
"0500000US29019","Boone County, Missouri","17820","7722","20245","10874","41801","36296","14702","11960","11667","16438","29401","6282","3713","885"
"0500000US29021","Buchanan County, Missouri","25983","12646","21456","19138","41182","15898","13132","8024","27450","6748","29294","21820","15513","23174"
"0500000US29031","Cape Girardeau County, Missouri","14499","9811","21148","19450","29245","64789","4731","10969","14235","10967","33685","4892","13090","1187"
"0500000US29047","Clay County, Missouri","35153","3978","34927","4892","38475","3781","20407","18527","35236","14848","38779","5519","19319","19672"
"0500000US29051","Cole County, Missouri","25812","9820","27385","19322","48703","24195","7377","11295","15349","19006","26580","15259","4138","2320"
"0500000US29071","Franklin County, Missouri","27714","8010","28256","10544","28256","10544","-","**","-","**","-","**","-","**"
"0500000US29077","Greene County, Missouri","28580","5217","25623","11348","32253","4438","10208","8264","30341","3019","30522","1760","26038","35279"
"0500000US29095","Jackson County, Missouri","28048","2204","30374","3176","40168","2849","10159","1472","27118","2152","33546","3225","10514","1214"
"0500000US29097","Jasper County, Missouri","22757","19363","11621","17417","60408","41717","7942","3036","26074","17440","26276","17402","-","**"
"0500000US29165","Platte County, Missouri","30662","4774","30932","13435","34982","11127","2,500-","***","30602","5773","30984","7843","26863","85234"
"0500000US29183","St. Charles County, Missouri","41240","12251","45031","6003","50916","14545","22511","17580","22463","19535","52419","36825","6207","3539"
"0500000US29187","St. Francois County, Missouri","31699","50360","14528","214141","-","**","12583","6731","51117","35250","51117","35250","-","**"
"0500000US29189","St. Louis County, Missouri","29158","1632","30146","3042","38942","2711","9846","2301","28799","1637","36571","2419","11873","1018"
"0500000US29510","St. Louis city, Missouri","23422","2005","22721","2678","29751","3915","7685","4595","24128","2519","31958","3627","8771","2720"
"0500000US30013","Cascade County, Montana","30355","10662","27182","8945","27182","8945","-","**","-","**","-","**","-","**"
"0500000US30031","Gallatin County, Montana","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US30049","Lewis and Clark County, Montana","12131","36646","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US30063","Missoula County, Montana","29107","25539","14886","51311","41940","27241","11896","2929","29308","16097","29955","11605","-","**"
"0500000US31055","Douglas County, Nebraska","28139","2879","32174","4657","39619","3399","9205","4017","26657","1734","31493","1414","9564","1819"
"0500000US31109","Lancaster County, Nebraska","27126","5202","31010","2331","41360","17306","9124","11940","23497","3248","24808","7008","15242","6201"
"0500000US31153","Sarpy County, Nebraska","34430","12006","40700","24745","63280","20861","7342","2601","33852","9102","35946","11892","13130","9568"
"0500000US32003","Clark County, Nevada","31310","911","31545","1287","36883","3540","16351","2895","31074","1469","37213","2631","11781","1170"
"0500000US32031","Washoe County, Nevada","35457","8446","42750","16940","45803","24916","7953","18787","28472","19429","39339","11052","20199","21484"
"0500000US33005","Cheshire County, New Hampshire","2,500-","***","-","**","-","**","-","**","2,500-","***","-","**","2,500-","***"
"0500000US33011","Hillsborough County, New Hampshire","25576","6668","31411","8241","40386","8121","8031","11249","20698","5499","28164","3868","8746","3603"
"0500000US33013","Merrimack County, New Hampshire","9091","11226","9740","9583","38302","14586","6802","7316","7155","21323","28167","13058","5414","4378"
"0500000US34001","Atlantic County, New Jersey","25680","2213","24907","4182","31581","5467","15776","8576","26189","3639","46112","5777","10525","4386"
"0500000US34003","Bergen County, New Jersey","40837","5808","36852","3324","46297","10017","11820","4706","47753","9309","57554","6430","12102","2847"
"0500000US34005","Burlington County, New Jersey","36182","2890","33246","7068","44609","5246","9079","2710","37705","5015","46782","8075","11779","6305"
"0500000US34007","Camden County, New Jersey","32420","2391","32148","5392","51080","5125","14457","6140","32840","3792","40751","4011","11694","4230"
"0500000US34009","Cape May County, New Jersey","19899","23307","30400","19246","31216","435","17803","16231","17131","25364","40793","45075","16729","15120"
"0500000US34011","Cumberland County, New Jersey","19804","3522","17474","8108","30855","3447","7298","1627","20882","3328","40119","11327","11957","7424"
"0500000US34013","Essex County, New Jersey","31570","981","32139","2124","43296","4728","11845","1278","31160","1183","39981","2548","12530","1673"
"0500000US34015","Gloucester County, New Jersey","33384","4306","31835","7656","39137","13337","5665","4698","34070","4506","43469","11094","11558","2948"
"0500000US34017","Hudson County, New Jersey","38621","4834","40614","2079","44634","6362","14795","5319","35769","6274","45616","6503","12672","3722"
"0500000US34021","Mercer County, New Jersey","30278","3609","26986","4142","43377","8941","17919","10902","31954","5695","41243","4148","10608","4404"
"0500000US34023","Middlesex County, New Jersey","46979","5078","47430","9954","62581","3551","13642","3723","46762","4619","52360","5873","16930","12572"
"0500000US34025","Monmouth County, New Jersey","36330","1740","41243","5615","50116","10229","8577","10699","32080","4577","41876","6841","7419","7513"
"0500000US34027","Morris County, New Jersey","40032","15259","71335","55082","118192","42267","5500","5802","28482","12197","41924","13790","18821","5740"
"0500000US34029","Ocean County, New Jersey","32152","4602","35986","6942","45245","16216","15706","6865","30290","7101","41318","5742","11701","3087"
"0500000US34031","Passaic County, New Jersey","37268","5828","41654","15220","60023","11932","8409","3747","31433","10058","48320","5727","11171","1104"
"0500000US34033","Salem County, New Jersey","25467","9033","19247","8668","36580","22390","10417","9975","32667","10399","36388","8176","10833","16522"
"0500000US34035","Somerset County, New Jersey","54563","5925","45699","14520","47310","15739","30119","28981","59326","9308","59712","9485","26522","75752"
"0500000US34037","Sussex County, New Jersey","44180","12658","44730","43801","61468","36164","-","**","41315","10869","45774","12725","21129","17439"
"0500000US34039","Union County, New Jersey","40053","4007","42800","6718","55671","10785","14466","6428","36629","4547","45145","5110","14609","4574"
"0500000US34041","Warren County, New Jersey","40938","25022","51257","34043","73259","2694","11250","29066","37997","24700","47376","47539","23818","3514"
"0500000US35001","Bernalillo County, New Mexico","27104","5830","26482","5246","41438","22520","10535","4110","28356","10291","35680","5780","13273","4114"
"0500000US35005","Chaves County, New Mexico","13667","307","13477","2065","-","**","13477","2065","-","**","-","**","-","**"
"0500000US35013","Doña Ana County, New Mexico","12368","18608","4636","23704","23994","8380","4022","670","16835","8538","22135","10475","15467","19155"
"0500000US35025","Lea County, New Mexico","4350","21028","90273","61902","-","**","-","**","3249","6164","-","**","2965","1426"
"0500000US35035","Otero County, New Mexico","4509","45941","41560","72439","45606","7236","-","**","3819","1128","-","**","3819","1128"
"0500000US35043","Sandoval County, New Mexico","22449","9471","22151","5272","37542","25462","20647","11699","31119","15174","40214","21074","20586","5447"
"0500000US35045","San Juan County, New Mexico","31812","45937","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US35049","Santa Fe County, New Mexico","61127","14469","75872","52602","75872","52602","-","**","48976","23310","60221","88220","-","**"
"0500000US35061","Valencia County, New Mexico","8274","13669","-","**","-","**","-","**","8941","679","-","**","-","**"
"0500000US36001","Albany County, New York","23808","5406","30887","2930","34509","3131","8167","6874","20748","1923","35921","8120","9675","3092"
"0500000US36005","Bronx County, New York","30131","1424","30209","2251","43162","2992","13452","2204","30070","2240","42137","1035","12106","911"
"0500000US36007","Broome County, New York","26000","5800","26793","5322","32811","6002","6869","9453","24180","13131","26700","10277","19350","22016"
"0500000US36009","Cattaraugus County, New York","23256","19449","-","**","-","**","-","**","23141","21749","-","**","3533","690"
"0500000US36015","Chemung County, New York","28785","3137","30887","16382","35273","20889","-","**","28742","722","29000","7764","5385","1992"
"0500000US36027","Dutchess County, New York","40044","10222","40711","5987","60770","15333","8104","3780","35242","11727","50833","22836","12132","7955"
"0500000US36029","Erie County, New York","27177","2291","24596","5447","40275","6877","9839","1949","28426","2139","35470","2285","11337","2243"
"0500000US36045","Jefferson County, New York","31247","4293","32399","9402","34152","19311","-","**","26636","7149","31446","8507","25380","40769"
"0500000US36047","Kings County, New York","36878","792","39176","2218","47344","2277","16146","1231","35904","893","43355","2180","14203","1186"
"0500000US36053","Madison County, New York","9325","15825","20726","5712","21221","69","8673","523","2,500-","***","-","**","2,500-","***"
"0500000US36055","Monroe County, New York","25016","2873","24964","4162","45703","8417","10406","3080","25073","3648","32370","3912","11743","1631"
"0500000US36059","Nassau County, New York","46355","2436","49546","3398","61416","1783","10565","3346","42026","4908","53788","6280","10241","2785"
"0500000US36061","New York County, New York","37171","2930","39623","4645","51503","3447","14278","3212","35864","3234","47357","6942","10617","2255"
"0500000US36063","Niagara County, New York","20222","6921","18479","10109","37011","22201","7626","2470","24433","9004","40290","12249","7076","12695"
"0500000US36065","Oneida County, New York","27319","5351","32100","3800","37266","4592","6644","12665","19788","10290","26998","3200","5520","1746"
"0500000US36067","Onondaga County, New York","28049","5422","26243","4291","37321","9626","12835","4225","30702","5559","40894","1352","16265","4310"
"0500000US36069","Ontario County, New York","32255","12628","32017","12022","38429","7247","30075","25833","70481","229840","187562","301354","2,500-","***"
"0500000US36071","Orange County, New York","36389","2754","41102","5841","48304","8634","19533","3618","31175","1909","44191","6977","11895","1991"
"0500000US36075","Oswego County, New York","3848","1164","3637","1256","-","**","3637","1256","4472","6355","-","**","3806","3464"
"0500000US36079","Putnam County, New York","78528","50251","79917","32005","81573","52074","17532","83184","60142","88000","97118","71467","6617","6768"
"0500000US36081","Queens County, New York","39180","1992","40201","2768","50434","1850","17075","2637","38570","2059","46663","1119","14139","1660"
"0500000US36083","Rensselaer County, New York","29604","5013","26278","7837","40583","10017","8738","2837","33647","6489","39678","7425","10926","5647"
"0500000US36085","Richmond County, New York","41133","5615","40833","11363","54428","8051","9241","6402","41517","7597","54441","7484","14067","5250"
"0500000US36087","Rockland County, New York","40073","7011","40931","7065","51461","7475","10916","3694","36826","9187","45430","10228","11574","3387"
"0500000US36093","Schenectady County, New York","35209","8125","38954","7528","46965","19449","7016","12471","31057","3483","34857","16611","7162","6876"
"0500000US36103","Suffolk County, New York","38893","3448","39649","6383","50400","5374","12284","1802","38488","3729","46038","2165","11764","3133"
"0500000US36105","Sullivan County, New York","31444","7941","35313","6778","36682","6129","25856","4608","17463","16506","37143","13522","13125","13580"
"0500000US36109","Tompkins County, New York","11813","9216","20237","8249","41375","98987","16439","10150","8633","8882","-","**","5744","4940"
"0500000US36111","Ulster County, New York","18005","5402","16667","11369","30731","4497","5865","2550","18472","5561","28678","10234","14051","2209"
"0500000US36117","Wayne County, New York","25194","8500","25543","11963","27213","79567","15767","8254","21882","18457","37888","11800","-","**"
"0500000US36119","Westchester County, New York","38370","4543","41398","4637","56594","12266","14010","4196","35723","4658","52125","5881","15164","3047"
"0500000US37001","Alamance County, North Carolina","30274","2254","30453","3310","42449","7473","8761","10002","30176","3658","33865","5285","11368","3540"
"0500000US37019","Brunswick County, North Carolina","22064","3841","20313","9038","35348","10152","2,500-","***","24312","6657","32287","9056","9331","14638"
"0500000US37021","Buncombe County, North Carolina","27933","4996","28242","5950","31636","6190","3611","6206","27164","7497","34675","6244","12395","3230"
"0500000US37025","Cabarrus County, North Carolina","27490","8691","26404","10282","41574","8385","3267","1973","28076","9456","38005","6771","15193","10771"
"0500000US37027","Caldwell County, North Carolina","18403","4896","20878","16238","35316","24200","7433","23223","6761","20803","25585","6937","4042","2160"
"0500000US37031","Carteret County, North Carolina","30594","4188","30442","7579","30842","2407","10417","15767","30731","7999","31081","700","15036","24615"
"0500000US37035","Catawba County, North Carolina","23577","3590","24690","2526","28750","6178","11280","3861","20875","8887","34038","8048","8523","3868"
"0500000US37037","Chatham County, North Carolina","22163","8746","43321","17680","44412","9476","2,500-","***","20863","3174","22053","22277","20037","21519"
