"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1785	135934	1313.1
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2895	547281	529.0
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	138204	81.8
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	221	553583	39.9
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	139597	51.6
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	165	552797	29.8
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	48	142103	33.8
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	580933	26.0
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	156476	24.3
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	113	593653	19.0
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	48	158997	30.2
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	606604	16.0
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	162990	28.2
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	92	618986	14.9
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	166237	27.7
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	636850	14.3
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	33	166144	19.9
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	660773	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	35	177619	19.7
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	651747	14.9
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	168886	21.3
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	647294	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	49	158596	30.9
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	93	636976	14.6
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	154703	19.4
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	99	645059	15.3
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	148497	38.4
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	642251	18.7
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	46	150038	30.7
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	644683	24.4
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	144161	43.0
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	198	625576	31.7
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	83	147211	56.4
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	328	637829	51.4
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	147677	89.4
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	397	633812	62.6
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	147	139563	105.3
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	437	610877	71.5
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	194	144625	134.1
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	479	633054	75.7
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	166	137225	121.0
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	523	594869	87.9
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	182	128071	142.1
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	500	569628	87.8
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	187	128426	145.6
