"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1810	137331	1318.0
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2942	549068	535.8
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	115	139611	82.4
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	224	555291	40.3
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	141147	51.0
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	165	554288	29.8
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	48	143443	33.5
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	152	582415	26.1
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	39	157719	24.7
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	115	594968	19.3
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	47	160448	29.3
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	607999	16.0
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	164286	28.0
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	90	620426	14.5
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	167784	27.4
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	93	638339	14.6
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	167639	18.5
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	662243	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179138	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	653098	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170373	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	648609	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	159951	28.8
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	95	638288	14.9
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	31	156214	19.8
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	100	646585	15.5
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	149845	38.7
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	643662	18.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	47	151517	31.0
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	158	646454	24.4
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	63	145693	43.2
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	202	627442	32.2
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	89	148703	59.9
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	331	639701	51.7
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	133	149096	89.2
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	402	635759	63.2
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	152	140643	108.1
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	440	611947	71.9
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	197	145612	135.3
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	482	633291	76.1
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	166	138250	120.1
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	521	595154	87.5
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	182	129086	141.0
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	501	570006	87.9
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	186	129466	143.7
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	417	559390	74.5
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	208	120488	172.6
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	425	536085	79.3
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	178	123674	143.9
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	409	559656	73.1
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	172	123304	139.5
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	402	560379	71.7
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	162	125236	129.4
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	419	568879	73.7
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	190	133146	142.7
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	457	624590	73.2
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	219	138614	158.0
