"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1213	84190	1440.8
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	895	166274	538.3
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	91	85743	106.1
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	55	165841	33.2
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	50	86343	57.9
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	53	163333	32.4
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	39	89049	43.8
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	32	170642	18.8
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	31	97518	31.8
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	21	170810	12.3
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	31	100281	30.9
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	25	173460	14.4
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	28	101398	27.6
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	23	174637	13.2
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	31	102333	30.3
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	26	178645	14.6
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	26	102422	25.4
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	20	184877	10.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	22	106852	20.6
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	22	180076	12.2
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	23	103468	22.2
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	28	178870	15.7
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	25	97025	25.8
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	30	174959	17.1
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	16	94124	Unreliable
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	31	176229	17.6
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	38	91733	41.4
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	24	174513	13.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	41	92114	44.5
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	35	174576	20.0
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	50	89915	55.6
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	51	168687	30.2
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	63	90243	69.8
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	72	171730	41.9
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	107	90290	118.5
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	95	170798	55.6
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	101	82893	121.8
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	109	163793	66.5
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	135	83502	161.7
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	102	168235	60.6
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	119	79073	150.5
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	133	162299	81.9
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	144	73299	196.5
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	144	159567	90.2
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	146	74384	196.3
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	126	168278	74.9
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	136	71335	190.6
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	120	175007	68.6
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	141	74341	189.7
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	124	189382	65.5
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	111	75225	147.6
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	137	192593	71.1
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	116	76201	152.2
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	118	194753	60.6
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	139	81218	171.1
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	141	211451	66.7
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	165	83458	197.7
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	163	228849	71.2
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	172	84016	204.7
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	192	234294	81.9
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	156	82959	188.0
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	168	236047	71.2
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	175	79714	219.5
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	214	216847	98.7
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	186	80667	230.6
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	211	223501	94.4
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	194	83324	232.8
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	241	221950	108.6
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	229	86623	264.4
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	279	237270	117.6
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	251	90675	276.8
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	315	254966	123.5
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	269	87655	306.9
	"1999"	"1999"	"36 years"	"36"	"White"	"2106-3"	327	249508	131.1
	"1999"	"1999"	"37 years"	"37"	"Black or African American"	"2054-5"	291	88078	330.4
	"1999"	"1999"	"37 years"	"37"	"White"	"2106-3"	375	255113	147.0
	"1999"	"1999"	"38 years"	"38"	"Black or African American"	"2054-5"	303	85551	354.2
	"1999"	"1999"	"38 years"	"38"	"White"	"2106-3"	423	251919	167.9
