"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1812	137158	1321.1
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2882	544090	529.7
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	114	139325	81.8
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	220	550365	40.0
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	74	140796	52.6
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	163	549569	29.7
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	47	143246	32.8
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	577622	26.1
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	41	157769	26.0
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	114	590168	19.3
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	47	160332	29.3
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	96	603125	15.9
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	47	164438	28.6
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	90	615493	14.6
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	167702	27.4
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	633327	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	167575	18.5
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	97	657152	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	35	179160	19.5
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	648079	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170313	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	643666	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	159963	28.8
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	633333	14.8
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	156088	19.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	99	641477	15.4
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	149827	38.7
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	638537	18.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	46	151327	30.4
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	641055	24.5
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	145402	42.6
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	198	622040	31.8
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	85	148352	57.3
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	325	634071	51.3
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	136	148880	91.3
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	394	630249	62.5
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	151	140712	107.3
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	435	607251	71.6
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	199	145862	136.4
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	477	628605	75.9
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	167	138435	120.6
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	518	590472	87.7
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	185	129249	143.1
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	498	565347	88.1
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	191	129456	147.5
