"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1812	137356	1319.2
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2898	549222	527.7
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	139552	81.0
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	223	555500	40.1
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	140983	51.8
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	163	554665	29.4
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	47	143487	32.8
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	154	582716	26.4
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	157920	24.1
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	115	595367	19.3
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	49	160563	30.5
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	96	608425	15.8
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	164549	28.0
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	91	621040	14.7
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	167833	27.4
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	638810	14.2
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	167738	18.5
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	97	662792	14.6
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179245	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	653672	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170451	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	649280	14.9
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	47	160062	29.4
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	638798	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	156146	19.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	101	646756	15.6
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	149869	38.7
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	643579	18.6
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	48	151424	31.7
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	159	646103	24.6
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	145395	42.6
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	199	626909	31.7
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	83	148413	55.9
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	329	638714	51.5
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	133	148837	89.4
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	395	634762	62.2
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	148	140721	105.2
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	439	611376	71.8
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	198	145939	135.7
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	480	632980	75.8
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	164	138611	118.3
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	521	594766	87.6
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	183	129513	141.3
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	500	569533	87.8
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	186	130001	143.1
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	558943	74.2
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	208	121061	171.8
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	416	535627	77.7
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	178	124325	143.2
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	403	559579	72.0
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	177	123996	142.7
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	402	560522	71.7
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	162	125951	128.6
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	420	569398	73.8
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	192	133895	143.4
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	451	625531	72.1
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	218	139501	156.3
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	510	682255	74.8
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	222	143043	155.2
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	539	707214	76.2
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	230	142383	161.5
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	523	714107	73.2
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	244	137183	177.9
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	615	667386	92.2
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	248	138080	179.6
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	692	696675	99.3
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	307	143834	213.4
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	740	706525	104.7
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	335	151518	221.1
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	804	765435	105.0
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	314	158893	197.6
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	929	821365	113.1
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	403	152913	263.5
	"1999"	"1999"	"36 years"	"36"	"White"	"2106-3"	989	817604	121.0
	"1999"	"1999"	"37 years"	"37"	"Black or African American"	"2054-5"	408	153742	265.4
	"1999"	"1999"	"37 years"	"37"	"White"	"2106-3"	1181	846091	139.6
	"1999"	"1999"	"38 years"	"38"	"Black or African American"	"2054-5"	456	148854	306.3
	"1999"	"1999"	"38 years"	"38"	"White"	"2106-3"	1327	838188	158.3
	"1999"	"1999"	"39 years"	"39"	"Black or African American"	"2054-5"	471	153506	306.8
	"1999"	"1999"	"39 years"	"39"	"White"	"2106-3"	1348	863171	156.2
	"1999"	"1999"	"40 years"	"40"	"Black or African American"	"2054-5"	492	155129	317.2
	"1999"	"1999"	"40 years"	"40"	"White"	"2106-3"	1494	876091	170.5
	"1999"	"1999"	"41 years"	"41"	"Black or African American"	"2054-5"	569	140221	405.8
	"1999"	"1999"	"41 years"	"41"	"White"	"2106-3"	1636	845149	193.6
	"1999"	"1999"	"42 years"	"42"	"Black or African American"	"2054-5"	585	141611	413.1
	"1999"	"1999"	"42 years"	"42"	"White"	"2106-3"	1690	862044	196.0
	"1999"	"1999"	"43 years"	"43"	"Black or African American"	"2054-5"	659	135917	484.9
	"1999"	"1999"	"43 years"	"43"	"White"	"2106-3"	1861	822700	226.2
	"1999"	"1999"	"44 years"	"44"	"Black or African American"	"2054-5"	694	129690	535.1
	"1999"	"1999"	"44 years"	"44"	"White"	"2106-3"	2045	819072	249.7
	"1999"	"1999"	"45 years"	"45"	"Black or African American"	"2054-5"	723	126540	571.4
	"1999"	"1999"	"45 years"	"45"	"White"	"2106-3"	2227	825254	269.9
	"1999"	"1999"	"46 years"	"46"	"Black or African American"	"2054-5"	739	113962	648.5
	"1999"	"1999"	"46 years"	"46"	"White"	"2106-3"	2298	779105	295.0
	"1999"	"1999"	"47 years"	"47"	"Black or African American"	"2054-5"	779	114103	682.7
	"1999"	"1999"	"47 years"	"47"	"White"	"2106-3"	2354	779611	301.9
	"1999"	"1999"	"48 years"	"48"	"Black or African American"	"2054-5"	759	110382	687.6
