"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1798	136760	1314.7
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2916	548761	531.4
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	116	138955	83.5
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	224	555145	40.3
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	140504	52.0
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	165	554253	29.8
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	47	142770	32.9
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	154	582321	26.4
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	39	157102	24.8
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	113	595062	19.0
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	48	159825	30.0
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	607955	16.0
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	163728	28.1
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	92	620656	14.8
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	167083	27.5
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	638410	14.3
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	32	166986	19.2
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	662259	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	178403	18.5
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	653402	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	37	169666	21.8
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	648906	14.9
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	159287	28.9
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	638407	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	155383	19.3
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	102	646714	15.8
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	149235	38.2
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	643729	18.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	46	150761	30.5
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	158	646466	24.4
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	144847	42.8
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	197	627183	31.4
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	85	147895	57.5
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	329	639470	51.4
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	148306	89.0
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	401	635581	63.1
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	149	140048	106.4
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	444	611505	72.6
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	198	145015	136.5
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	480	632300	75.9
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	165	137737	119.8
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	520	594259	87.5
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	183	128461	142.5
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	507	568701	89.2
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	187	128897	145.1
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	558160	74.4
