"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1839	138988	1323.1
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2945	550906	534.6
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	115	141166	81.5
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	222	557196	39.8
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	142671	50.5
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	164	556301	29.5
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	48	145161	33.1
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	584438	25.8
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	40	159530	25.1
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	113	597330	18.9
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	47	162219	29.0
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	98	610215	16.1
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	166090	27.7
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	93	622878	14.9
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	48	169718	28.3
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	92	640775	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	169716	18.3
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	664755	14.7
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	34	180909	18.8
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	656334	14.8
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	37	172352	21.5
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	651741	15.0
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	161942	28.4
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	96	641431	15.0
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	157940	19.0
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	102	649723	15.7
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	151592	38.3
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	646754	18.7
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	47	153342	30.7
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	649278	24.2
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	147255	42.1
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	199	630154	31.6
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	87	150215	57.9
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	327	642215	50.9
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	134	150711	88.9
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	394	638506	61.7
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	152	142113	107.0
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	440	614303	71.6
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	197	147109	133.9
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	482	635311	75.9
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	166	139645	118.9
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	525	597117	87.9
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	184	130322	141.2
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	503	571691	88.0
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	186	130450	142.6
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	561021	74.0
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	206	121498	169.6
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	417	537725	77.5
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	176	124661	141.2
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	408	561456	72.7
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	176	124458	141.4
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	401	562048	71.3
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	167	126351	132.2
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	420	570592	73.6
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	191	134432	142.1
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	451	626505	72.0
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	221	140056	157.8
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	510	683250	74.6
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	224	143559	156.0
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	545	707719	77.0
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	235	142981	164.4
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	527	714788	73.7
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	245	137601	178.1
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	619	668524	92.6
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	248	138606	178.9
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	694	697748	99.5
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	307	144291	212.8
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	744	707508	105.2
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	337	152102	221.6
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	814	766375	106.2
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	316	159696	197.9
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	938	822563	114.0
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	401	153485	261.3
	"1999"	"1999"	"36 years"	"36"	"White"	"2106-3"	993	818700	121.3
	"1999"	"1999"	"37 years"	"37"	"Black or African American"	"2054-5"	414	154506	268.0
	"1999"	"1999"	"37 years"	"37"	"White"	"2106-3"	1189	847019	140.4
	"1999"	"1999"	"38 years"	"38"	"Black or African American"	"2054-5"	455	149802	303.7
	"1999"	"1999"	"38 years"	"38"	"White"	"2106-3"	1330	839253	158.5
	"1999"	"1999"	"39 years"	"39"	"Black or African American"	"2054-5"	475	154522	307.4
	"1999"	"1999"	"39 years"	"39"	"White"	"2106-3"	1357	864500	157.0
	"1999"	"1999"	"40 years"	"40"	"Black or African American"	"2054-5"	498	156315	318.6
	"1999"	"1999"	"40 years"	"40"	"White"	"2106-3"	1500	878063	170.8
	"1999"	"1999"	"41 years"	"41"	"Black or African American"	"2054-5"	580	141268	410.6
	"1999"	"1999"	"41 years"	"41"	"White"	"2106-3"	1641	847213	193.7
	"1999"	"1999"	"42 years"	"42"	"Black or African American"	"2054-5"	594	142697	416.3
	"1999"	"1999"	"42 years"	"42"	"White"	"2106-3"	1694	864265	196.0
