"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1850	139299	1328.1
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2954	551621	535.5
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	119	141426	84.1
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	226	557767	40.5
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	142788	51.1
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	169	556800	30.4
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	50	145133	34.5
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	584739	25.8
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	40	159889	25.0
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	114	597480	19.1
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	50	162357	30.8
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	610251	15.9
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	49	166429	29.4
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	91	622824	14.6
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	47	169783	27.7
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	640558	14.2
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	169707	18.3
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	97	664396	14.6
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	181238	18.2
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	100	655583	15.3
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	172500	20.9
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	650907	14.9
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	161990	28.4
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	640427	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	31	158020	19.6
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	101	648536	15.6
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	151554	37.6
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	122	645683	18.9
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	49	153203	32.0
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	158	648088	24.4
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	63	147227	42.8
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	201	628954	32.0
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	83	150301	55.2
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	327	641202	51.0
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	135	150672	89.6
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	401	637338	62.9
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	154	142071	108.4
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	441	613168	71.9
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	197	147045	134.0
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	486	634442	76.6
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	168	139662	120.3
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	522	596245	87.5
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	191	130330	146.6
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	503	570987	88.1
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	190	130776	145.3
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	561190	73.9
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	212	121800	174.1
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	425	538398	78.9
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	184	125236	146.9
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	413	562747	73.4
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	176	124935	140.9
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	404	563524	71.7
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	167	126912	131.6
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	422	572245	73.7
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	192	135021	142.2
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	456	628481	72.6
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	225	140433	160.2
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	518	685114	75.6
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	231	144135	160.3
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	544	709560	76.7
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	235	143395	163.9
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	528	716156	73.7
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	253	137854	183.5
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	617	669258	92.2
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	248	139069	178.3
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	704	698506	100.8
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	313	144568	216.5
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	745	708290	105.2
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	333	152365	218.6
