"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1852	139344	1329.1
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2927	549981	532.2
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	119	141527	84.1
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	221	556192	39.7
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	76	142878	53.2
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	167	555193	30.1
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	49	145396	33.7
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	154	583441	26.4
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	39	159933	24.4
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	116	596022	19.5
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	49	162547	30.1
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	98	608963	16.1
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	48	166552	28.8
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	92	621490	14.8
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	48	170044	28.2
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	92	639558	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	32	169852	18.8
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	663385	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	34	181506	18.7
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	654484	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	37	172682	21.4
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	649833	14.9
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	50	162329	30.8
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	95	639393	14.9
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	32	158402	20.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	99	647444	15.3
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	152086	38.1
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	123	644398	19.1
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	47	153609	30.6
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	646846	24.3
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	147671	42.0
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	201	627744	32.0
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	85	150591	56.4
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	327	639902	51.1
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	134	151009	88.7
