"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1798	136454	1317.7
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2900	548082	529.1
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	138646	81.5
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	222	554530	40.0
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	140172	51.4
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	163	553741	29.4
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	48	142595	33.7
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	581793	26.0
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	157035	24.2
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	114	594466	19.2
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	47	159599	29.4
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	98	607292	16.1
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	163503	28.1
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	90	619684	14.5
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	166789	27.6
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	92	637709	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	166673	18.6
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	661652	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	178235	18.5
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	652939	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	169525	21.2
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	648350	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	159178	28.9
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	637914	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	155260	19.3
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	99	646170	15.3
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	149117	38.2
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	643208	18.7
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	48	150671	31.9
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	158	645805	24.5
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	144769	42.8
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	201	626888	32.1
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	82	147810	55.5
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	328	638829	51.3
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	134	148182	90.4
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	397	635041	62.5
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	148	139824	105.8
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	438	610879	71.7
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	197	144735	136.1
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	479	631792	75.8
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	164	137416	119.3
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	519	593465	87.5
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	183	128236	142.7
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	501	568250	88.2
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	187	128586	145.4
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	557996	74.4
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	206	119734	172.0
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	415	534759	77.6
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	177	122951	144.0
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	405	558658	72.5
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	173	122644	141.1
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	399	559122	71.4
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	165	124448	132.6
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	418	567814	73.6
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	188	132363	142.0
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	451	623357	72.4
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	216	138019	156.5
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	506	679792	74.4
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	219	141420	154.9
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	540	704464	76.7
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	230	140860	163.3
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	527	711283	74.1
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	241	135665	177.6
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	616	665285	92.6
