"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1830	137967	1326.4
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2900	547960	529.2
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	114	140130	81.4
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	223	554082	40.2
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	141515	51.6
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	166	553068	30.0
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	47	143988	32.6
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	152	581130	26.2
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	41	158510	25.9
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	114	593600	19.2
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	50	161044	31.0
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	96	606595	15.8
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	165130	27.9
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	90	618737	14.5
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	48	168300	28.5
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	92	636794	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	168199	18.4
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	97	660761	14.7
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179700	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	651549	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	37	170908	21.6
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	647053	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	47	160520	29.3
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	636645	14.8
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	31	156547	19.8
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	101	644770	15.7
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	59	150318	39.3
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	641806	18.9
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	48	151918	31.6
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	159	644353	24.7
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	63	146024	43.1
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	198	625282	31.7
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	82	149021	55.0
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	329	637480	51.6
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	136	149512	91.0
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	396	633646	62.5
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	153	141754	107.9
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	442	610743	72.4
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	195	147183	132.5
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	479	632699	75.7
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	167	139554	119.7
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	524	594284	88.2
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	182	130190	139.8
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	500	569153	87.8
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	185	130496	141.8
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	558387	74.3
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	208	121343	171.4
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	418	535423	78.1
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	180	124636	144.4
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	407	559319	72.8
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	180	124393	144.7
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	405	560391	72.3
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	165	126069	130.9
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	417	569200	73.3
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	190	134163	141.6
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	455	625163	72.8
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	221	139664	158.2
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	511	681402	75.0
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	223	143164	155.8
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	540	706120	76.5
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	235	142491	164.9
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	527	712917	73.9
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	243	137170	177.2
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	617	666571	92.6
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	248	138031	179.7
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	693	695423	99.7
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	313	143724	217.8
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	736	704999	104.4
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	336	151627	221.6
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	810	763702	106.1
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	325	159039	204.4
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	935	819625	114.1
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	406	152978	265.4
	"1999"	"1999"	"36 years"	"36"	"White"	"2106-3"	987	815719	121.0
	"1999"	"1999"	"37 years"	"37"	"Black or African American"	"2054-5"	416	153929	270.3
	"1999"	"1999"	"37 years"	"37"	"White"	"2106-3"	1184	843722	140.3
	"1999"	"1999"	"38 years"	"38"	"Black or African American"	"2054-5"	457	149088	306.5
	"1999"	"1999"	"38 years"	"38"	"White"	"2106-3"	1338	835809	160.1
	"1999"	"1999"	"39 years"	"39"	"Black or African American"	"2054-5"	481	153753	312.8
	"1999"	"1999"	"39 years"	"39"	"White"	"2106-3"	1350	860861	156.8
	"1999"	"1999"	"40 years"	"40"	"Black or African American"	"2054-5"	497	155402	319.8
	"1999"	"1999"	"40 years"	"40"	"White"	"2106-3"	1495	874253	171.0
	"1999"	"1999"	"41 years"	"41"	"Black or African American"	"2054-5"	577	140546	410.5
	"1999"	"1999"	"41 years"	"41"	"White"	"2106-3"	1639	843127	194.4
	"1999"	"1999"	"42 years"	"42"	"Black or African American"	"2054-5"	592	141937	417.1
	"1999"	"1999"	"42 years"	"42"	"White"	"2106-3"	1695	860138	197.1
	"1999"	"1999"	"43 years"	"43"	"Black or African American"	"2054-5"	654	136172	480.3
	"1999"	"1999"	"43 years"	"43"	"White"	"2106-3"	1871	820954	227.9
	"1999"	"1999"	"44 years"	"44"	"Black or African American"	"2054-5"	697	130093	535.8
	"1999"	"1999"	"44 years"	"44"	"White"	"2106-3"	2062	817817	252.1
	"1999"	"1999"	"45 years"	"45"	"Black or African American"	"2054-5"	725	126918	571.2
	"1999"	"1999"	"45 years"	"45"	"White"	"2106-3"	2234	823948	271.1
	"1999"	"1999"	"46 years"	"46"	"Black or African American"	"2054-5"	739	114244	646.9
	"1999"	"1999"	"46 years"	"46"	"White"	"2106-3"	2299	777918	295.5
	"1999"	"1999"	"47 years"	"47"	"Black or African American"	"2054-5"	781	114348	683.0
	"1999"	"1999"	"47 years"	"47"	"White"	"2106-3"	2364	778476	303.7
	"1999"	"1999"	"48 years"	"48"	"Black or African American"	"2054-5"	763	110631	689.7
	"1999"	"1999"	"48 years"	"48"	"White"	"2106-3"	2555	728094	350.9
