"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1800	136534	1318.4
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2907	549811	528.7
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	138769	81.4
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	223	555948	40.1
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	140189	52.1
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	167	555394	30.1
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	47	142644	32.9
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	152	583397	26.1
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	157106	24.2
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	117	596252	19.6
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	48	159620	30.1
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	609212	15.9
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	163552	28.1
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	91	621753	14.6
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	46	166858	27.6
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	92	639715	14.4
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	33	166741	19.8
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	98	663611	14.8
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	178352	18.5
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	98	654972	15.0
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	169490	21.2
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	650321	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	47	159110	29.5
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	639715	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	155166	19.3
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	100	648081	15.4
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	148929	38.9
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	645081	18.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	47	150592	31.2
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	647760	24.2
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	63	144603	43.6
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	202	628613	32.1
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	82	147693	55.5
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	329	640461	51.4
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	148122	89.1
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	396	636774	62.2
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	148	139789	105.9
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	444	612676	72.5
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	194	144734	134.0
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	482	633658	76.1
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	163	137416	118.6
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	522	595566	87.6
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	182	128216	141.9
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	503	569956	88.3
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	184	128586	143.1
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	415	559252	74.2
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	204	119804	170.3
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	415	535903	77.4
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	175	122992	142.3
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	406	559437	72.6
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	173	122731	141.0
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	398	560104	71.1
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	164	124499	131.7
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	419	568781	73.7
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	187	132411	141.2
