"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1816	137389	1321.8
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2892	546409	529.3
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	139497	81.0
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	221	552709	40.0
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	73	140916	51.8
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	165	551845	29.9
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	49	143422	34.2
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	151	579989	26.0
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	157871	24.1
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	113	592694	19.1
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	48	160513	29.9
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	605601	16.0
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	164480	28.0
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	90	618093	14.6
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	47	167757	28.0
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	93	636179	14.6
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	32	167692	19.1
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	97	659855	14.7
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179214	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	650911	14.9
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170376	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	646587	15.0
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	160041	28.7
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	636166	14.8
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	156039	19.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	101	644266	15.7
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	149820	38.0
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	641302	18.7
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	46	151312	30.4
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	643853	24.4
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	63	145277	43.4
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	197	624603	31.5
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	84	148358	56.6
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	325	636681	51.0
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	148784	88.7
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	398	632904	62.9
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	150	141414	106.1
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	437	609281	71.7
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	196	147047	133.3
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	478	630424	75.8
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	165	139503	118.3
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	521	592224	88.0
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	185	130002	142.3
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	499	567018	88.0
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	184	130233	141.3
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	414	556315	74.4
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	207	120985	171.1
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	415	532765	77.9
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	176	124241	141.7
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	403	556382	72.4
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	173	123961	139.6
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	400	557072	71.8
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	166	125684	132.1
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	417	565910	73.7
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	187	133732	139.8
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	448	621669	72.1
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	219	139380	157.1
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	506	678234	74.6
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	222	142879	155.4
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	543	702845	77.3
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	232	142255	163.1
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	523	710128	73.6
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	241	136899	176.0
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	619	663828	93.2
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	245	137807	177.8
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	695	693058	100.3
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	311	143590	216.6
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	739	702868	105.1
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	333	151296	220.1
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	808	761303	106.1
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	316	158520	199.3
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	927	817194	113.4
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	406	152598	266.1
	"1999"	"1999"	"36 years"	"36"	"White"	"2106-3"	991	813461	121.8
	"1999"	"1999"	"37 years"	"37"	"Black or African American"	"2054-5"	410	153484	267.1
	"1999"	"1999"	"37 years"	"37"	"White"	"2106-3"	1181	841788	140.3
	"1999"	"1999"	"38 years"	"38"	"Black or African American"	"2054-5"	454	148529	305.7
	"1999"	"1999"	"38 years"	"38"	"White"	"2106-3"	1325	833949	158.9
	"1999"	"1999"	"39 years"	"39"	"Black or African American"	"2054-5"	478	153177	312.1
	"1999"	"1999"	"39 years"	"39"	"White"	"2106-3"	1353	858903	157.5
	"1999"	"1999"	"40 years"	"40"	"Black or African American"	"2054-5"	494	154899	318.9
	"1999"	"1999"	"40 years"	"40"	"White"	"2106-3"	1494	872206	171.3
