"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1802	137348	1312.0
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2902	548621	529.0
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	113	139568	81.0
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	224	555073	40.4
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	141096	51.0
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	163	554126	29.4
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	48	143508	33.4
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	153	582136	26.3
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	38	157944	24.1
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	115	594865	19.3
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	47	160493	29.3
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	607923	16.0
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	48	164414	29.2
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	91	620352	14.7
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	47	167912	28.0
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	638268	14.3
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	167785	18.5
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	99	662222	14.9
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179271	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	653374	14.8
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170449	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	98	648790	15.1
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	160094	28.7
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	93	638524	14.6
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	156231	19.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	100	646724	15.5
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	57	149885	38.0
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	121	643643	18.8
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	46	151432	30.4
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	157	646302	24.3
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	62	145497	42.6
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	199	627173	31.7
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	83	148632	55.8
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	328	639212	51.3
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	149054	88.6
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	396	635537	62.3
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	147	140601	104.6
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	441	611631	72.1
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	196	145553	134.7
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	487	633142	76.9
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	164	138272	118.6
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	521	595165	87.5
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	185	129073	143.3
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	499	570060	87.5
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	186	129319	143.8
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	414	558913	74.1
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	204	120347	169.5
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	419	534822	78.3
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	177	123597	143.2
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	407	558353	72.9
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	175	123310	141.9
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	401	559091	71.7
	"1999"	"1999"	"26 years"	"26"	"Black or African American"	"2054-5"	167	125211	133.4
	"1999"	"1999"	"26 years"	"26"	"White"	"2106-3"	421	568011	74.1
	"1999"	"1999"	"27 years"	"27"	"Black or African American"	"2054-5"	188	133135	141.2
	"1999"	"1999"	"27 years"	"27"	"White"	"2106-3"	454	623907	72.8
	"1999"	"1999"	"28 years"	"28"	"Black or African American"	"2054-5"	223	138678	160.8
	"1999"	"1999"	"28 years"	"28"	"White"	"2106-3"	506	680315	74.4
	"1999"	"1999"	"29 years"	"29"	"Black or African American"	"2054-5"	224	142354	157.4
	"1999"	"1999"	"29 years"	"29"	"White"	"2106-3"	544	705153	77.1
	"1999"	"1999"	"30 years"	"30"	"Black or African American"	"2054-5"	234	141695	165.1
	"1999"	"1999"	"30 years"	"30"	"White"	"2106-3"	527	712022	74.0
	"1999"	"1999"	"31 years"	"31"	"Black or African American"	"2054-5"	242	136431	177.4
	"1999"	"1999"	"31 years"	"31"	"White"	"2106-3"	623	666019	93.5
	"1999"	"1999"	"32 years"	"32"	"Black or African American"	"2054-5"	249	137384	181.2
	"1999"	"1999"	"32 years"	"32"	"White"	"2106-3"	694	695047	99.8
	"1999"	"1999"	"33 years"	"33"	"Black or African American"	"2054-5"	310	143033	216.7
	"1999"	"1999"	"33 years"	"33"	"White"	"2106-3"	740	704793	105.0
	"1999"	"1999"	"34 years"	"34"	"Black or African American"	"2054-5"	335	150737	222.2
	"1999"	"1999"	"34 years"	"34"	"White"	"2106-3"	807	763483	105.7
	"1999"	"1999"	"35 years"	"35"	"Black or African American"	"2054-5"	314	158091	198.6
	"1999"	"1999"	"35 years"	"35"	"White"	"2106-3"	932	819546	113.7
	"1999"	"1999"	"36 years"	"36"	"Black or African American"	"2054-5"	400	152189	262.8
