"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Black or African American"	"2054-5"	1813	137801	1315.7
	"1999"	"1999"	"< 1 year"	"0"	"White"	"2106-3"	2919	549867	530.9
	"1999"	"1999"	"1 year"	"1"	"Black or African American"	"2054-5"	114	139954	81.5
	"1999"	"1999"	"1 year"	"1"	"White"	"2106-3"	223	556216	40.1
	"1999"	"1999"	"2 years"	"2"	"Black or African American"	"2054-5"	72	141410	50.9
	"1999"	"1999"	"2 years"	"2"	"White"	"2106-3"	163	555434	29.3
	"1999"	"1999"	"3 years"	"3"	"Black or African American"	"2054-5"	49	143927	34.0
	"1999"	"1999"	"3 years"	"3"	"White"	"2106-3"	153	583444	26.2
	"1999"	"1999"	"4 years"	"4"	"Black or African American"	"2054-5"	39	158391	24.6
	"1999"	"1999"	"4 years"	"4"	"White"	"2106-3"	113	596296	19.0
	"1999"	"1999"	"5 years"	"5"	"Black or African American"	"2054-5"	49	160843	30.5
	"1999"	"1999"	"5 years"	"5"	"White"	"2106-3"	97	609246	15.9
	"1999"	"1999"	"6 years"	"6"	"Black or African American"	"2054-5"	46	164771	27.9
	"1999"	"1999"	"6 years"	"6"	"White"	"2106-3"	91	621563	14.6
	"1999"	"1999"	"7 years"	"7"	"Black or African American"	"2054-5"	49	168191	29.1
	"1999"	"1999"	"7 years"	"7"	"White"	"2106-3"	91	639435	14.2
	"1999"	"1999"	"8 years"	"8"	"Black or African American"	"2054-5"	31	168152	18.4
	"1999"	"1999"	"8 years"	"8"	"White"	"2106-3"	99	663542	14.9
	"1999"	"1999"	"9 years"	"9"	"Black or African American"	"2054-5"	33	179692	18.4
	"1999"	"1999"	"9 years"	"9"	"White"	"2106-3"	97	654534	14.8
	"1999"	"1999"	"10 years"	"10"	"Black or African American"	"2054-5"	36	170898	21.1
	"1999"	"1999"	"10 years"	"10"	"White"	"2106-3"	97	650016	14.9
	"1999"	"1999"	"11 years"	"11"	"Black or African American"	"2054-5"	46	160371	28.7
	"1999"	"1999"	"11 years"	"11"	"White"	"2106-3"	94	639548	14.7
	"1999"	"1999"	"12 years"	"12"	"Black or African American"	"2054-5"	30	156509	19.2
	"1999"	"1999"	"12 years"	"12"	"White"	"2106-3"	99	647677	15.3
	"1999"	"1999"	"13 years"	"13"	"Black or African American"	"2054-5"	58	150119	38.6
	"1999"	"1999"	"13 years"	"13"	"White"	"2106-3"	120	644798	18.6
	"1999"	"1999"	"14 years"	"14"	"Black or African American"	"2054-5"	47	151807	31.0
	"1999"	"1999"	"14 years"	"14"	"White"	"2106-3"	159	647279	24.6
	"1999"	"1999"	"15 years"	"15"	"Black or African American"	"2054-5"	64	145773	43.9
	"1999"	"1999"	"15 years"	"15"	"White"	"2106-3"	198	628206	31.5
	"1999"	"1999"	"16 years"	"16"	"Black or African American"	"2054-5"	83	148895	55.7
	"1999"	"1999"	"16 years"	"16"	"White"	"2106-3"	330	640537	51.5
	"1999"	"1999"	"17 years"	"17"	"Black or African American"	"2054-5"	132	149419	88.3
	"1999"	"1999"	"17 years"	"17"	"White"	"2106-3"	401	636649	63.0
	"1999"	"1999"	"18 years"	"18"	"Black or African American"	"2054-5"	150	141034	106.4
	"1999"	"1999"	"18 years"	"18"	"White"	"2106-3"	439	612512	71.7
	"1999"	"1999"	"19 years"	"19"	"Black or African American"	"2054-5"	197	146023	134.9
	"1999"	"1999"	"19 years"	"19"	"White"	"2106-3"	489	633334	77.2
	"1999"	"1999"	"20 years"	"20"	"Black or African American"	"2054-5"	163	138721	117.5
	"1999"	"1999"	"20 years"	"20"	"White"	"2106-3"	523	595066	87.9
	"1999"	"1999"	"21 years"	"21"	"Black or African American"	"2054-5"	186	129408	143.7
	"1999"	"1999"	"21 years"	"21"	"White"	"2106-3"	503	569794	88.3
	"1999"	"1999"	"22 years"	"22"	"Black or African American"	"2054-5"	186	129701	143.4
	"1999"	"1999"	"22 years"	"22"	"White"	"2106-3"	417	559392	74.5
	"1999"	"1999"	"23 years"	"23"	"Black or African American"	"2054-5"	205	120786	169.7
	"1999"	"1999"	"23 years"	"23"	"White"	"2106-3"	416	536099	77.6
	"1999"	"1999"	"24 years"	"24"	"Black or African American"	"2054-5"	179	123913	144.5
	"1999"	"1999"	"24 years"	"24"	"White"	"2106-3"	404	559876	72.2
	"1999"	"1999"	"25 years"	"25"	"Black or African American"	"2054-5"	174	123674	140.7
	"1999"	"1999"	"25 years"	"25"	"White"	"2106-3"	400	560756	71.3
