GEO.id,GEO.id2,GEO.display-label,VD03,VD04,VD05,VD07,VD08,VD09
Id,Id2,Geography,"Worked full-time, year-round in 1999 -- - Total","Worked full-time, year-round in 1999 -- - Male","Worked full-time, year-round in 1999 -- - Female",Other -- - Total,Other -- - Male,Other -- - Female
0500000US01001,01001,"Autauga County, Alabama",21039,25967,18549,7344,5197,7893
0500000US01003,01003,"Baldwin County, Alabama",20378,22621,17984,9086,11048,8269
0500000US01005,01005,"Barbour County, Alabama",20146,22326,17056,7085,8351,6093
0500000US01007,01007,"Bibb County, Alabama",20550,21934,18250,7847,8762,5962
0500000US01009,01009,"Blount County, Alabama",19889,19438,21944,8125,25625,"2,500-"
0500000US01011,01011,"Bullock County, Alabama",20086,22703,17025,9391,10986,7565
0500000US01013,01013,"Butler County, Alabama",19826,23347,16823,7321,10000,6787
0500000US01015,01015,"Calhoun County, Alabama",21450,26094,18161,6944,6488,7230
0500000US01017,01017,"Chambers County, Alabama",21752,24485,20256,8644,11015,7733
0500000US01019,01019,"Cherokee County, Alabama",27125,31776,17946,5288,3707,6957
0500000US01021,01021,"Chilton County, Alabama",18578,19764,16956,9852,9356,10093
0500000US01023,01023,"Choctaw County, Alabama",20558,26215,15764,9297,11620,8260
0500000US01025,01025,"Clarke County, Alabama",20446,23997,17149,6630,8049,5984
0500000US01027,01027,"Clay County, Alabama",19401,23009,16725,10307,11205,9323
0500000US01029,01029,"Cleburne County, Alabama",18821,22250,17614,6050,6125,6000
0500000US01031,01031,"Coffee County, Alabama",19899,24504,15463,8196,8750,7689
0500000US01033,01033,"Colbert County, Alabama",21496,29063,17386,8304,8427,8252
0500000US01035,01035,"Conecuh County, Alabama",19596,21671,17384,9908,10243,9559
0500000US01037,01037,"Coosa County, Alabama",18758,21218,16461,8239,9432,7704
0500000US01039,01039,"Covington County, Alabama",18613,21441,16538,8344,9177,7877
0500000US01041,01041,"Crenshaw County, Alabama",18508,23074,15065,7647,10000,7368
0500000US01043,01043,"Cullman County, Alabama",23203,28472,19808,7422,6607,9821
0500000US01045,01045,"Dale County, Alabama",21542,26492,17985,8040,8750,7603
0500000US01047,01047,"Dallas County, Alabama",20889,25723,16901,9219,11396,7046
0500000US01049,01049,"DeKalb County, Alabama",19408,23661,16107,6098,6979,5595
0500000US01051,01051,"Elmore County, Alabama",22329,25425,19232,6210,5468,7083
0500000US01053,01053,"Escambia County, Alabama",19205,25493,16018,7326,6754,8141
0500000US01055,01055,"Etowah County, Alabama",20972,22455,18641,7727,7238,8190
0500000US01057,01057,"Fayette County, Alabama",22898,26797,19948,7804,8664,6522
0500000US01059,01059,"Franklin County, Alabama",19223,26154,15524,7891,7000,9531
0500000US01061,01061,"Geneva County, Alabama",17176,18233,16444,6105,7240,4870
0500000US01063,01063,"Greene County, Alabama",19965,21719,17226,8203,10048,7470
0500000US01065,01065,"Hale County, Alabama",19957,22284,16271,9601,10337,9182
0500000US01067,01067,"Henry County, Alabama",20263,22466,17077,6408,6182,6602
0500000US01069,01069,"Houston County, Alabama",20879,23889,18043,7779,8242,7515
0500000US01071,01071,"Jackson County, Alabama",22663,23712,21667,9957,9837,10114
0500000US01073,01073,"Jefferson County, Alabama",24981,27538,22348,9395,9757,9161
0500000US01075,01075,"Lamar County, Alabama",21033,23553,16078,7072,12500,6157
0500000US01077,01077,"Lauderdale County, Alabama",21377,25788,17731,6929,7500,6646
0500000US01079,01079,"Lawrence County, Alabama",24679,27123,20599,9322,7933,10241
0500000US01081,01081,"Lee County, Alabama",22281,25583,20075,7384,7482,7313
0500000US01083,01083,"Limestone County, Alabama",26066,29014,20450,10082,8909,10428
0500000US01085,01085,"Lowndes County, Alabama",19969,21880,18417,9857,13257,7959
0500000US01087,01087,"Macon County, Alabama",22785,24355,21472,6343,7184,5592
0500000US01089,01089,"Madison County, Alabama",26192,29239,22591,7002,7275,6798
0500000US01091,01091,"Marengo County, Alabama",19786,22459,15506,8791,8415,8882
0500000US01093,01093,"Marion County, Alabama",20875,22063,11959,7589,4635,8259
0500000US01095,01095,"Marshall County, Alabama",19292,24500,18298,4174,3393,4643
0500000US01097,01097,"Mobile County, Alabama",21350,25426,17499,8332,9880,7470
0500000US01099,01099,"Monroe County, Alabama",19815,24861,15379,8381,10256,7889
0500000US01101,01101,"Montgomery County, Alabama",22952,25455,21194,7745,8051,7560
0500000US01103,01103,"Morgan County, Alabama",22550,25054,18618,6832,7591,6535
0500000US01105,01105,"Perry County, Alabama",17350,20905,14792,9575,11000,7636
0500000US01107,01107,"Pickens County, Alabama",19631,22873,15456,8352,9194,8140
0500000US01109,01109,"Pike County, Alabama",19025,23750,15970,7438,10281,5764
0500000US01111,01111,"Randolph County, Alabama",20255,22711,16684,9936,14038,8769
0500000US01113,01113,"Russell County, Alabama",21909,25139,19385,9734,12405,8491
0500000US01115,01115,"St. Clair County, Alabama",22258,27215,20199,9000,10662,6167
0500000US01117,01117,"Shelby County, Alabama",30293,35172,27358,9548,9696,9429
0500000US01119,01119,"Sumter County, Alabama",18782,22396,15813,9662,11827,8041
0500000US01121,01121,"Talladega County, Alabama",21381,25974,17429,7972,7331,8420
0500000US01123,01123,"Tallapoosa County, Alabama",19735,22115,16769,8654,12267,7215
0500000US01125,01125,"Tuscaloosa County, Alabama",22824,26140,20003,7241,8209,6947
0500000US01127,01127,"Walker County, Alabama",18452,20806,16310,8523,9514,7724
0500000US01129,01129,"Washington County, Alabama",22932,29342,15375,7236,7557,7109
0500000US01131,01131,"Wilcox County, Alabama",18418,20761,16398,6751,7428,6509
0500000US01133,01133,"Winston County, Alabama",14444,23750,13750,7083,6250,21250
