GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Enrolled in public school:,Margin of Error; Male: - Enrolled in public school:,Estimate; Male: - Enrolled in public school: - 3 and 4 years,Margin of Error; Male: - Enrolled in public school: - 3 and 4 years,Estimate; Male: - Enrolled in public school: - 5 to 9 years,Margin of Error; Male: - Enrolled in public school: - 5 to 9 years,Estimate; Male: - Enrolled in public school: - 10 to 14 years,Margin of Error; Male: - Enrolled in public school: - 10 to 14 years,Estimate; Male: - Enrolled in public school: - 15 to 17 years,Margin of Error; Male: - Enrolled in public school: - 15 to 17 years,Estimate; Male: - Enrolled in public school: - 18 and 19 years,Margin of Error; Male: - Enrolled in public school: - 18 and 19 years,Estimate; Male: - Enrolled in public school: - 20 to 24 years,Margin of Error; Male: - Enrolled in public school: - 20 to 24 years,Estimate; Male: - Enrolled in public school: - 25 to 34 years,Margin of Error; Male: - Enrolled in public school: - 25 to 34 years,Estimate; Male: - Enrolled in public school: - 35 years and over,Margin of Error; Male: - Enrolled in public school: - 35 years and over,Estimate; Male: - Enrolled in private school:,Margin of Error; Male: - Enrolled in private school:,Estimate; Male: - Enrolled in private school: - 3 and 4 years,Margin of Error; Male: - Enrolled in private school: - 3 and 4 years,Estimate; Male: - Enrolled in private school: - 5 to 9 years,Margin of Error; Male: - Enrolled in private school: - 5 to 9 years,Estimate; Male: - Enrolled in private school: - 10 to 14 years,Margin of Error; Male: - Enrolled in private school: - 10 to 14 years,Estimate; Male: - Enrolled in private school: - 15 to 17 years,Margin of Error; Male: - Enrolled in private school: - 15 to 17 years,Estimate; Male: - Enrolled in private school: - 18 and 19 years,Margin of Error; Male: - Enrolled in private school: - 18 and 19 years,Estimate; Male: - Enrolled in private school: - 20 to 24 years,Margin of Error; Male: - Enrolled in private school: - 20 to 24 years,Estimate; Male: - Enrolled in private school: - 25 to 34 years,Margin of Error; Male: - Enrolled in private school: - 25 to 34 years,Estimate; Male: - Enrolled in private school: - 35 years and over,Margin of Error; Male: - Enrolled in private school: - 35 years and over,Estimate; Male: - Not enrolled in school:,Margin of Error; Male: - Not enrolled in school:,Estimate; Male: - Not enrolled in school: - 3 and 4 years,Margin of Error; Male: - Not enrolled in school: - 3 and 4 years,Estimate; Male: - Not enrolled in school: - 5 to 9 years,Margin of Error; Male: - Not enrolled in school: - 5 to 9 years,Estimate; Male: - Not enrolled in school: - 10 to 14 years,Margin of Error; Male: - Not enrolled in school: - 10 to 14 years,Estimate; Male: - Not enrolled in school: - 15 to 17 years,Margin of Error; Male: - Not enrolled in school: - 15 to 17 years,Estimate; Male: - Not enrolled in school: - 18 and 19 years,Margin of Error; Male: - Not enrolled in school: - 18 and 19 years,Estimate; Male: - Not enrolled in school: - 20 to 24 years,Margin of Error; Male: - Not enrolled in school: - 20 to 24 years,Estimate; Male: - Not enrolled in school: - 25 to 34 years,Margin of Error; Male: - Not enrolled in school: - 25 to 34 years,Estimate; Male: - Not enrolled in school: - 35 years and over,Margin of Error; Male: - Not enrolled in school: - 35 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Enrolled in public school:,Margin of Error; Female: - Enrolled in public school:,Estimate; Female: - Enrolled in public school: - 3 and 4 years,Margin of Error; Female: - Enrolled in public school: - 3 and 4 years,Estimate; Female: - Enrolled in public school: - 5 to 9 years,Margin of Error; Female: - Enrolled in public school: - 5 to 9 years,Estimate; Female: - Enrolled in public school: - 10 to 14 years,Margin of Error; Female: - Enrolled in public school: - 10 to 14 years,Estimate; Female: - Enrolled in public school: - 15 to 17 years,Margin of Error; Female: - Enrolled in public school: - 15 to 17 years,Estimate; Female: - Enrolled in public school: - 18 and 19 years,Margin of Error; Female: - Enrolled in public school: - 18 and 19 years,Estimate; Female: - Enrolled in public school: - 20 to 24 years,Margin of Error; Female: - Enrolled in public school: - 20 to 24 years,Estimate; Female: - Enrolled in public school: - 25 to 34 years,Margin of Error; Female: - Enrolled in public school: - 25 to 34 years,Estimate; Female: - Enrolled in public school: - 35 years and over,Margin of Error; Female: - Enrolled in public school: - 35 years and over,Estimate; Female: - Enrolled in private school:,Margin of Error; Female: - Enrolled in private school:,Estimate; Female: - Enrolled in private school: - 3 and 4 years,Margin of Error; Female: - Enrolled in private school: - 3 and 4 years,Estimate; Female: - Enrolled in private school: - 5 to 9 years,Margin of Error; Female: - Enrolled in private school: - 5 to 9 years,Estimate; Female: - Enrolled in private school: - 10 to 14 years,Margin of Error; Female: - Enrolled in private school: - 10 to 14 years,Estimate; Female: - Enrolled in private school: - 15 to 17 years,Margin of Error; Female: - Enrolled in private school: - 15 to 17 years,Estimate; Female: - Enrolled in private school: - 18 and 19 years,Margin of Error; Female: - Enrolled in private school: - 18 and 19 years,Estimate; Female: - Enrolled in private school: - 20 to 24 years,Margin of Error; Female: - Enrolled in private school: - 20 to 24 years,Estimate; Female: - Enrolled in private school: - 25 to 34 years,Margin of Error; Female: - Enrolled in private school: - 25 to 34 years,Estimate; Female: - Enrolled in private school: - 35 years and over,Margin of Error; Female: - Enrolled in private school: - 35 years and over,Estimate; Female: - Not enrolled in school:,Margin of Error; Female: - Not enrolled in school:,Estimate; Female: - Not enrolled in school: - 3 and 4 years,Margin of Error; Female: - Not enrolled in school: - 3 and 4 years,Estimate; Female: - Not enrolled in school: - 5 to 9 years,Margin of Error; Female: - Not enrolled in school: - 5 to 9 years,Estimate; Female: - Not enrolled in school: - 10 to 14 years,Margin of Error; Female: - Not enrolled in school: - 10 to 14 years,Estimate; Female: - Not enrolled in school: - 15 to 17 years,Margin of Error; Female: - Not enrolled in school: - 15 to 17 years,Estimate; Female: - Not enrolled in school: - 18 and 19 years,Margin of Error; Female: - Not enrolled in school: - 18 and 19 years,Estimate; Female: - Not enrolled in school: - 20 to 24 years,Margin of Error; Female: - Not enrolled in school: - 20 to 24 years,Estimate; Female: - Not enrolled in school: - 25 to 34 years,Margin of Error; Female: - Not enrolled in school: - 25 to 34 years,Estimate; Female: - Not enrolled in school: - 35 years and over,Margin of Error; Female: - Not enrolled in school: - 35 years and over
0500000US01003,01003,"Baldwin County, Alabama",179772,1194,86223,2075,19034,1881,222,286,5767,1287,4472,1309,3019,499,2119,685,1133,717,2059,1328,243,225,2907,1187,574,384,788,772,702,585,429,321,0,190,310,382,0,190,104,176,64282,1955,429,380,0,190,0,190,256,347,593,366,3135,593,9209,2074,50660,910,93549,2044,16850,2126,425,604,6084,1770,4668,1350,2732,449,512,406,1411,815,246,222,772,813,4264,1724,630,419,248,326,1924,1389,339,342,0,190,0,190,799,582,324,290,72435,1911,1406,533,10,18,108,202,101,172,922,783,3090,847,11089,1243,55709,1805
0500000US01015,01015,"Calhoun County, Alabama",113092,640,53712,516,13438,1037,55,98,3428,850,3588,789,2273,279,1375,417,1744,608,477,447,498,289,1217,598,184,174,214,239,257,288,112,133,164,177,71,104,215,345,0,190,39057,1063,841,393,108,168,0,190,8,16,179,212,2852,704,6055,719,29014,537,59380,550,13626,1058,199,199,3054,716,3600,835,1807,348,1400,392,2334,676,414,259,818,360,1664,677,417,413,280,251,213,228,166,219,57,97,234,216,172,200,125,149,44090,1220,768,494,548,495,69,95,31,55,341,212,1974,589,6834,439,33525,469
0500000US01043,01043,"Cullman County, Alabama",78079,583,38733,688,8612,1119,52,79,2900,731,2067,692,990,323,1070,402,886,586,135,128,512,421,1503,680,119,146,492,538,144,216,591,301,0,190,97,90,23,40,37,67,28618,966,764,444,57,83,0,190,0,190,176,128,1653,433,4599,384,21369,745,39346,518,8636,976,109,158,2279,661,2510,579,1334,222,527,273,830,462,373,321,674,421,933,536,128,122,244,406,208,286,130,161,0,190,210,183,0,190,13,25,29777,794,758,372,183,286,20,42,51,87,298,254,1212,460,4182,452,23073,437
0500000US01051,01051,"Elmore County, Alabama",77623,558,38061,511,8001,1045,573,398,2672,614,1982,612,1205,453,601,554,332,221,434,244,202,210,2280,777,535,340,435,256,248,260,350,289,0,190,420,332,0,190,292,314,27780,731,321,239,52,69,0,190,51,84,165,145,2061,693,5293,613,19837,602,39562,569,8456,1126,71,114,2208,714,2522,710,1372,332,577,405,448,319,489,374,769,688,1040,544,0,190,195,228,284,227,101,126,0,190,243,346,107,140,110,172,30066,1036,756,452,0,190,0,190,0,190,1220,651,1722,588,3961,686,22407,801
0500000US01055,01055,"Etowah County, Alabama",100921,616,48969,859,11812,981,256,243,3206,680,3498,845,2392,380,992,299,927,413,281,191,260,222,764,390,198,197,107,128,186,225,138,171,36,78,34,74,0,190,65,114,36393,915,880,473,160,191,0,190,42,77,351,342,2032,508,5626,529,27302,641,51952,773,10865,1035,343,292,2374,559,3384,537,1598,316,1096,477,1097,480,559,347,414,297,1185,486,262,253,287,257,269,234,172,234,42,89,0,190,0,190,153,181,39902,948,514,277,55,68,0,190,0,190,159,152,1912,618,5864,834,31398,540
0500000US01069,01069,"Houston County, Alabama",98697,383,47142,344,10188,542,393,257,2899,350,3211,377,1623,173,792,149,709,222,298,132,263,108,1895,433,348,172,638,206,410,147,296,161,51,41,52,59,40,39,60,59,35059,415,894,264,124,88,29,30,71,58,343,119,2191,253,5693,218,25714,142,51555,246,10252,565,191,94,2472,374,2898,410,1685,137,801,121,862,262,658,233,685,231,2507,511,323,122,930,321,432,181,268,136,75,64,216,126,141,91,122,110,38796,498,853,228,129,111,63,62,11,18,251,112,2058,249,6097,261,29334,268
0500000US01073,01073,"Jefferson County, Alabama",633690,1692,297408,1595,68584,3123,1823,652,17321,1736,19164,1979,11477,725,5089,888,6892,1559,4203,1454,2615,823,15643,2931,3943,1250,2635,731,1948,724,1482,604,497,255,2430,1648,1730,888,978,507,213181,3015,3065,1007,940,634,702,513,434,338,2969,837,12688,1740,39425,1818,152958,1255,336282,1587,75591,3282,2717,1031,15624,1889,20847,1842,11153,435,5641,663,7749,1519,8221,1890,3639,915,16103,2206,2941,1017,2456,975,2000,580,817,393,1243,631,3835,1382,1266,628,1545,772,244588,3249,4695,1145,501,370,496,410,223,255,1655,746,12670,1728,40474,2191,183874,1552
0500000US01077,01077,"Lauderdale County, Alabama",89239,787,42716,633,8963,1304,137,166,1475,724,2565,767,1574,452,1094,353,1507,524,310,290,301,226,2320,1023,162,208,695,441,712,506,433,339,141,137,42,79,120,154,15,28,31433,801,697,482,0,190,0,190,0,190,327,348,1907,506,4565,351,23937,418,46523,506,10659,1055,214,263,1597,768,3083,866,1652,425,909,513,2364,781,720,540,120,136,1428,590,166,191,286,329,308,499,301,305,191,231,42,91,0,190,134,182,34436,1003,346,361,0,190,2,5,0,190,207,339,1639,677,4226,550,28016,279
0500000US01081,01081,"Lee County, Alabama",138919,1092,69098,1066,23986,1757,150,196,3280,1094,3566,819,2446,303,3547,630,8388,845,1921,769,688,508,3857,1414,1583,743,1084,749,284,385,5,11,234,253,56,92,338,416,273,282,41255,1880,825,839,548,493,214,347,0,190,402,342,4073,990,6897,965,28296,916,69821,726,24137,2025,0,190,3352,798,3539,934,2616,355,3970,485,6370,1338,2241,644,2049,800,3833,1205,742,477,787,554,491,448,55,76,205,288,1166,918,29,53,358,439,41851,2205,1000,602,133,213,0,190,37,69,119,165,3190,1269,7738,762,29634,997
0500000US01083,01083,"Limestone County, Alabama",82561,745,42227,749,8356,1184,60,86,2688,857,2183,708,1211,439,474,320,848,469,405,380,487,268,1814,906,462,470,327,229,208,180,293,307,0,190,158,202,0,190,366,424,32057,1314,605,440,672,563,84,146,283,403,110,93,1828,904,5336,572,23139,986,40334,587,9273,1189,138,176,2222,588,2700,645,1601,499,829,558,897,626,457,377,429,448,1050,500,327,240,278,284,220,268,135,135,0,190,0,190,46,67,44,77,30011,1065,505,401,0,190,0,190,26,50,220,273,1510,720,4847,559,22903,509
0500000US01089,01089,"Madison County, Alabama",327570,1303,159325,744,36141,1936,710,334,8297,1315,10389,1314,6357,490,3393,750,3192,820,2477,1075,1326,540,6388,1382,1043,438,1462,626,1443,643,652,364,187,219,974,628,206,210,421,487,116796,1903,1894,632,697,462,58,99,192,206,1666,726,8329,886,20231,1143,83729,748,168245,1058,40132,1860,508,318,8741,1363,10053,1297,6258,501,3261,537,4891,906,3008,856,3412,1141,6297,1511,820,438,873,487,1259,684,509,376,499,423,900,573,1047,580,390,324,121816,1919,3302,951,838,476,269,251,235,195,1209,470,6108,1069,18323,1035,91532,1258
0500000US01095,01095,"Marshall County, Alabama",90256,456,44284,646,9124,661,120,149,3138,747,2757,775,1719,187,634,344,340,280,182,195,234,132,805,412,109,101,76,83,248,296,130,142,91,140,29,32,72,75,50,68,34355,812,780,370,56,64,10,17,0,190,1396,652,2582,479,5590,696,23941,426,45972,696,9096,793,138,161,2866,646,2962,625,1656,263,726,203,489,268,65,55,194,97,1039,545,76,112,215,235,171,219,140,133,12,22,399,327,10,16,16,29,35837,796,1287,431,333,409,0,190,23,40,216,142,1881,521,5551,362,26546,435
0500000US01097,01097,"Mobile County, Alabama",396620,1476,190689,1351,43122,2412,1715,550,12077,1599,11470,1582,7372,652,2751,534,3860,1022,2261,1043,1616,658,10886,2091,1487,790,3730,1197,1469,554,1259,502,805,338,838,355,866,714,432,224,136681,2389,3529,944,66,78,162,203,526,322,2265,622,9690,1103,22619,1400,97824,865,205931,1020,46593,2436,1025,480,10064,1433,12395,1540,7337,553,2784,783,5913,1123,4176,991,2899,1026,12006,1616,1152,460,2690,679,2373,957,1254,404,409,235,2132,597,1085,434,911,594,147332,2274,2810,937,54,63,0,190,277,230,2171,756,7400,1309,22596,1291,112024,1695
0500000US01101,01101,"Montgomery County, Alabama",223530,1288,105302,1115,22492,2063,1048,610,4900,1166,7466,996,3414,696,1825,551,1657,804,1209,740,973,567,8909,1836,1014,797,1752,630,1347,548,1659,657,1100,484,1118,601,713,758,206,311,73901,2006,1371,597,225,204,0,190,150,182,1339,644,6500,929,14326,1186,49990,900,118228,1280,26660,2340,1276,629,6701,1142,5109,1194,4388,625,1772,615,2523,1017,2972,1253,1919,656,7135,1424,530,477,1658,598,1628,669,798,378,252,255,1333,642,554,294,382,406,84433,2470,2095,910,266,267,0,190,237,289,1870,615,6007,1092,13647,1380,60311,931
