GEO.id,GEO.id2,GEO.display-label,popchg4201072017,natinc4201072017,births4201072017,deaths4201072017,netmig4201072017,intlmig4201072017,dommig4201072017,popchg20162017,natinc20162017,births20162017,deaths20162017,netmig20162017,intlmig20162017,dommig20162017
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2017 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2016 to July 1, 2017 - Net Migration - Domestic"
310M300US22380,22380,"Flagstaff, AZ Metro Area",6341,6548,12182,5634,-227,1152,-1379,697,727,1615,888,-29,212,-241
310M300US22420,22420,"Flint, MI Metro Area",-18403,4013,35720,31707,-22658,1254,-23912,-1222,231,4675,4444,-1448,176,-1624
310M300US22500,22500,"Florence, SC Metro Area",260,1881,18436,16555,-1457,532,-1989,13,103,2448,2345,-80,92,-172
310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",-99,-1787,11211,12998,1803,210,1593,392,-269,1543,1812,667,17,650
310M300US22540,22540,"Fond du Lac, WI Metro Area",918,1205,7895,6690,-248,1109,-1357,338,159,1043,884,184,189,-5
310M300US22580,22580,"Forest City, NC Micro Area",-1265,-1205,4892,6097,0,114,-114,246,-173,660,833,423,18,405
310M300US22620,22620,"Forrest City, AR Micro Area",-2324,511,2536,2025,-2869,129,-2998,-374,31,334,303,-407,19,-426
310M300US22660,22660,"Fort Collins, CO Metro Area",44348,9970,24843,14873,33905,3032,30873,5445,1286,3488,2202,4138,489,3649
310M300US22700,22700,"Fort Dodge, IA Micro Area",-1408,-29,3206,3235,-1385,285,-1670,-147,24,443,419,-171,48,-219
310M300US22780,22780,"Fort Leonard Wood, MO Micro Area",-215,3838,5954,2116,-4147,2734,-6881,-552,498,769,271,-1056,171,-1227
310M300US22800,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",-3057,-217,4987,5204,-2840,84,-2924,-368,3,699,696,-371,13,-384
310M300US22820,22820,"Fort Morgan, CO Micro Area",33,1337,3185,1848,-1313,634,-1947,129,193,443,250,-62,94,-156
310M300US22840,22840,"Fort Payne, AL Micro Area",502,619,6142,5523,-67,582,-649,401,69,839,770,338,92,246
310M300US22860,22860,"Fort Polk South, LA Micro Area",-1608,4857,7581,2724,-6590,1747,-8337,-895,599,969,370,-1492,66,-1558
310M300US22900,22900,"Fort Smith, AR-OK Metro Area",1548,4015,25433,21418,-2356,1899,-4255,1054,466,3520,3054,599,354,245
310M300US23060,23060,"Fort Wayne, IN Metro Area",18363,17271,43202,25931,1389,5189,-3800,3321,2348,5956,3608,993,765,228
310M300US23140,23140,"Frankfort, IN Micro Area",-906,690,3253,2563,-1612,120,-1732,50,137,456,319,-86,7,-93
310M300US23180,23180,"Frankfort, KY Micro Area",2325,893,6027,5134,1488,360,1128,644,142,843,701,506,54,452
310M300US23240,23240,"Fredericksburg, TX Micro Area",1809,-648,1821,2469,2456,381,2075,341,-104,262,366,447,74,373
310M300US23300,23300,"Freeport, IL Micro Area",-2657,-270,3626,3896,-2402,169,-2571,-486,-56,497,553,-431,32,-463
310M300US23340,23340,"Fremont, NE Micro Area",22,396,3552,3156,-364,176,-540,140,98,504,406,44,39,5
310M300US23380,23380,"Fremont, OH Micro Area",-1751,333,4909,4576,-2084,44,-2128,-86,70,683,613,-153,3,-156
310M300US23420,23420,"Fresno, CA Metro Area",58760,66674,113926,47252,-7571,12533,-20104,9721,8108,15228,7120,1642,2083,-441
310M300US23460,23460,"Gadsden, AL Metro Area",-1672,-1451,8579,10030,-133,65,-198,29,-252,1192,1444,286,8,278
310M300US23500,23500,"Gaffney, SC Micro Area",1638,537,4922,4385,1142,-38,1180,380,74,663,589,307,-1,308
310M300US23540,23540,"Gainesville, FL Metro Area",20411,7725,22274,14549,12743,9132,3611,3136,909,3087,2178,2227,1395,832
310M300US23580,23580,"Gainesville, GA Metro Area",19638,8818,18736,9918,10845,1445,9400,3098,1161,2700,1539,1929,247,1682
310M300US23620,23620,"Gainesville, TX Micro Area",1465,1004,3934,2930,464,250,214,651,162,569,407,490,46,444
310M300US23660,23660,"Galesburg, IL Micro Area",-2281,-884,3948,4832,-1365,540,-1905,-307,-40,539,579,-267,90,-357
310M300US23700,23700,"Gallup, NM Micro Area",1076,4107,8253,4146,-3038,543,-3581,-394,321,938,617,-719,104,-823
310M300US23780,23780,"Garden City, KS Micro Area",282,3779,5560,1781,-3549,1345,-4894,146,518,750,232,-372,228,-600
310M300US23820,23820,"Gardnerville Ranchos, NV Micro Area",1312,-763,2618,3381,2111,198,1913,362,-159,365,524,521,51,470
310M300US23860,23860,"Georgetown, SC Micro Area",1449,-1092,4187,5279,2565,65,2500,233,-270,554,824,504,-2,506
310M300US23900,23900,"Gettysburg, PA Metro Area",919,237,7337,7100,748,367,381,652,18,1016,998,640,73,567
310M300US23940,23940,"Gillette, WY Micro Area",109,3684,5500,1816,-3627,-32,-3595,-2558,455,747,292,-3027,5,-3032
310M300US23980,23980,"Glasgow, KY Micro Area",1636,535,4968,4433,1124,219,905,109,56,714,658,54,34,20
310M300US24020,24020,"Glens Falls, NY Metro Area",-2784,-736,8579,9315,-1981,383,-2364,-173,-190,1118,1308,23,71,-48
310M300US24060,24060,"Glenwood Springs, CO Micro Area",3471,4372,6937,2565,-943,698,-1641,208,591,970,379,-381,123,-504
310M300US24100,24100,"Gloversville, NY Micro Area",-1646,-486,3879,4365,-1149,198,-1347,181,-62,512,574,249,31,218
310M300US24140,24140,"Goldsboro, NC Metro Area",1526,3848,12202,8354,-2311,2490,-4801,-304,289,1605,1316,-594,291,-885
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",3950,4315,10245,5930,-372,1819,-2191,183,649,1465,816,-464,253,-717
310M300US24260,24260,"Grand Island, NE Metro Area",3195,3412,8873,5461,-185,2271,-2456,77,521,1255,734,-445,367,-812
310M300US24300,24300,"Grand Junction, CO Metro Area",4899,2961,13110,10149,2003,-213,2216,1822,311,1762,1451,1506,-40,1546
310M300US24330,24330,"Grand Rapids, MN Micro Area",79,-350,3393,3743,474,12,462,-12,-12,463,475,3,1,2
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",70173,44489,98214,53725,26155,13800,12355,10287,5874,13548,7674,4450,2233,2217
310M300US24380,24380,"Grants, NM Micro Area",-362,877,2752,1875,-1249,124,-1373,-143,52,334,282,-197,22,-219
310M300US24420,24420,"Grants Pass, OR Metro Area",3639,-2477,6081,8558,6119,-135,6254,1014,-304,879,1183,1317,-12,1329
310M300US24460,24460,"Great Bend, KS Micro Area",-1196,456,2622,2166,-1646,71,-1717,-435,42,346,304,-477,21,-498
310M300US24500,24500,"Great Falls, MT Metro Area",330,2486,8436,5950,-2126,644,-2770,166,294,1106,812,-123,-2,-121
310M300US24540,24540,"Greeley, CO Metro Area",51794,17449,29146,11697,33972,1166,32806,10390,2727,4485,1758,7622,203,7419
310M300US24580,24580,"Green Bay, WI Metro Area",13809,11285,28611,17326,2772,2811,-39,2609,1464,3902,2438,1162,448,714
310M300US24620,24620,"Greeneville, TN Micro Area",-17,-1643,4619,6262,1671,122,1549,249,-247,661,908,500,20,480
310M300US24640,24640,"Greenfield Town, MA Micro Area",-670,-501,4452,4953,-134,1177,-1311,84,-93,588,681,182,194,-12
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",37334,14771,62611,47840,22992,11899,11093,4620,1521,8597,7076,3134,1861,1273
310M300US24700,24700,"Greensburg, IN Micro Area",1006,573,2439,1866,455,262,193,96,79,351,272,18,42,-24
310M300US24740,24740,"Greenville, MS Micro Area",-4914,1229,5509,4280,-6216,112,-6328,-970,41,662,621,-1015,30,-1045
310M300US24780,24780,"Greenville, NC Metro Area",10876,6641,15397,8756,4262,1491,2771,1415,796,2097,1301,621,225,396
310M300US24820,24820,"Greenville, OH Micro Area",-1433,248,4454,4206,-1677,32,-1709,-100,2,594,592,-100,7,-107
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",71814,18279,76015,57736,53414,9952,43462,11411,2383,10750,8367,9026,1592,7434
310M300US24900,24900,"Greenwood, MS Micro Area",-3617,772,4180,3408,-4454,86,-4540,-576,71,545,474,-646,4,-650
310M300US24940,24940,"Greenwood, SC Micro Area",0,862,8064,7202,-817,679,-1496,188,-10,1031,1041,205,112,93
310M300US24980,24980,"Grenada, MS Micro Area",-819,-104,1972,2076,-710,-19,-691,-132,17,276,259,-148,-3,-145
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",23445,8958,35351,26393,14540,5016,9524,3396,1094,4808,3714,2302,561,1741
310M300US25100,25100,"Guymon, OK Micro Area",260,1528,2570,1042,-1310,632,-1942,-231,212,346,134,-447,91,-538
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",13896,4790,22409,17619,9077,1744,7333,2418,552,3063,2511,1872,277,1595
310M300US25200,25200,"Hailey, ID Micro Area",743,1198,2243,1045,-472,290,-762,352,162,301,139,191,49,142
310M300US25220,25220,"Hammond, LA Metro Area",11396,5381,13900,8519,6022,672,5350,1874,659,1959,1300,1213,113,1100
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",-2881,11226,17121,5895,-14442,1543,-15985,304,1355,2220,865,-1061,128,-1189
310M300US25300,25300,"Hannibal, MO Micro Area",-90,365,3387,3022,-432,73,-505,-37,71,462,391,-106,11,-117
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",22430,10387,47574,37187,12332,12093,239,3895,1276,6496,5220,2641,1880,761
310M300US25460,25460,"Harrison, AR Micro Area",-28,-79,3823,3902,70,-65,135,149,-26,532,558,177,-6,183
310M300US25500,25500,"Harrisonburg, VA Metro Area",9219,3364,10342,6978,5883,3933,1950,1201,505,1507,1002,696,656,40
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",-2139,11481,86636,75155,-13682,39324,-53006,184,1033,11547,10514,-866,5857,-6723
310M300US25580,25580,"Hastings, NE Micro Area",311,723,2952,2229,-399,115,-514,21,93,401,308,-72,30,-102
310M300US25620,25620,"Hattiesburg, MS Metro Area",6020,5264,14470,9206,689,732,-43,-66,663,1969,1306,-729,90,-819
310M300US25700,25700,"Hays, KS Micro Area",237,877,2690,1813,-644,340,-984,-134,106,358,252,-241,52,-293
310M300US25720,25720,"Heber, UT Micro Area",8581,2105,3007,902,6396,525,5871,1535,305,438,133,1227,76,1151
310M300US25740,25740,"Helena, MT Micro Area",4866,1318,6201,4883,3559,81,3478,1102,155,881,726,946,-2,948
310M300US25760,25760,"Helena-West Helena, AR Micro Area",-3183,244,2201,1957,-3476,-4,-3472,-478,25,290,265,-506,1,-507
310M300US25780,25780,"Henderson, NC Micro Area",-1208,459,4067,3608,-1665,-5,-1660,-215,-1,528,529,-212,11,-223
310M300US25820,25820,"Hereford, TX Micro Area",-536,1422,2476,1054,-1989,238,-2227,-14,178,340,162,-193,37,-230
310M300US25840,25840,"Hermiston-Pendleton, OR Micro Area",1089,3689,8868,5179,-2590,-84,-2506,283,431,1161,730,-143,9,-152
310M300US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",699,-796,27404,28200,1698,2687,-989,2028,-224,3732,3956,2273,470,1803
310M300US25880,25880,"Hillsdale, MI Micro Area",-809,570,3912,3342,-1366,-6,-1360,112,72,525,453,42,0,42
310M300US25900,25900,"Hilo, HI Micro Area",15305,5601,17477,11876,9774,4602,5172,1700,417,2347,1930,1290,652,638
310M300US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",28292,5056,17267,12211,22932,3236,19696,3734,477,2349,1872,3239,178,3061
310M300US25980,25980,"Hinesville, GA Metro Area",2481,9188,12218,3030,-7171,2720,-9891,416,1244,1693,449,-825,104,-929
310M300US26020,26020,"Hobbs, NM Micro Area",4032,4365,8195,3830,-392,598,-990,-1091,612,1102,490,-1709,139,-1848
310M300US26090,26090,"Holland, MI Micro Area",5037,3074,9839,6765,1998,437,1561,1492,437,1356,919,1060,73,987
310M300US26140,26140,"Homosassa Springs, FL Metro Area",4411,-10166,7532,17698,14568,575,13993,2657,-1481,1061,2542,4127,93,4034
310M300US26220,26220,"Hood River, OR Micro Area",1031,803,2070,1267,234,-61,295,313,118,281,163,193,-10,203
310M300US26260,26260,"Hope, AR Micro Area",-1425,520,3084,2564,-1954,-62,-1892,-212,56,390,334,-267,-7,-260
310M300US26300,26300,"Hot Springs, AR Metro Area",2647,-1742,8021,9763,4404,-57,4461,427,-173,1104,1277,602,1,601
310M300US26340,26340,"Houghton, MI Micro Area",-374,178,2862,2684,-571,1165,-1736,-16,20,387,367,-36,169,-205
310M300US26380,26380,"Houma-Thibodaux, LA Metro Area",2329,7524,21243,13719,-5123,1856,-6979,-1228,995,2953,1958,-2227,302,-2529
310M300US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",971941,436331,703048,266717,533390,260385,273005,94417,61537,102941,41404,32722,43094,-10372
310M300US26460,26460,"Hudson, NY Micro Area",-2462,-987,3847,4834,-1446,650,-2096,-406,-148,505,653,-256,111,-367
310M300US26500,26500,"Huntingdon, PA Micro Area",-540,-250,3086,3336,-256,165,-421,-12,-118,393,511,110,26,84
310M300US26540,26540,"Huntington, IN Micro Area",-787,157,3072,2915,-936,81,-1017,-31,34,420,386,-64,17,-81
310M300US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",-8454,-1339,29634,30973,-6924,371,-7295,-2383,-416,3843,4259,-1957,56,-2013
310M300US26620,26620,"Huntsville, AL Metro Area",37855,11110,37284,26174,26684,3968,22716,6216,1229,5194,3965,4988,583,4405
310M300US26660,26660,"Huntsville, TX Micro Area",4376,404,5640,5236,3955,949,3006,698,18,813,795,680,155,525
310M300US26700,26700,"Huron, SD Micro Area",758,915,2326,1411,-164,1012,-1176,70,122,310,188,-51,163,-214
310M300US26740,26740,"Hutchinson, KS Micro Area",-2001,-140,5220,5360,-1826,-35,-1791,-530,-26,657,683,-504,-7,-497
310M300US26780,26780,"Hutchinson, MN Micro Area",-767,655,3063,2408,-1436,112,-1548,136,77,418,341,61,15,46
310M300US26820,26820,"Idaho Falls, ID Metro Area",12310,10799,17768,6969,1551,172,1379,3238,1484,2481,997,1753,47,1706
310M300US26860,26860,"Indiana, PA Micro Area",-3940,-449,6025,6474,-3481,623,-4104,-303,-140,749,889,-162,104,-266
310M300US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",140524,79857,193599,113742,61101,30329,30772,23002,10688,26769,16081,12366,4603,7763
310M300US26940,26940,"Indianola, MS Micro Area",-3404,233,2374,2141,-3733,30,-3763,-408,-9,284,293,-400,8,-408
310M300US26960,26960,"Ionia, MI Micro Area",386,1668,5347,3679,-1264,30,-1294,109,197,725,528,-84,4,-88
310M300US26980,26980,"Iowa City, IA Metro Area",18905,8546,15227,6681,10375,6677,3698,2749,1134,2120,986,1614,1065,549
310M300US27020,27020,"Iron Mountain, MI-WI Micro Area",-805,-570,2019,2589,-224,-24,-200,-63,-67,286,353,5,-2,7
310M300US27060,27060,"Ithaca, NY Metro Area",3208,1463,6255,4792,1691,7701,-6010,241,185,806,621,50,1148,-1098
310M300US27100,27100,"Jackson, MI Metro Area",-1608,1265,12936,11671,-2805,483,-3288,425,112,1711,1599,323,72,251
310M300US27140,27140,"Jackson, MS Metro Area",11070,17882,54593,36711,-6932,3892,-10824,-843,1910,7204,5294,-2757,641,-3398
310M300US27160,27160,"Jackson, OH Micro Area",-777,171,3077,2906,-945,106,-1051,-85,30,415,385,-115,24,-139
310M300US27180,27180,"Jackson, TN Metro Area",-783,2199,11631,9432,-2935,445,-3380,152,218,1537,1319,-62,75,-137
310M300US27220,27220,"Jackson, WY-ID Micro Area",3187,2109,2976,867,1038,254,784,380,303,426,123,75,28,47
310M300US27260,27260,"Jacksonville, FL Metro Area",159382,43419,130339,86920,115633,28593,87040,28477,5460,18748,13288,22964,4043,18921
310M300US27300,27300,"Jacksonville, IL Micro Area",-2106,-217,3021,3238,-1880,196,-2076,-449,-6,406,412,-442,30,-472
310M300US27340,27340,"Jacksonville, NC Metro Area",16094,23584,30768,7184,-8791,7983,-16774,1694,2821,3939,1118,-1114,-56,-1058
310M300US27380,27380,"Jacksonville, TX Micro Area",1406,1786,5526,3740,-341,163,-504,344,254,777,523,94,43,51
310M300US27420,27420,"Jamestown, ND Micro Area",-13,-49,1680,1729,47,34,13,78,-1,225,226,79,7,72
310M300US27460,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",-5858,-192,10154,10346,-5690,1517,-7207,-592,6,1368,1362,-597,229,-826
310M300US27500,27500,"Janesville-Beloit, WI Metro Area",1978,3568,14079,10511,-1511,446,-1957,888,506,1935,1429,389,107,282
310M300US27540,27540,"Jasper, IN Micro Area",270,1032,4942,3910,-742,397,-1139,39,159,703,544,-118,71,-189
310M300US27600,27600,"Jefferson, GA Micro Area",7059,1818,5752,3934,5226,7,5219,2541,271,850,579,2261,-3,2264
310M300US27620,27620,"Jefferson City, MO Metro Area",1660,3690,12956,9266,-1970,925,-2895,10,398,1745,1347,-386,144,-530
310M300US27660,27660,"Jennings, LA Micro Area",-117,488,3145,2657,-591,13,-604,107,47,438,391,63,1,62
310M300US27700,27700,"Jesup, GA Micro Area",-282,558,2911,2353,-856,104,-960,-168,41,382,341,-211,23,-234
310M300US27740,27740,"Johnson City, TN Metro Area",3298,-1874,14633,16507,5246,778,4468,710,-326,1987,2313,1041,134,907
310M300US27780,27780,"Johnstown, PA Metro Area",-10620,-3579,9624,13203,-7070,311,-7381,-1259,-469,1276,1745,-788,46,-834
310M300US27860,27860,"Jonesboro, AR Metro Area",10243,4006,12946,8940,6217,1061,5156,1480,592,1906,1314,894,181,713
310M300US27900,27900,"Joplin, MO Metro Area",2991,4651,17484,12833,-1628,1128,-2756,990,582,2322,1740,415,171,244
310M300US27920,27920,"Junction City, KS Micro Area",-502,6089,7576,1487,-6794,1459,-8253,-1353,814,1017,203,-2172,16,-2188
310M300US27940,27940,"Juneau, AK Micro Area",819,1467,2792,1325,-657,508,-1165,-311,182,357,175,-496,65,-561
310M300US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",11423,5906,14315,8409,5582,5408,174,876,568,1878,1310,319,820,-501
310M300US28020,28020,"Kalamazoo-Portage, MI Metro Area",11748,9062,29326,20264,2853,4181,-1328,2081,1081,4041,2960,1015,656,359
310M300US28060,28060,"Kalispell, MT Micro Area",9072,2129,8152,6023,6919,-122,7041,2307,333,1177,844,1965,-29,1994
310M300US28100,28100,"Kankakee, IL Metro Area",-3844,1839,9704,7865,-5721,608,-6329,-448,169,1295,1126,-616,93,-709
310M300US28140,28140,"Kansas City, MO-KS Metro Area",119574,80787,200535,119748,39900,23098,16802,22530,10459,27565,17106,12103,3572,8531
310M300US28180,28180,"Kapaa, HI Micro Area",5068,2171,6343,4172,2949,2720,229,390,205,867,662,191,392,-201
310M300US28260,28260,"Kearney, NE Micro Area",3671,2661,5684,3023,1022,1031,-9,311,369,799,430,-57,164,-221
310M300US28300,28300,"Keene, NH Micro Area",-1157,-56,4958,5014,-1071,132,-1203,263,-13,668,681,281,32,249
310M300US28340,28340,"Kendallville, IN Micro Area",-88,1218,4434,3216,-1293,-11,-1282,10,193,646,453,-183,0,-183
310M300US28380,28380,"Kennett, MO Micro Area",-1834,88,3222,3134,-1931,84,-2015,-437,-26,402,428,-413,23,-436
310M300US28420,28420,"Kennewick-Richland, WA Metro Area",36962,18815,31092,12277,17968,2980,14988,6497,2524,4384,1860,3970,531,3439
310M300US28500,28500,"Kerrville, TX Micro Area",2095,-1432,3757,5189,3529,79,3450,424,-185,548,733,608,11,597
310M300US28540,28540,"Ketchikan, AK Micro Area",365,598,1242,644,-237,297,-534,129,66,148,82,64,36,28
